Ticker,Entry_Date,Exit_Date,S_entry,K1_Long,K2_Short,Breakeven,S_expiry,Move_%,HV20,VolPotential,VectorScore,Debit/unit,Debit_%S,Units,PnL_Total,Return_%,Win,CumPnL
ANANDRATHI.NS,2023-02-09,2023-03-13,199.1,200,215,205.13,190.5,-4.32,0.3449,1.527,3,5.13,2.576,389,-1995.35,-100.0,False,294239.19999999995
ABB.NS,2023-02-10,2023-03-14,3103.95,3105,3345,3183.75,3245.94,4.57,0.273,1.417,3,78.75,2.537,25,1554.73,78.97,True,295793.92999999993
ANANDRATHI.NS,2023-02-10,2023-03-14,196.96,195,215,202.0,192.82,-2.1,0.3455,1.452,3,7.0,3.555,285,-1995.38,-100.0,False,293798.54999999993
INFY.NS,2023-02-14,2023-03-16,1430.26,1430,1515,1458.96,1260.46,-11.87,0.2108,1.083,3,28.96,2.025,69,-1998.07,-100.0,False,291800.4799999999
ICICIBANK.NS,2023-02-14,2023-03-16,844.39,845,900,863.04,804.0,-4.78,0.2228,1.094,3,18.04,2.137,110,-1984.83,-100.0,False,289815.6499999999
INFY.NS,2023-02-15,2023-03-17,1433.67,1435,1520,1463.38,1275.36,-11.04,0.2092,1.076,3,28.38,1.979,70,-1986.46,-100.0,False,287829.18999999994
ICICIBANK.NS,2023-02-15,2023-03-17,849.76,850,905,868.26,816.05,-3.97,0.224,0.871,4,18.26,2.149,109,-1990.23,-100.0,False,285838.95999999996
APARINDS.NS,2023-02-16,2023-03-20,2354.1,2355,2540,2427.94,2242.64,-4.73,1.1006,1.524,3,72.94,3.098,27,-1969.3,-100.0,False,283869.6599999999
ABCAPITAL.NS,2023-02-16,2023-03-20,146.45,145,160,150.05,149.85,2.32,0.3078,0.859,4,5.05,3.45,395,-79.89,-4.0,False,283789.7699999999
ANANTRAJ.NS,2023-02-16,2023-03-20,109.08,110,120,113.43,112.91,3.51,0.4931,0.722,4,3.43,3.148,582,-305.35,-15.28,False,283484.4199999999
ABB.NS,2023-02-16,2023-03-20,3125.61,3125,3375,3208.83,3233.89,3.46,0.2976,1.429,3,83.83,2.682,23,576.32,29.89,True,284060.73999999993
ANANTRAJ.NS,2023-02-17,2023-03-21,111.82,110,120,114.09,121.71,8.85,0.4991,0.672,4,4.09,3.657,489,2890.61,144.57,True,286951.3499999999
APARINDS.NS,2023-02-17,2023-03-21,2340.61,2340,2530,2414.77,2224.56,-4.96,1.1022,1.434,3,74.77,3.194,26,-1943.9,-100.0,False,285007.44999999995
ABCAPITAL.NS,2023-02-17,2023-03-21,143.95,145,155,148.31,152.65,6.04,0.3134,0.838,4,3.31,2.301,603,2615.81,130.98,True,287623.2599999999
ABCAPITAL.NS,2023-02-20,2023-03-22,144.3,145,155,148.4,156.15,8.21,0.3098,0.782,4,3.4,2.353,589,3890.19,194.53,True,291513.44999999995
ANANTRAJ.NS,2023-02-20,2023-03-22,114.9,115,125,118.7,120.86,5.19,0.5106,0.654,5,3.7,3.219,540,1169.77,58.58,True,292683.2199999999
ABB.NS,2023-02-20,2023-03-22,3111.64,3110,3360,3194.92,3244.72,4.28,0.3078,1.371,3,84.92,2.729,23,1145.23,58.63,True,293828.44999999995
INFY.NS,2023-02-20,2023-03-22,1429.54,1430,1515,1458.68,1247.13,-12.76,0.2103,0.972,3,28.68,2.006,69,-1979.11,-100.0,False,291849.33999999997
ANANDRATHI.NS,2023-02-20,2023-03-22,191.72,190,205,195.61,198.55,3.56,0.2952,0.95,3,5.61,2.924,356,1048.3,52.52,True,292897.6399999999
ANANTRAJ.NS,2023-02-21,2023-03-23,115.3,115,125,118.78,118.93,3.15,0.5065,0.675,5,3.78,3.28,528,76.02,3.81,True,292973.6599999999
ABCAPITAL.NS,2023-02-21,2023-03-23,143.05,145,155,148.06,154.15,7.76,0.3111,0.767,4,3.06,2.138,653,3977.45,199.12,True,296951.1099999999
INFY.NS,2023-02-21,2023-03-23,1417.92,1420,1500,1447.0,1233.94,-12.98,0.2079,0.998,3,27.0,1.905,74,-1998.37,-100.0,False,294952.73999999993
ABB.NS,2023-02-21,2023-03-23,3106.98,3105,3355,3190.03,3294.27,6.03,0.3084,1.279,3,85.03,2.737,23,2397.58,122.6,True,297350.31999999995
ANANDRATHI.NS,2023-02-21,2023-03-23,191.76,190,205,195.61,195.88,2.15,0.2926,0.925,3,5.61,2.924,356,95.24,4.77,True,297445.55999999994
ABCAPITAL.NS,2023-02-24,2023-03-28,142.15,140,155,145.19,146.8,3.27,0.2909,0.779,5,5.19,3.65,385,620.29,31.05,True,298065.8499999999
BAJFINANCE.NS,2023-02-24,2023-03-28,610.34,610,660,627.22,541.66,-11.25,0.3298,0.836,4,17.22,2.821,116,-1997.44,-100.0,False,296068.4099999999
ANANDRATHI.NS,2023-02-24,2023-03-28,187.69,190,205,194.2,199.52,6.3,0.2831,0.91,3,4.2,2.238,476,2530.76,126.6,True,298599.1699999999
BAJFINANCE.NS,2023-02-27,2023-03-29,606.26,605,655,621.86,550.54,-9.19,0.2948,0.791,4,16.86,2.781,118,-1989.42,-100.0,False,296609.7499999999
ABB.NS,2023-02-28,2023-03-31,3153.99,3155,3405,3238.85,3298.88,4.59,0.2997,1.07,4,83.85,2.659,23,1380.62,71.59,True,297990.3699999999
ABCAPITAL.NS,2023-02-28,2023-03-31,145.85,145,160,149.64,153.55,5.28,0.2796,0.786,5,4.64,3.179,431,1686.74,84.41,True,299677.10999999987
ANANTRAJ.NS,2023-03-01,2023-04-03,107.04,105,115,109.03,124.94,16.72,0.4004,0.839,4,4.03,3.768,495,2953.31,147.91,True,302630.4199999999
AJMERA.NS,2023-03-01,2023-04-03,54.12,55,60,56.33,54.79,1.23,0.3186,0.635,4,1.33,2.451,1507,-1999.0,-100.0,False,300631.4199999999
ABCAPITAL.NS,2023-03-01,2023-04-03,152.0,150,165,155.2,153.8,1.18,0.2797,0.878,5,5.2,3.421,384,-537.81,-26.93,False,300093.60999999987
ABB.NS,2023-03-01,2023-04-03,3246.24,3245,3505,3332.13,3307.31,1.88,0.2957,1.053,4,87.13,2.684,22,-546.12,-28.49,False,299547.4899999999
ABCAPITAL.NS,2023-03-02,2023-04-05,152.3,150,165,155.32,155.25,1.94,0.2776,0.897,5,5.32,3.492,376,-25.89,-1.29,False,299521.59999999986
ABB.NS,2023-03-02,2023-04-05,3257.95,3260,3520,3346.17,3307.7,1.53,0.2951,1.05,3,86.17,2.645,23,-884.73,-44.64,False,298636.8699999999
ANANTRAJ.NS,2023-03-02,2023-04-05,112.01,110,120,114.09,132.55,18.33,0.4286,0.884,5,4.09,3.65,489,2890.58,144.57,True,301527.44999999984
ANANDRATHI.NS,2023-03-03,2023-04-06,191.59,190,205,195.13,198.12,3.41,0.2185,0.973,3,5.13,2.675,390,1169.23,58.49,True,302696.6799999999
AJMERA.NS,2023-03-03,2023-04-06,55.26,55,60,56.67,58.0,4.96,0.2981,0.599,3,1.67,3.026,1195,1590.23,79.57,True,304286.9099999999
ANANTRAJ.NS,2023-03-03,2023-04-06,114.75,115,125,118.51,134.84,17.5,0.4176,0.902,4,3.51,3.055,570,3702.13,185.3,True,307989.0399999999
ABCAPITAL.NS,2023-03-06,2023-04-10,156.25,155,170,159.82,159.75,2.24,0.2586,0.914,3,4.82,3.083,415,-28.16,-1.41,False,307960.8799999999
BAJFINANCE.NS,2023-03-06,2023-04-10,600.42,600,635,612.08,570.47,-4.99,0.2081,0.794,3,12.08,2.012,165,-1993.32,-100.0,False,305967.5599999999
AJMERA.NS,2023-03-06,2023-04-10,56.0,55,60,56.95,61.53,9.87,0.2953,0.624,4,1.95,3.476,1027,3135.98,156.88,True,309103.5399999999
RELIANCE.NS,2023-03-06,2023-04-10,1094.5,1095,1165,1118.02,1056.4,-3.48,0.2167,0.944,3,23.02,2.104,86,-1980.02,-100.0,False,307123.5199999999
ANANTRAJ.NS,2023-03-06,2023-04-10,115.3,115,125,118.62,134.39,16.56,0.4031,0.891,4,3.62,3.141,552,3520.97,176.13,True,310644.4899999999
AJMERA.NS,2023-03-08,2023-04-11,55.38,55,60,56.72,60.3,8.88,0.2992,0.627,4,1.72,3.102,1164,3820.38,191.06,True,314464.8699999999
ABREL.NS,2023-03-08,2023-04-11,635.59,635,675,648.77,674.64,6.14,0.2271,0.949,3,13.77,2.167,145,3750.21,187.81,True,318215.0799999999
RELIANCE.NS,2023-03-08,2023-04-11,1098.43,1100,1165,1121.79,1061.63,-3.35,0.2161,0.95,3,21.79,1.984,91,-1983.23,-100.0,False,316231.84999999986
ABREL.NS,2023-03-15,2023-04-19,624.05,625,675,641.46,675.82,8.3,0.2997,1.016,4,16.46,2.637,121,4058.83,203.84,True,320290.6799999999
ANANDRATHI.NS,2023-03-15,2023-04-19,194.74,195,205,198.48,210.01,7.84,0.2002,0.943,3,3.48,1.786,574,3743.27,187.47,True,324033.94999999984
TITAN.NS,2023-03-15,2023-04-19,2368.63,2370,2480,2407.95,2536.67,7.09,0.1636,0.886,5,37.95,1.602,52,3746.65,189.86,True,327780.59999999986
ANANTRAJ.NS,2023-03-15,2023-04-19,113.8,115,125,118.33,134.74,18.39,0.4473,0.923,3,3.33,2.928,600,4000.57,200.09,True,331781.16999999987
APARINDS.NS,2023-03-15,2023-04-19,2264.34,2265,2445,2330.0,2597.23,14.7,0.3899,0.879,3,65.0,2.871,30,3449.99,176.92,True,335231.15999999986
ABCAPITAL.NS,2023-03-16,2023-04-20,148.8,150,160,153.33,161.3,8.4,0.3164,1.022,3,3.33,2.241,599,3992.94,199.94,True,339224.09999999986
AJMERA.NS,2023-03-16,2023-04-20,54.2,55,60,56.16,59.8,10.33,0.2536,0.801,4,1.16,2.142,1722,6267.34,313.53,True,345491.4399999998
ABREL.NS,2023-03-16,2023-04-20,645.93,645,700,663.72,672.46,4.11,0.3241,1.06,4,18.72,2.898,106,926.53,46.7,True,346417.96999999986
TITAN.NS,2023-03-16,2023-04-20,2419.23,2420,2545,2462.72,2546.49,5.26,0.181,0.985,4,42.72,1.766,46,3785.07,192.63,True,350203.03999999986
HDFCBANK.NS,2023-03-17,2023-04-21,744.4,745,780,757.22,792.65,6.48,0.1748,1.047,3,12.22,1.641,163,3713.61,186.48,True,353916.64999999985
ANANDRATHI.NS,2023-03-17,2023-04-21,198.58,200,210,203.16,209.74,5.62,0.2001,0.897,5,3.16,1.591,633,4167.64,208.44,True,358084.28999999986
ABREL.NS,2023-03-17,2023-04-21,664.93,665,720,683.91,662.66,-0.34,0.3399,1.133,4,18.91,2.844,105,-1985.61,-100.0,False,356098.6799999999
ABB.NS,2023-03-17,2023-04-21,3247.32,3245,3465,3318.84,3091.2,-4.81,0.2349,0.927,3,73.84,2.274,27,-1993.57,-100.0,False,354105.10999999987
ABCAPITAL.NS,2023-03-17,2023-04-21,153.65,155,165,158.41,158.05,2.86,0.3343,1.094,4,3.41,2.217,587,-209.03,-10.45,False,353896.07999999984
TITAN.NS,2023-03-17,2023-04-21,2424.46,2425,2550,2467.88,2535.68,4.59,0.1814,0.959,4,42.88,1.768,46,3119.02,158.14,True,357015.09999999986
ANANTRAJ.NS,2023-03-17,2023-04-21,116.89,115,125,119.1,138.71,18.67,0.4477,0.873,3,4.1,3.51,487,2872.02,143.75,True,359887.1199999999
ABREL.NS,2023-03-20,2023-04-24,669.09,670,725,688.55,669.78,0.1,0.3305,1.107,4,18.55,2.772,107,-1984.4,-100.0,False,357902.71999999986
ABB.NS,2023-03-20,2023-04-24,3233.89,3235,3445,3304.76,3154.04,-2.47,0.226,0.948,3,69.76,2.157,28,-1953.38,-100.0,False,355949.33999999985
ABCAPITAL.NS,2023-03-20,2023-04-24,149.85,150,160,153.68,160.15,6.87,0.3415,1.157,3,3.68,2.456,543,3431.44,171.7,True,359380.77999999985
ANANTRAJ.NS,2023-03-20,2023-04-24,112.91,115,120,116.85,139.46,23.51,0.4597,0.893,4,1.85,1.64,1080,3400.3,170.04,True,362781.07999999984
HDFCBANK.NS,2023-03-20,2023-04-24,739.24,740,775,752.14,799.07,8.09,0.1753,1.02,4,12.14,1.642,164,3749.59,188.38,True,366530.66999999987
ANANDRATHI.NS,2023-03-20,2023-04-24,197.39,195,210,200.42,208.9,5.83,0.202,0.915,3,5.42,2.744,369,3129.96,156.58,True,369660.6299999999
TITAN.NS,2023-03-21,2023-04-25,2482.12,2480,2620,2527.94,2599.76,4.74,0.1925,1.014,3,47.94,1.931,41,2944.65,149.83,True,372605.2799999999
HDFCBANK.NS,2023-03-21,2023-04-25,747.62,750,785,761.8,787.71,5.36,0.1804,1.033,3,11.8,1.579,169,3920.13,196.51,True,376525.4099999999
BHARTIARTL.NS,2023-03-21,2023-04-25,743.1,745,785,758.27,758.46,2.07,0.1973,0.943,3,13.27,1.786,150,28.7,1.44,True,376554.1099999999
ANGELONE.NS,2023-03-21,2023-04-25,102.79,105,110,106.76,116.26,13.11,0.4388,1.355,3,1.76,1.714,1135,3675.27,183.79,True,380229.37999999995
ABB.NS,2023-03-21,2023-04-25,3345.15,3345,3585,3424.4,3270.4,-2.23,0.2501,1.013,3,79.4,2.374,25,-1985.04,-100.0,False,378244.33999999997
ANANTRAJ.NS,2023-03-21,2023-04-25,121.71,120,130,124.13,140.11,15.11,0.5235,1.018,4,4.13,3.397,483,2832.85,141.84,True,381077.18999999994
AJMERA.NS,2023-03-22,2023-04-26,54.36,55,60,56.06,58.21,7.08,0.2114,0.795,4,1.06,1.949,1887,4056.61,202.88,True,385133.79999999993
ICICIBANK.NS,2023-03-22,2023-04-26,839.42,840,885,855.15,892.85,6.36,0.186,1.08,3,15.15,1.805,131,3909.84,196.95,True,389043.63999999996
ABCAPITAL.NS,2023-03-22,2023-04-26,156.15,155,170,160.27,161.9,3.68,0.3505,1.201,3,5.27,3.374,379,618.49,30.98,True,389662.12999999995
ANANTRAJ.NS,2023-03-22,2023-04-26,120.86,120,130,123.96,139.31,15.26,0.5246,1.037,3,3.96,3.275,505,3050.87,152.61,True,392712.99999999994
ANGELONE.NS,2023-03-22,2023-04-26,107.06,105,115,109.09,116.77,9.07,0.4582,1.388,3,4.09,3.822,488,2883.15,144.38,True,395596.14999999997
BHARTIARTL.NS,2023-03-23,2023-04-27,749.58,750,790,763.84,772.11,3.01,0.1986,0.874,4,13.84,1.846,144,1191.08,59.77,True,396787.23
ANGELONE.NS,2023-03-23,2023-04-27,111.27,110,120,113.94,117.01,5.15,0.4753,1.455,4,3.94,3.539,507,1555.21,77.9,True,398342.44
BHARTIARTL.NS,2023-03-24,2023-04-28,748.5,750,790,763.37,784.68,4.83,0.194,0.896,3,13.37,1.786,149,3175.07,159.42,True,401517.51
ANGELONE.NS,2023-03-28,2023-05-03,107.21,105,115,109.15,116.71,8.85,0.4946,1.354,3,4.15,3.874,481,2812.37,140.79,True,404329.88
ABCAPITAL.NS,2023-03-28,2023-05-03,146.8,145,160,150.59,169.3,15.33,0.4219,1.342,4,5.59,3.809,357,3358.59,168.23,True,407688.47000000003
ANANDRATHI.NS,2023-03-28,2023-05-03,199.52,200,210,203.44,214.53,7.53,0.1985,0.874,4,3.44,1.723,581,3812.46,190.86,True,411500.93000000005
ABREL.NS,2023-03-28,2023-05-03,615.24,615,665,632.57,682.9,11.0,0.3524,1.045,3,17.57,2.856,113,3664.16,184.51,True,415165.09
ABCAPITAL.NS,2023-03-29,2023-05-04,153.1,155,165,158.55,173.35,13.23,0.4358,1.382,4,3.55,2.317,563,3632.73,181.89,True,418797.82
ABREL.NS,2023-03-29,2023-05-04,638.95,640,690,657.76,702.1,9.88,0.3746,1.098,4,17.76,2.779,112,3611.26,181.58,True,422409.08
ABCAPITAL.NS,2023-03-31,2023-05-05,153.55,155,165,158.59,170.65,11.14,0.411,1.326,3,3.59,2.335,557,3572.96,178.91,True,425982.04000000004
TITAN.NS,2023-03-31,2023-05-05,2482.96,2485,2605,2526.18,2698.19,8.67,0.1725,0.755,4,41.18,1.659,48,3783.26,191.39,True,429765.30000000005
ABREL.NS,2023-03-31,2023-05-05,627.57,630,680,647.33,712.5,13.53,0.3781,1.057,4,17.33,2.762,115,3756.71,188.47,True,433522.01000000007
ICICIBANK.NS,2023-04-03,2023-05-08,862.45,860,910,877.66,915.24,6.12,0.1978,0.868,5,17.66,2.048,113,3654.49,183.14,True,437176.50000000006
AJMERA.NS,2023-04-03,2023-05-08,54.79,55,60,56.19,59.91,9.34,0.1981,0.556,4,1.19,2.17,1681,6252.06,312.75,True,443428.56000000006
TITAN.NS,2023-04-03,2023-05-08,2505.17,2505,2625,2546.67,2716.31,8.43,0.1671,0.762,4,41.67,1.663,47,3681.61,187.99,True,447110.17000000004
ANGELONE.NS,2023-04-03,2023-05-08,110.9,110,120,113.81,120.42,8.59,0.4488,1.153,3,3.81,3.437,524,3242.83,162.37,True,450353.00000000006
HDFCBANK.NS,2023-04-03,2023-05-08,762.34,760,800,774.28,778.38,2.1,0.1726,0.782,5,14.28,1.873,140,574.15,28.72,True,450927.1500000001
ABCAPITAL.NS,2023-04-03,2023-05-08,153.8,155,165,158.64,174.3,13.33,0.411,1.255,3,3.64,2.364,550,3500.06,175.01,True,454427.2100000001
AJMERA.NS,2023-04-05,2023-05-09,55.48,55,60,56.49,59.41,7.08,0.1893,0.568,4,1.49,2.685,1342,3916.21,195.93,True,458343.4200000001
ANGELONE.NS,2023-04-05,2023-05-09,110.91,110,120,113.75,123.42,11.28,0.407,0.954,3,3.75,3.382,533,3330.47,166.56,True,461673.8900000001
APOLLO.NS,2023-04-05,2023-05-09,29.34,30,35,31.21,35.99,22.66,0.5144,0.835,5,1.21,4.137,1647,6235.97,311.95,True,467909.86000000004
ICICIBANK.NS,2023-04-05,2023-05-09,863.23,865,910,880.06,911.83,5.63,0.1895,0.869,4,15.06,1.745,132,3951.69,198.75,True,471861.55000000005
ABCAPITAL.NS,2023-04-05,2023-05-09,155.25,155,170,160.2,170.9,10.08,0.409,1.181,3,5.2,3.35,384,3763.13,188.45,True,475624.68000000005
ANANTRAJ.NS,2023-04-05,2023-05-09,132.55,135,145,138.39,140.11,5.7,0.4985,1.017,4,3.39,2.555,590,1013.75,50.73,True,476638.43000000005
HDFCBANK.NS,2023-04-05,2023-05-09,782.78,785,825,798.16,778.41,-0.56,0.1838,0.829,4,13.16,1.681,151,-1987.07,-100.0,False,474651.36000000004
TITAN.NS,2023-04-05,2023-05-09,2540.02,2540,2660,2581.75,2713.49,6.83,0.1655,0.789,5,41.75,1.644,47,3677.77,187.43,True,478329.13000000006
ANANTRAJ.NS,2023-04-06,2023-05-10,134.84,135,145,138.83,142.04,5.35,0.4996,0.93,4,3.83,2.84,522,1677.87,83.93,True,480007.00000000006
ABB.NS,2023-04-06,2023-05-10,3330.2,3330,3555,3405.17,3746.37,12.5,0.2375,0.871,5,75.17,2.257,26,3895.64,199.33,True,483902.6400000001
HDFCBANK.NS,2023-04-06,2023-05-10,788.75,790,830,803.53,782.0,-0.86,0.1841,0.817,4,13.53,1.716,147,-1989.49,-100.0,False,481913.1500000001
AJMERA.NS,2023-04-06,2023-05-10,58.0,60,65,60.82,59.34,2.3,0.2428,0.693,5,0.82,1.416,2434,-1999.26,-100.0,False,479913.8900000001
APOLLO.NS,2023-04-06,2023-05-10,28.64,30,35,30.99,34.64,20.93,0.5184,0.838,3,0.99,3.463,2016,7353.18,367.75,True,487267.07000000007
APARINDS.NS,2023-04-06,2023-05-10,2661.73,2660,2875,2740.79,2582.04,-2.99,0.4686,0.952,3,80.79,3.035,24,-1939.01,-100.0,False,485328.06000000006
TITAN.NS,2023-04-06,2023-05-10,2516.08,2515,2640,2558.39,2710.58,7.73,0.1719,0.742,4,43.39,1.725,46,3754.01,188.08,True,489082.07000000007
ANGELONE.NS,2023-04-06,2023-05-10,112.55,115,120,116.76,125.36,11.38,0.4092,0.981,3,1.76,1.559,1139,3695.85,184.87,True,492777.92000000004
AJMERA.NS,2023-04-10,2023-05-11,61.53,60,65,62.19,58.54,-4.85,0.3114,0.86,5,2.19,3.553,914,-1997.93,-100.0,False,490779.99000000005
APOLLO.NS,2023-04-10,2023-05-11,30.07,30,35,31.52,34.64,15.19,0.5506,0.904,3,1.52,5.041,1319,4119.43,206.0,True,494899.42000000004
BHARTIARTL.NS,2023-04-10,2023-05-11,755.67,755,790,767.34,774.17,2.45,0.1581,0.833,4,12.34,1.633,162,1107.11,55.39,True,496006.53
TITAN.NS,2023-04-11,2023-05-12,2547.28,2545,2670,2588.53,2737.98,7.49,0.1656,0.772,4,43.53,1.709,45,3665.94,187.13,True,499672.47000000003
AJMERA.NS,2023-04-11,2023-05-12,60.3,60,65,61.78,57.59,-4.5,0.3203,0.966,3,1.78,2.954,1122,-1998.64,-100.0,False,497673.83
ANGELONE.NS,2023-04-11,2023-05-12,116.64,115,125,119.01,125.33,7.45,0.4122,0.835,3,4.01,3.434,499,2991.22,149.65,True,500665.05
ABREL.NS,2023-04-11,2023-05-12,674.64,675,730,694.75,766.05,13.55,0.3981,1.041,4,19.75,2.928,101,3560.1,178.46,True,504225.14999999997
BHARTIARTL.NS,2023-04-11,2023-05-12,759.99,760,795,772.08,777.46,2.3,0.1561,0.835,3,12.08,1.589,165,887.95,44.55,True,505113.1
HDFCBANK.NS,2023-04-12,2023-05-15,797.53,800,835,811.62,793.22,-0.54,0.1596,0.801,4,11.62,1.457,172,-1999.03,-100.0,False,503114.06999999995
ANGELONE.NS,2023-04-12,2023-05-15,118.75,120,130,123.29,124.12,4.52,0.4112,0.698,4,3.29,2.77,607,504.14,25.25,True,503618.20999999996
RELIANCE.NS,2023-04-13,2023-05-16,1070.33,1070,1140,1093.71,1115.0,4.17,0.2341,0.861,4,23.71,2.215,84,1788.37,89.81,True,505406.57999999996
ANGELONE.NS,2023-04-13,2023-05-16,119.96,120,130,123.47,122.62,2.21,0.3581,0.7,4,3.47,2.895,575,-493.02,-24.69,False,504913.55999999994
ICICIBANK.NS,2023-04-13,2023-05-16,877.28,875,920,890.9,923.49,5.27,0.1659,0.992,4,15.9,1.813,125,3637.41,183.01,True,508550.9699999999
ANANDRATHI.NS,2023-04-13,2023-05-16,208.15,210,220,212.97,205.41,-1.32,0.1808,0.852,5,2.97,1.428,672,-1997.44,-100.0,False,506553.5299999999
TITAN.NS,2023-04-17,2023-05-17,2572.51,2575,2680,2611.41,2727.31,6.02,0.1431,0.756,4,36.41,1.416,54,3703.62,188.35,True,510257.1499999999
ANANDRATHI.NS,2023-04-17,2023-05-17,208.74,210,220,213.14,207.91,-0.4,0.1785,0.866,3,3.14,1.504,637,-1999.33,-100.0,False,508257.8199999999
ANGELONE.NS,2023-04-17,2023-05-17,121.21,120,130,123.82,120.49,-0.59,0.3468,0.713,3,3.82,3.15,523,-1741.1,-87.19,False,506516.7199999999
ABCAPITAL.NS,2023-04-17,2023-05-17,164.65,165,180,170.08,164.55,-0.06,0.3914,0.975,4,5.08,3.087,393,-1997.84,-100.0,False,504518.8799999999
RELIANCE.NS,2023-04-17,2023-05-17,1075.76,1075,1150,1099.78,1108.41,3.03,0.2336,0.986,3,24.78,2.303,80,690.48,34.84,True,505209.35999999987
APOLLO.NS,2023-04-17,2023-05-17,32.4,30,35,32.38,33.69,3.99,0.5426,1.041,3,2.38,7.337,841,1104.81,55.26,True,506314.16999999987
ICICIBANK.NS,2023-04-17,2023-05-17,879.53,880,920,894.01,916.66,4.22,0.1658,1.079,4,14.01,1.592,142,3216.27,161.71,True,509530.4399999999
ABB.NS,2023-04-17,2023-05-17,3165.41,3165,3390,3239.81,3847.95,21.56,0.2497,0.881,4,74.81,2.363,26,3904.93,200.76,True,513435.3699999999
ICICIBANK.NS,2023-04-18,2023-05-18,875.18,875,915,889.19,923.63,5.54,0.1655,1.09,3,14.19,1.621,140,3613.84,181.95,True,517049.2099999999
ANANDRATHI.NS,2023-04-18,2023-05-18,208.77,210,220,213.14,208.51,-0.12,0.1776,0.857,3,3.14,1.504,637,-1999.6,-100.0,False,515049.6099999999
ABCAPITAL.NS,2023-04-18,2023-05-18,163.3,165,175,168.58,164.8,0.92,0.3948,0.938,4,3.58,2.191,559,-1999.85,-100.0,False,513049.75999999995
HDFCBANK.NS,2023-04-19,2023-05-19,788.44,790,820,800.65,788.48,0.01,0.1506,0.967,3,10.65,1.351,187,-1992.09,-100.0,False,511057.6699999999
BAJFINANCE.NS,2023-04-19,2023-05-19,582.11,580,625,595.5,663.97,14.06,0.2706,0.964,3,15.5,2.662,129,3805.89,190.38,True,514863.55999999994
ANANDRATHI.NS,2023-04-19,2023-05-19,210.01,210,220,213.54,210.74,0.35,0.1768,0.884,4,3.54,1.687,564,-1578.87,-78.99,False,513284.68999999994
APARINDS.NS,2023-04-20,2023-05-22,2744.06,2745,2965,2827.39,2730.33,-0.5,0.473,1.049,4,82.39,3.003,24,-1977.43,-100.0,False,511307.25999999995
ABCAPITAL.NS,2023-04-20,2023-05-22,161.3,160,175,165.49,166.2,3.04,0.3824,1.015,3,5.49,3.402,364,259.43,12.99,True,511566.68999999994
BHARTIARTL.NS,2023-04-20,2023-05-22,758.17,760,785,768.65,787.18,3.83,0.1198,0.865,4,8.65,1.141,231,3776.61,188.98,True,515343.29999999993
AJMERA.NS,2023-04-20,2023-05-22,59.8,60,65,61.67,65.8,10.03,0.3462,1.424,3,1.67,2.785,1200,4001.42,200.21,True,519344.7199999999
ABREL.NS,2023-04-20,2023-05-22,672.46,670,725,689.19,793.22,17.96,0.3066,0.993,3,19.19,2.853,104,3724.47,186.64,True,523069.1899999999
ABREL.NS,2023-04-21,2023-05-23,662.66,665,715,681.69,793.32,19.72,0.3105,1.029,4,16.69,2.519,119,3963.96,199.59,True,527033.1499999999
APARINDS.NS,2023-04-21,2023-05-23,2773.13,2775,2995,2857.29,2755.79,-0.63,0.4683,0.982,3,82.29,2.967,24,-1975.01,-100.0,False,525058.1399999999
BHARTIARTL.NS,2023-04-21,2023-05-23,751.2,750,780,760.74,785.31,4.54,0.1244,0.865,5,10.74,1.43,186,3582.08,179.29,True,528640.22
ANANTRAJ.NS,2023-04-21,2023-05-23,138.71,140,150,143.53,142.69,2.87,0.4272,0.992,3,3.53,2.543,567,-474.15,-23.71,False,528166.0699999998
HDFCBANK.NS,2023-04-24,2023-05-24,799.07,800,830,810.66,773.59,-3.19,0.1396,0.877,4,10.66,1.334,187,-1994.02,-100.0,False,526172.0499999998
TCS.NS,2023-04-24,2023-05-24,2865.0,2865,3010,2914.67,2981.01,4.05,0.174,1.063,3,49.67,1.734,40,2653.38,133.55,True,528825.4299999999
TITAN.NS,2023-04-24,2023-05-24,2596.15,2595,2700,2632.29,2672.87,2.95,0.1364,0.971,4,37.29,1.436,53,2150.35,108.8,True,530975.7799999998
APOLLO.NS,2023-04-24,2023-05-24,31.29,30,35,31.94,34.09,8.95,0.5027,0.938,3,1.94,6.205,1030,2213.11,110.67,True,533188.8899999999
ANANTRAJ.NS,2023-04-24,2023-05-24,139.46,140,150,143.52,140.11,0.46,0.3521,0.966,3,3.52,2.525,567,-1937.28,-97.01,False,531251.6099999999
ANANTRAJ.NS,2023-04-25,2023-05-25,140.11,140,150,143.68,142.99,2.06,0.3485,0.999,3,3.68,2.627,543,-375.83,-18.8,False,530875.7799999998
ICICIBANK.NS,2023-04-25,2023-05-25,891.38,890,935,905.87,917.14,2.89,0.1724,1.011,4,15.87,1.781,126,1420.23,71.02,True,532296.0099999998
RELIANCE.NS,2023-04-25,2023-05-25,1079.67,1080,1140,1100.47,1108.7,2.69,0.1985,0.807,4,20.47,1.896,97,798.34,40.2,True,533094.3499999999
BAJFINANCE.NS,2023-04-25,2023-05-25,594.59,595,635,607.97,669.54,12.61,0.2251,0.766,5,12.97,2.182,154,4162.22,208.34,True,537256.5699999998
