Ticker,Entry_Date,Exit_Date,S_entry,K1_Long,K2_Short,Breakeven,S_expiry,Move_%,HV20,VolPotential,VectorScore,Debit/unit,Debit_%S,Units,PnL_Total,Return_%,Win,CumPnL
APARINDS.NS,2025-01-03,2025-02-01,10886.25,10885,11755,11176.57,7357.14,-32.42,0.2976,0.962,4,291.57,2.678,6,-1749.43,-100.0,False,2083715.0200000005
BAJFINANCE.NS,2025-01-03,2025-02-01,731.68,730,790,750.02,790.25,8.0,0.2811,1.028,4,20.02,2.736,99,3958.09,199.71,True,2087673.1100000006
APOLLO.NS,2025-01-03,2025-02-01,138.14,140,150,143.67,129.95,-5.92,0.5949,1.673,3,3.67,2.656,545,-1999.66,-100.0,False,2085673.4500000007
RELIANCE.NS,2025-01-03,2025-02-01,1240.44,1240,1300,1261.01,1253.77,1.08,0.1708,0.803,5,21.01,1.694,95,-687.78,-34.46,False,2084985.6700000006
APARINDS.NS,2025-01-06,2025-02-03,11088.5,11090,11975,11386.58,7196.59,-35.1,0.2997,1.038,4,296.58,2.675,6,-1779.48,-100.0,False,2083206.1900000006
APARINDS.NS,2025-01-07,2025-02-04,11597.34,11595,12525,11916.08,7091.81,-38.85,0.3273,1.089,3,321.08,2.769,6,-1926.49,-100.0,False,2081279.7000000007
ICICIBANK.NS,2025-01-07,2025-02-04,1269.45,1270,1325,1289.19,1258.49,-0.86,0.1523,0.929,3,19.19,1.512,104,-1996.01,-100.0,False,2079283.6900000006
RELIANCE.NS,2025-01-08,2025-02-05,1254.66,1255,1330,1280.49,1267.26,1.0,0.2157,0.905,4,25.49,2.032,78,-1032.53,-51.93,False,2078251.1600000006
BHARTIARTL.NS,2025-01-08,2025-02-05,1585.94,1585,1690,1619.94,1646.68,3.83,0.2235,0.822,4,34.94,2.203,57,1524.62,76.56,True,2079775.7800000007
ANANTRAJ.NS,2025-01-08,2025-02-05,934.43,935,1010,961.25,583.65,-37.54,0.3536,1.106,4,26.25,2.809,76,-1994.79,-100.0,False,2077780.9900000007
ICICIBANK.NS,2025-01-08,2025-02-05,1254.07,1255,1310,1274.01,1257.99,0.31,0.1538,1.007,3,19.01,1.516,105,-1681.86,-84.26,False,2076099.1300000006
ANANTRAJ.NS,2025-01-09,2025-02-06,904.06,905,975,930.13,595.48,-34.13,0.3769,1.144,3,25.13,2.779,79,-1984.9,-100.0,False,2074114.2300000007
BHARTIARTL.NS,2025-01-10,2025-02-07,1602.5,1605,1700,1636.83,1662.85,3.77,0.2176,0.844,4,31.83,1.987,62,1612.87,81.72,True,2075727.1000000008
RELIANCE.NS,2025-01-13,2025-02-10,1229.23,1230,1305,1255.01,1242.92,1.11,0.2134,1.006,4,25.01,2.035,79,-955.53,-48.36,False,2074771.5700000008
BHARTIARTL.NS,2025-01-13,2025-02-10,1583.96,1585,1650,1608.02,1679.01,6.0,0.1502,0.859,4,23.02,1.453,86,3610.4,182.38,True,2078381.9700000007
RELIANCE.NS,2025-01-14,2025-02-11,1228.14,1230,1305,1254.63,1224.28,-0.31,0.2132,1.053,3,24.63,2.005,81,-1994.69,-100.0,False,2076387.2800000007
BAJFINANCE.NS,2025-01-14,2025-02-11,724.55,725,785,744.58,809.12,11.67,0.2959,1.233,3,19.58,2.702,102,4123.17,206.49,True,2080510.4500000007
APOLLO.NS,2025-01-14,2025-02-11,128.85,130,140,133.83,118.98,-7.66,0.7888,2.125,3,3.83,2.97,522,-1997.44,-100.0,False,2078513.0100000007
BAJFINANCE.NS,2025-01-15,2025-02-12,708.98,710,765,728.49,811.38,14.44,0.3053,1.267,3,18.49,2.608,108,3943.17,197.47,True,2082456.1800000006
APOLLO.NS,2025-01-15,2025-02-12,126.47,125,135,129.15,120.15,-4.99,0.7928,2.049,3,4.15,3.281,482,-1999.72,-100.0,False,2080456.4600000007
APARINDS.NS,2025-01-15,2025-02-12,10242.41,10240,11060,10545.19,6734.13,-34.25,0.4455,1.551,3,305.19,2.98,6,-1831.17,-100.0,False,2078625.2900000007
AIIL.NS,2025-01-15,2025-02-12,354.35,355,385,366.21,335.5,-5.32,0.5397,1.464,3,11.21,3.164,178,-1995.5,-100.0,False,2076629.7900000007
RELIANCE.NS,2025-01-16,2025-02-13,1255.61,1255,1330,1280.58,1205.69,-3.98,0.2098,1.085,4,25.58,2.037,78,-1995.03,-100.0,False,2074634.7600000007
BHARTIARTL.NS,2025-01-16,2025-02-13,1616.68,1615,1670,1635.52,1700.38,5.18,0.1157,0.921,4,20.52,1.269,97,3344.36,168.0,True,2077979.1200000008
APARINDS.NS,2025-01-16,2025-02-13,9983.39,9985,10780,10281.47,6706.69,-32.82,0.4537,1.612,3,296.47,2.97,6,-1778.83,-100.0,False,2076200.2900000007
AIIL.NS,2025-01-16,2025-02-13,366.14,365,395,376.68,339.09,-7.39,0.552,1.575,3,11.68,3.19,171,-1997.08,-100.0,False,2074203.2100000007
ANANTRAJ.NS,2025-01-16,2025-02-13,886.13,885,955,912.01,596.88,-32.64,0.5239,1.363,3,27.01,3.048,74,-1999.01,-100.0,False,2072204.2000000007
AIIL.NS,2025-01-17,2025-02-14,349.85,350,380,361.38,328.19,-6.19,0.576,1.571,4,11.38,3.252,175,-1991.1,-100.0,False,2070213.1000000006
TITAN.NS,2025-01-17,2025-02-14,3336.38,3335,3550,3407.24,3193.13,-4.29,0.2233,1.116,3,72.24,2.165,27,-1950.4,-100.0,False,2068262.7000000007
APOLLO.NS,2025-01-17,2025-02-14,131.27,130,140,134.14,113.69,-13.4,0.79,1.803,3,4.14,3.154,482,-1995.93,-100.0,False,2066266.7700000007
BHARTIARTL.NS,2025-01-17,2025-02-14,1614.01,1615,1670,1634.54,1702.81,5.5,0.1158,0.905,3,19.54,1.211,102,3616.51,181.42,True,2069883.2800000007
ANANTRAJ.NS,2025-01-17,2025-02-14,898.42,900,970,926.42,554.78,-38.25,0.5028,1.399,3,26.42,2.941,75,-1981.71,-100.0,False,2067901.5700000008
BAJFINANCE.NS,2025-01-17,2025-02-14,709.44,710,765,728.44,828.99,16.85,0.2956,1.062,3,18.44,2.599,108,3948.98,198.34,True,2071850.5500000007
RELIANCE.NS,2025-01-17,2025-02-14,1291.2,1290,1370,1317.4,1206.83,-6.53,0.2188,1.187,4,27.4,2.122,72,-1973.07,-100.0,False,2069877.4800000007
BAJFINANCE.NS,2025-01-20,2025-02-17,734.93,735,795,755.24,832.38,13.26,0.3144,1.045,4,20.24,2.754,98,3896.33,196.42,True,2073773.8100000008
APOLLO.NS,2025-01-20,2025-02-17,151.16,150,165,155.9,113.21,-25.11,0.8895,1.891,4,5.9,3.905,338,-1994.99,-100.0,False,2071778.8200000008
TITAN.NS,2025-01-20,2025-02-17,3361.07,3360,3580,3433.44,3212.96,-4.41,0.2248,1.097,3,73.44,2.185,27,-1982.96,-100.0,False,2069795.8600000008
RELIANCE.NS,2025-01-20,2025-02-17,1294.27,1295,1370,1320.07,1214.41,-6.17,0.2005,1.071,3,25.07,1.937,79,-1980.92,-100.0,False,2067814.9400000009
BHARTIARTL.NS,2025-01-20,2025-02-17,1627.54,1630,1675,1646.56,1661.66,2.1,0.1045,0.869,4,16.56,1.017,120,1812.2,91.21,True,2069627.1400000008
ANANTRAJ.NS,2025-01-20,2025-02-17,918.49,920,990,946.62,518.43,-43.56,0.5064,1.413,3,26.62,2.898,75,-1996.22,-100.0,False,2067630.9200000009
TITAN.NS,2025-01-21,2025-02-18,3332.35,3330,3545,3402.44,3201.68,-3.92,0.2226,1.059,3,72.44,2.174,27,-1956.01,-100.0,False,2065674.9100000008
APARINDS.NS,2025-01-21,2025-02-18,10110.64,10110,10920,10410.96,6124.34,-39.43,0.445,1.31,3,300.96,2.977,6,-1805.77,-100.0,False,2063869.1400000008
AIIL.NS,2025-01-21,2025-02-18,365.73,365,395,376.75,305.28,-16.53,0.6245,1.553,3,11.75,3.212,170,-1996.78,-100.0,False,2061872.3600000008
APOLLO.NS,2025-01-21,2025-02-18,144.15,145,155,148.95,105.96,-26.49,0.9183,1.896,3,3.95,2.74,506,-1998.35,-100.0,False,2059874.0100000007
BHARTIARTL.NS,2025-01-21,2025-02-18,1612.67,1615,1665,1632.84,1655.06,2.63,0.1107,0.92,4,17.84,1.106,112,2489.22,124.59,True,2062363.2300000007
BAJFINANCE.NS,2025-01-23,2025-02-20,735.24,735,795,755.56,829.69,12.85,0.3253,1.131,3,20.56,2.796,97,3825.76,191.84,True,2066188.9900000007
BAJFINANCE.NS,2025-01-24,2025-02-21,734.78,735,795,755.39,829.42,12.88,0.324,1.166,3,20.39,2.775,98,3881.8,194.27,True,2070070.7900000007
ICICIBANK.NS,2025-01-27,2025-02-24,1218.55,1220,1285,1242.03,1209.02,-0.78,0.1931,1.103,4,22.03,1.808,90,-1982.31,-100.0,False,2068088.4800000007
BAJFINANCE.NS,2025-01-28,2025-02-25,751.38,750,810,771.6,838.52,11.6,0.3572,1.258,4,21.6,2.874,92,3533.01,177.81,True,2071621.4900000007
ICICIBANK.NS,2025-01-28,2025-02-25,1237.35,1235,1310,1260.64,1214.78,-1.82,0.201,1.174,4,25.64,2.073,77,-1974.65,-100.0,False,2069646.8400000008
TITAN.NS,2025-01-29,2025-02-27,3349.65,3350,3575,3424.72,3202.92,-4.38,0.2335,0.958,3,74.72,2.231,26,-1942.83,-100.0,False,2067704.0100000007
BAJFINANCE.NS,2025-01-29,2025-02-27,766.49,765,830,787.94,859.92,12.19,0.3589,1.226,4,22.94,2.992,87,3659.54,183.39,True,2071363.5500000007
BHARTIARTL.NS,2025-01-29,2025-02-27,1587.18,1585,1655,1610.14,1636.72,3.12,0.1504,0.876,4,25.14,1.584,79,2099.85,105.74,True,2073463.4000000008
ICICIBANK.NS,2025-01-29,2025-02-27,1242.07,1240,1315,1265.61,1213.09,-2.33,0.2015,1.167,3,25.61,2.062,78,-1997.71,-100.0,False,2071465.6900000009
APOLLO.NS,2025-01-30,2025-02-28,130.48,130,140,134.03,112.59,-13.71,0.9647,1.815,4,4.03,3.087,496,-1998.0,-100.0,False,2069467.6900000009
BAJFINANCE.NS,2025-01-30,2025-02-28,780.52,780,845,801.38,842.62,7.96,0.292,1.382,4,21.38,2.74,93,3834.97,192.85,True,2073302.6600000008
RELIANCE.NS,2025-01-30,2025-02-28,1242.32,1240,1325,1268.75,1189.82,-4.23,0.2315,1.125,3,28.75,2.314,69,-1983.57,-100.0,False,2071319.0900000008
BHARTIARTL.NS,2025-01-30,2025-02-28,1627.15,1625,1705,1653.41,1557.18,-4.3,0.1719,0.914,3,28.41,1.746,70,-1988.8,-100.0,False,2069330.2900000007
ABCAPITAL.NS,2025-01-30,2025-02-28,177.18,175,190,180.87,156.33,-11.77,0.3746,1.105,3,5.87,3.314,340,-1996.15,-100.0,False,2067334.1400000008
HDFCBANK.NS,2025-01-31,2025-03-03,824.41,825,870,840.0,825.77,0.16,0.1855,0.999,3,15.0,1.82,133,-1893.12,-94.86,False,2065441.0200000007
BAJFINANCE.NS,2025-01-31,2025-03-03,778.89,780,840,799.94,852.25,9.42,0.2926,1.411,3,19.94,2.56,100,4005.94,200.89,True,2069446.9600000007
ABREL.NS,2025-01-31,2025-03-03,2147.68,2150,2320,2216.67,1984.96,-7.58,0.7141,1.084,3,66.67,3.104,29,-1933.36,-100.0,False,2067513.6000000006
TITAN.NS,2025-01-31,2025-03-03,3468.4,3470,3680,3540.49,3062.7,-11.7,0.2136,1.039,3,70.49,2.032,28,-1973.79,-100.0,False,2065539.8100000005
RELIANCE.NS,2025-01-31,2025-03-03,1254.27,1255,1340,1282.86,1161.22,-7.42,0.2324,0.959,3,27.86,2.221,71,-1978.05,-100.0,False,2063561.7600000005
APOLLO.NS,2025-01-31,2025-03-03,137.56,140,150,143.76,110.13,-19.94,0.9009,1.813,3,3.76,2.733,531,-1996.38,-100.0,False,2061565.3800000006
BHARTIARTL.NS,2025-01-31,2025-03-03,1612.82,1615,1695,1641.88,1582.57,-1.88,0.1733,1.035,4,26.88,1.667,74,-1989.13,-100.0,False,2059576.2500000007
HDFCBANK.NS,2025-02-01,2025-03-04,820.63,820,860,834.03,829.87,1.13,0.169,0.997,3,14.03,1.709,142,-590.06,-29.62,False,2058986.1900000006
BAJFINANCE.NS,2025-02-01,2025-03-04,790.25,790,855,811.42,848.12,7.32,0.2922,1.423,4,21.42,2.71,93,3412.81,171.33,True,2062399.0000000007
ABREL.NS,2025-02-01,2025-03-04,2160.99,2160,2335,2228.65,1995.83,-7.64,0.6841,1.145,3,68.65,3.177,29,-1990.82,-100.0,False,2060408.1800000006
ABCAPITAL.NS,2025-02-01,2025-03-04,176.62,175,190,180.62,154.55,-12.5,0.3451,1.274,3,5.62,3.181,356,-1999.95,-100.0,False,2058408.2300000007
AJMERA.NS,2025-02-01,2025-03-04,190.66,190,205,195.84,156.32,-18.01,0.5006,1.155,3,5.84,3.064,342,-1998.11,-100.0,False,2056410.1200000006
TITAN.NS,2025-02-01,2025-03-04,3529.76,3530,3755,3605.18,3029.41,-14.18,0.2214,1.237,4,75.18,2.13,26,-1954.59,-100.0,False,2054455.5300000005
ANANTRAJ.NS,2025-02-01,2025-03-04,637.63,640,690,659.32,449.61,-29.49,1.296,1.725,3,19.32,3.03,103,-1989.8,-100.0,False,2052465.7300000004
RELIANCE.NS,2025-02-01,2025-03-04,1253.77,1255,1330,1279.9,1151.95,-8.12,0.2088,1.031,3,24.9,1.986,80,-1991.64,-100.0,False,2050474.0900000005
BHARTIARTL.NS,2025-02-01,2025-03-04,1609.79,1610,1690,1637.43,1562.29,-2.95,0.1715,1.069,3,27.43,1.704,72,-1975.13,-100.0,False,2048498.9600000007
APOLLO.NS,2025-02-01,2025-03-04,129.95,130,140,133.98,111.65,-14.09,0.8859,1.586,3,3.98,3.059,503,-1999.7,-100.0,False,2046499.2600000007
BHARTIARTL.NS,2025-02-03,2025-03-05,1638.65,1640,1725,1668.74,1604.83,-2.06,0.1814,1.111,3,28.74,1.754,69,-1982.91,-100.0,False,2044516.3500000008
INFY.NS,2025-02-03,2025-03-05,1771.41,1770,1915,1819.66,1627.1,-8.15,0.3207,1.042,3,49.66,2.803,40,-1986.28,-100.0,False,2042530.0700000008
BAJFINANCE.NS,2025-02-03,2025-03-05,832.3,830,900,854.56,819.74,-1.51,0.337,1.539,4,24.56,2.95,81,-1989.02,-100.0,False,2040541.0500000007
TITAN.NS,2025-02-03,2025-03-05,3557.88,3560,3785,3634.71,3067.22,-13.79,0.2205,1.247,4,74.71,2.1,26,-1942.34,-100.0,False,2038598.7100000007
RELIANCE.NS,2025-02-04,2025-03-06,1274.2,1275,1355,1301.81,1199.24,-5.88,0.2245,1.071,3,26.81,2.104,74,-1984.03,-100.0,False,2036614.6800000006
BHARTIARTL.NS,2025-02-04,2025-03-06,1647.68,1650,1735,1678.49,1613.41,-2.08,0.1815,1.169,4,28.49,1.729,70,-1994.09,-100.0,False,2034620.5900000005
RELIANCE.NS,2025-02-05,2025-03-07,1267.26,1265,1350,1293.62,1239.1,-2.22,0.2231,1.066,3,28.62,2.258,69,-1974.68,-100.0,False,2032645.9100000006
ABREL.NS,2025-02-05,2025-03-07,2272.85,2275,2455,2345.55,1967.35,-13.44,0.7016,1.114,3,70.55,3.104,28,-1975.37,-100.0,False,2030670.5400000005
HDFCBANK.NS,2025-02-05,2025-03-07,843.36,845,885,858.78,819.8,-2.79,0.1817,0.985,3,13.78,1.634,145,-1998.36,-100.0,False,2028672.1800000004
ICICIBANK.NS,2025-02-05,2025-03-07,1257.99,1260,1325,1281.78,1205.25,-4.19,0.1836,1.035,3,21.78,1.732,91,-1982.22,-100.0,False,2026689.9600000004
AJMERA.NS,2025-02-05,2025-03-07,197.9,200,215,205.47,165.19,-16.53,0.5507,1.175,4,5.47,2.765,365,-1996.95,-100.0,False,2024693.0100000005
AIIL.NS,2025-02-06,2025-03-10,362.33,360,390,371.93,293.48,-19.0,0.5764,0.848,4,11.93,3.292,167,-1991.66,-100.0,False,2022701.3500000006
INFY.NS,2025-02-06,2025-03-10,1821.18,1820,1965,1869.9,1617.54,-11.18,0.3157,1.015,3,49.9,2.74,40,-1996.08,-100.0,False,2020705.2700000005
ICICIBANK.NS,2025-02-06,2025-03-10,1262.66,1265,1330,1286.54,1205.55,-4.52,0.1799,1.044,3,21.54,1.706,92,-1982.13,-100.0,False,2018723.1400000006
HDFCBANK.NS,2025-02-06,2025-03-10,846.3,845,890,860.66,818.95,-3.23,0.1788,0.998,4,15.66,1.851,127,-1989.32,-100.0,False,2016733.8200000005
INFY.NS,2025-02-07,2025-03-11,1809.77,1810,1955,1859.37,1579.66,-12.72,0.3162,0.945,3,49.37,2.728,40,-1974.89,-100.0,False,2014758.9300000006
BHARTIARTL.NS,2025-02-07,2025-03-11,1662.85,1665,1775,1701.05,1649.16,-0.82,0.2321,1.325,4,36.05,2.168,55,-1982.82,-100.0,False,2012776.1100000006
BHARTIARTL.NS,2025-02-10,2025-03-12,1679.01,1680,1790,1716.69,1629.23,-2.97,0.2335,1.301,4,36.69,2.185,54,-1981.13,-100.0,False,2010794.9800000007
ANANTRAJ.NS,2025-02-10,2025-03-12,632.19,630,685,651.41,496.8,-21.42,1.2952,1.067,3,21.41,3.387,93,-1991.44,-100.0,False,2008803.5400000007
AJMERA.NS,2025-02-10,2025-03-12,188.51,190,205,195.39,157.16,-16.63,0.4981,1.028,3,5.39,2.862,370,-1995.95,-100.0,False,2006807.5900000008
ANANTRAJ.NS,2025-02-11,2025-03-13,589.84,590,635,607.63,489.96,-16.93,1.2645,1.047,3,17.63,2.988,113,-1991.81,-100.0,False,2004815.7800000007
TITAN.NS,2025-02-12,2025-03-17,3235.07,3235,3485,3316.89,2998.46,-7.31,0.268,1.445,3,81.89,2.531,24,-1965.32,-100.0,False,2002850.4600000007
BHARTIARTL.NS,2025-02-12,2025-03-17,1697.36,1695,1810,1733.75,1625.56,-4.23,0.2307,1.233,3,38.75,2.283,51,-1976.13,-100.0,False,2000874.3300000008
BAJFINANCE.NS,2025-02-13,2025-03-18,830.64,830,895,852.62,847.56,2.04,0.3188,1.307,3,22.62,2.723,88,-445.16,-22.36,False,2000429.1700000009
BHARTIARTL.NS,2025-02-13,2025-03-18,1700.38,1700,1815,1738.07,1625.56,-4.4,0.2302,1.123,3,38.07,2.239,52,-1979.44,-100.0,False,1998449.730000001
ICICIBANK.NS,2025-02-14,2025-03-19,1250.45,1250,1310,1270.65,1303.05,4.21,0.1601,0.894,4,20.65,1.651,96,3110.01,156.88,True,2001559.740000001
BAJFINANCE.NS,2025-02-14,2025-03-19,828.99,830,895,851.76,862.5,4.04,0.3034,1.229,3,21.76,2.625,91,977.57,49.37,True,2002537.310000001
HDFCBANK.NS,2025-02-17,2025-03-20,833.44,835,875,848.54,858.38,2.99,0.1746,1.025,3,13.54,1.624,147,1447.34,72.73,True,2003984.650000001
BAJFINANCE.NS,2025-02-17,2025-03-20,832.38,830,900,853.41,857.37,3.0,0.2874,1.086,3,23.41,2.813,85,336.5,16.91,True,2004321.150000001
ABREL.NS,2025-02-17,2025-03-20,2104.54,2105,2275,2170.39,1931.95,-8.2,0.5723,1.023,3,65.39,3.107,30,-1961.77,-100.0,False,2002359.380000001
BAJFINANCE.NS,2025-02-18,2025-03-21,836.26,835,905,858.05,880.73,5.32,0.2863,1.052,3,23.05,2.756,86,1950.61,98.42,True,2004309.9900000012
HDFCBANK.NS,2025-02-18,2025-03-21,836.2,835,875,849.34,859.16,2.75,0.1688,0.945,3,14.34,1.715,139,1365.03,68.49,True,2005675.0200000012
ABREL.NS,2025-02-18,2025-03-21,2059.11,2060,2225,2122.62,2033.03,-1.27,0.5153,0.996,3,62.62,3.041,31,-1941.37,-100.0,False,2003733.650000001
ANANTRAJ.NS,2025-02-19,2025-03-24,539.6,540,585,557.4,539.0,-0.11,1.3018,0.903,3,17.4,3.225,114,-1984.01,-100.0,False,2001749.640000001
ANGELONE.NS,2025-02-19,2025-03-24,225.33,225,245,232.65,231.69,2.82,0.607,0.911,3,7.65,3.396,261,-250.45,-12.54,False,2001499.190000001
ANANTRAJ.NS,2025-02-20,2025-03-25,542.35,540,585,557.64,521.92,-3.77,1.3018,0.879,4,17.64,3.252,113,-1992.98,-100.0,False,1999506.2100000011
ANANDRATHI.NS,2025-02-21,2025-03-26,993.54,995,1070,1019.49,911.37,-8.27,0.272,0.911,3,24.49,2.465,81,-1983.36,-100.0,False,1997522.850000001
ANANDRATHI.NS,2025-02-24,2025-03-27,992.97,995,1070,1019.26,928.38,-6.5,0.271,0.928,3,24.26,2.443,82,-1989.44,-100.0,False,1995533.410000001
BHARTIARTL.NS,2025-02-27,2025-04-01,1636.72,1635,1750,1673.56,1709.86,4.47,0.2425,0.963,4,38.56,2.356,51,1851.27,94.15,True,1997384.680000001
HDFCBANK.NS,2025-02-27,2025-04-01,825.36,825,865,838.86,857.95,3.95,0.1651,0.904,4,13.86,1.68,144,2747.78,137.63,True,2000132.4600000011
HDFCBANK.NS,2025-02-28,2025-04-02,840.74,840,885,855.36,872.04,3.72,0.1769,0.997,4,15.36,1.827,130,2168.64,108.59,True,2002301.100000001
HDFCBANK.NS,2025-03-03,2025-04-03,825.77,825,870,840.57,871.05,5.48,0.1885,1.074,3,15.57,1.886,128,3766.51,188.94,True,2006067.610000001
ABCAPITAL.NS,2025-03-05,2025-04-07,156.7,155,170,160.3,179.34,14.45,0.3117,0.984,4,5.3,3.383,377,3656.72,182.99,True,2009724.330000001
APARINDS.NS,2025-03-05,2025-04-07,5765.22,5765,6225,5936.91,4945.07,-14.23,0.4567,0.801,5,171.91,2.982,11,-1891.0,-100.0,False,2007833.330000001
ABCAPITAL.NS,2025-03-06,2025-04-08,159.58,160,170,163.59,184.02,15.32,0.3043,0.972,4,3.59,2.249,557,3571.01,178.64,True,2011404.340000001
RELIANCE.NS,2025-03-06,2025-04-08,1199.24,1200,1260,1220.69,1172.08,-2.27,0.1812,0.998,4,20.69,1.725,96,-1986.38,-100.0,False,2009417.9600000011
ABCAPITAL.NS,2025-03-07,2025-04-09,160.85,160,175,165.01,181.95,13.12,0.3039,0.977,3,5.01,3.112,399,3987.73,199.66,True,2013405.690000001
APARINDS.NS,2025-03-07,2025-04-09,6070.66,6070,6555,6254.92,4788.95,-21.11,0.5166,0.795,5,184.92,3.046,10,-1849.23,-100.0,False,2011556.4600000011
RELIANCE.NS,2025-03-07,2025-04-09,1239.1,1240,1315,1265.35,1175.2,-5.16,0.2203,1.084,4,25.35,2.045,78,-1976.95,-100.0,False,2009579.5100000012
ABCAPITAL.NS,2025-03-10,2025-04-11,158.06,160,170,163.21,185.33,17.25,0.308,0.986,3,3.21,2.032,622,4222.1,211.33,True,2013801.6100000013
APARINDS.NS,2025-03-10,2025-04-11,5657.9,5660,6110,5833.03,4998.8,-11.65,0.5582,0.857,4,173.03,3.058,11,-1903.3,-100.0,False,2011898.3100000012
RELIANCE.NS,2025-03-10,2025-04-11,1227.8,1230,1305,1254.75,1208.51,-1.57,0.2189,1.096,3,24.75,2.016,80,-1980.12,-100.0,False,2009918.190000001
HDFCBANK.NS,2025-03-11,2025-04-15,817.98,820,855,831.89,905.05,10.64,0.1584,0.942,3,11.89,1.453,168,3882.73,194.4,True,2013800.920000001
ICICIBANK.NS,2025-03-11,2025-04-15,1235.86,1235,1290,1254.51,1339.86,8.41,0.1538,0.802,4,19.51,1.578,102,3620.46,181.97,True,2017421.380000001
HDFCBANK.NS,2025-03-12,2025-04-16,830.43,830,870,843.94,911.4,9.75,0.1654,0.996,3,13.94,1.678,143,3727.01,187.01,True,2021148.390000001
ICICIBANK.NS,2025-03-12,2025-04-16,1234.43,1235,1290,1253.89,1346.01,9.04,0.1515,0.824,5,18.89,1.53,105,3791.36,191.13,True,2024939.7500000012
ABCAPITAL.NS,2025-03-12,2025-04-16,162.8,165,175,168.14,195.82,20.28,0.2945,0.982,3,3.14,1.928,637,4370.43,218.57,True,2029310.180000001
ICICIBANK.NS,2025-03-17,2025-04-21,1259.28,1260,1320,1280.36,1399.01,11.1,0.1614,0.803,4,20.36,1.617,98,3884.6,194.68,True,2033194.7800000012
HDFCBANK.NS,2025-03-17,2025-04-21,830.07,830,870,843.77,935.23,12.67,0.1643,0.883,3,13.77,1.659,145,3802.66,190.39,True,2036997.440000001
ICICIBANK.NS,2025-03-18,2025-04-22,1259.28,1260,1315,1279.31,1405.65,11.62,0.1586,0.758,4,19.31,1.534,103,3675.74,184.78,True,2040673.180000001
BHARTIARTL.NS,2025-03-18,2025-04-22,1625.56,1625,1755,1668.07,1836.84,13.0,0.2857,1.009,3,43.07,2.649,46,3998.87,201.85,True,2044672.0500000012
TITAN.NS,2025-03-19,2025-04-23,3057.04,3055,3250,3120.63,3336.28,9.13,0.2188,0.705,4,65.63,2.147,30,3881.09,197.12,True,2048553.1400000013
ICICIBANK.NS,2025-03-19,2025-04-23,1303.05,1305,1375,1328.64,1413.49,8.48,0.196,0.921,3,23.64,1.814,84,3894.19,196.1,True,2052447.3300000012
APOLLO.NS,2025-03-19,2025-04-23,118.39,120,130,123.55,117.78,-0.51,0.5946,0.581,5,3.55,2.996,563,-1997.02,-100.0,False,2050450.3100000012
HDFCBANK.NS,2025-03-19,2025-04-23,846.42,845,890,860.51,933.68,10.31,0.172,0.799,4,15.51,1.832,128,3774.74,190.14,True,2054225.0500000012
BHARTIARTL.NS,2025-03-20,2025-04-24,1691.11,1690,1825,1736.2,1830.3,8.23,0.3109,1.014,4,46.2,2.732,43,3818.47,192.22,True,2058043.5200000012
TITAN.NS,2025-03-20,2025-04-24,3173.11,3175,3410,3252.04,3361.42,5.93,0.2603,0.777,5,77.04,2.428,25,2734.62,141.99,True,2060778.1400000013
RELIANCE.NS,2025-03-20,2025-04-24,1258.28,1260,1335,1285.12,1290.46,2.56,0.2169,0.97,4,25.12,1.996,79,421.49,21.24,True,2061199.6300000013
ABCAPITAL.NS,2025-03-20,2025-04-24,176.78,175,190,180.58,203.1,14.89,0.3203,0.84,5,5.58,3.158,358,3371.25,168.67,True,2064570.8800000013
HDFCBANK.NS,2025-03-20,2025-04-24,858.38,860,900,873.81,930.23,8.37,0.1782,0.825,4,13.81,1.609,144,3771.44,189.66,True,2068342.3200000012
ICICIBANK.NS,2025-03-21,2025-04-25,1332.82,1335,1405,1358.76,1394.04,4.59,0.1946,0.994,4,23.76,1.783,84,2963.81,148.5,True,2071306.1300000013
HDFCBANK.NS,2025-03-21,2025-04-25,859.16,860,905,875.0,927.51,7.96,0.1781,0.803,4,15.0,1.746,133,3990.34,200.05,True,2075296.4700000014
TCS.NS,2025-03-21,2025-04-25,3393.7,3395,3600,3463.98,3270.3,-3.64,0.2136,0.836,5,68.98,2.033,28,-1931.39,-100.0,False,2073365.0800000015
RELIANCE.NS,2025-03-21,2025-04-25,1265.42,1265,1345,1291.83,1289.27,1.88,0.2173,0.865,5,26.83,2.12,74,-189.52,-9.55,False,2073175.5600000015
AJMERA.NS,2025-03-21,2025-04-25,190.79,190,205,196.02,162.41,-14.87,0.6904,0.906,3,6.02,3.157,332,-1999.52,-100.0,False,2071176.0400000014
BHARTIARTL.NS,2025-03-21,2025-04-25,1711.49,1710,1850,1757.37,1802.13,5.3,0.3077,1.003,4,47.37,2.768,42,1880.0,94.49,True,2073056.0400000014
APOLLO.NS,2025-03-21,2025-04-25,125.08,125,135,128.7,111.65,-10.74,0.423,0.69,4,3.7,2.956,540,-1996.41,-100.0,False,2071059.6300000015
ABCAPITAL.NS,2025-03-21,2025-04-25,185.52,185,200,190.41,195.94,5.62,0.3525,0.915,3,5.41,2.915,369,2041.41,102.3,True,2073101.0400000014
HDFCBANK.NS,2025-03-24,2025-04-28,873.55,875,915,888.47,931.88,6.68,0.1603,0.833,3,13.47,1.542,148,3926.45,196.96,True,2077027.4900000014
