Ticker,Entry Date,Exit Date,S_entry,K1_Long,K2_Short,HV,IV_Rank,Debit/unit,Units,Total Debit,S_expiry,Breakeven,PnL/unit,PnL Total,Return %,Win,Score,Sig1_CheapVol,Sig2_Trend,Sig3_RSI,Sig4_Volume,Sig5_ATR,Capital_After
20MICRONS.NS,2024-07-26,2024-08-27,254.85,255,270,0.6983,,6.16,353,2175.36,326.66,261.16,8.84,3119.64,143.41,True,4,0,1,1,1,1,112156.12
20MICRONS.NS,2024-07-29,2024-08-28,274.96,275,290,0.7352,,6.24,359,2238.5,320.58,281.24,8.76,3146.5,140.56,True,3,0,1,0,1,1,115302.62
20MICRONS.NS,2024-08-02,2024-09-03,284.71,285,300,0.775,,6.23,369,2300.06,311.87,291.23,8.77,3234.94,140.65,True,3,0,1,0,1,1,118537.55
20MICRONS.NS,2024-08-09,2024-09-10,323.45,325,340,0.8992,,6.19,382,2365.37,309.2,331.19,-6.19,-2365.37,-100.0,False,3,0,1,0,1,1,116172.18
20MICRONS.NS,2024-10-18,2024-11-19,303.21,305,320,0.4395,0.422,5.94,390,2317.68,221.44,310.94,-5.94,-2317.68,-100.0,False,3,0,1,1,1,0,113854.51
20MICRONS.NS,2024-12-02,2025-01-01,242.63,245,255,0.3361,0.139,3.8,599,2275.44,234.31,248.8,-3.8,-2275.44,-100.0,False,3,1,1,1,0,0,111579.07
20MICRONS.NS,2024-12-04,2025-01-03,267.49,265,280,0.4146,0.347,6.47,345,2230.46,258.27,271.47,-6.47,-2230.46,-100.0,False,3,0,1,0,1,1,109348.61
20MICRONS.NS,2024-12-06,2025-01-07,259.16,260,270,0.4451,0.45,4.2,520,2185.67,247.49,264.2,-4.2,-2185.67,-100.0,False,3,0,1,0,1,1,107162.94
20MICRONS.NS,2025-01-03,2025-02-01,258.27,260,270,0.4033,0.259,4.06,528,2143.17,200.21,264.06,-4.06,-2143.17,-100.0,False,3,1,1,1,0,0,105019.77
20MICRONS.NS,2025-04-15,2025-05-16,202.48,200,215,0.5306,0.578,6.29,334,2099.19,219.74,206.29,8.71,2910.81,138.66,True,3,0,1,1,0,1,107930.58
20MICRONS.NS,2025-04-17,2025-05-20,216.07,215,225,0.5429,0.586,4.35,496,2156.88,233.65,219.35,5.65,2803.12,129.96,True,3,0,1,0,1,1,110733.7
20MICRONS.NS,2025-04-22,2025-05-22,226.65,225,240,0.5094,0.534,6.23,355,2211.82,239.69,231.23,8.46,3003.29,135.78,True,3,0,1,0,1,1,113736.99
