Ticker,Entry Date,Exit Date,S_entry,K1_Long,K2_Short,HV,IV_Rank,Debit/unit,Units,Total Debit,S_expiry,Breakeven,PnL/unit,PnL Total,Return %,Win,Score,Sig1_CheapVol,Sig2_Trend,Sig3_RSI,Sig4_Volume,Sig5_ATR,Capital_After
AAATECH.NS,2024-04-19,2024-05-22,131.91,130,140,0.9542,,4.18,154,644.25,120.82,134.18,-4.18,-644.25,-100.0,False,3,0,1,0,1,1,31591.29
AAATECH.NS,2024-04-22,2024-05-23,133.72,135,140,0.9394,,2.06,307,631.68,119.36,137.06,-2.06,-631.68,-100.0,False,3,0,1,0,1,1,30959.6
AAATECH.NS,2024-07-09,2024-08-08,107.36,105,115,0.3299,,4.05,152,615.3,119.56,109.05,5.95,904.7,147.04,True,3,0,1,1,1,0,31864.31
AAATECH.NS,2024-08-08,2024-09-09,119.56,120,125,0.5124,,2.09,304,635.36,133.99,122.09,2.91,884.64,139.23,True,3,0,1,0,1,1,32748.95
AAATECH.NS,2024-09-02,2024-10-01,119.36,120,125,0.5081,0.45,2.07,316,652.95,130.19,122.07,2.93,927.05,141.98,True,3,0,1,1,1,0,33676.0
AAATECH.NS,2024-09-06,2024-10-08,134.15,135,140,0.4901,0.311,2.08,323,671.69,120.5,137.08,-2.08,-671.69,-100.0,False,3,0,1,0,1,1,33004.31
AAATECH.NS,2024-09-18,2024-10-18,143.41,145,150,0.5974,0.729,2.06,320,658.43,129.14,147.06,-2.06,-658.43,-100.0,False,3,0,1,0,1,1,32345.88
AAATECH.NS,2024-09-19,2024-10-21,139.71,140,145,0.6094,0.745,2.15,300,645.75,125.25,142.15,-2.15,-645.75,-100.0,False,3,0,1,0,1,1,31700.13
AAATECH.NS,2024-10-18,2024-11-19,129.14,130,135,0.4394,0.171,2.05,309,632.74,106.55,132.05,-2.05,-632.74,-100.0,False,3,1,1,1,0,0,31067.39
AAATECH.NS,2025-05-05,2025-06-03,81.32,80,85,0.3423,0.163,2.21,280,620.1,85.67,82.21,2.79,779.9,125.77,True,3,1,1,0,1,0,31847.29
AAATECH.NS,2025-05-06,2025-06-04,81.16,80,85,0.3274,0.147,2.17,293,636.26,87.17,82.17,2.83,828.74,130.25,True,3,1,1,0,1,0,32676.03
AAATECH.NS,2025-05-19,2025-06-17,84.79,85,90,0.348,0.211,1.89,345,651.8,83.23,86.89,-1.89,-651.8,-100.0,False,3,1,1,0,1,0,32024.23
AAATECH.NS,2025-05-30,2025-06-30,86.21,85,90,0.3484,0.231,2.21,290,639.47,81.28,87.21,-2.21,-639.47,-100.0,False,3,1,1,0,1,0,31384.76
AAATECH.NS,2025-06-05,2025-07-04,88.29,90,95,0.2602,0.068,1.41,446,626.67,80.75,91.41,-1.41,-626.67,-100.0,False,3,1,1,0,1,0,30758.08
AAATECH.NS,2025-06-06,2025-07-07,88.41,90,95,0.2445,0.044,1.38,444,614.92,81.68,91.38,-1.38,-614.92,-100.0,False,3,1,1,0,1,0,30143.16
AAATECH.NS,2025-07-15,2025-08-13,90.69,90,95,0.4448,0.478,2.14,281,601.79,81.49,92.14,-2.14,-601.79,-100.0,False,4,0,1,1,1,1,29541.38
AAATECH.NS,2025-07-16,2025-08-14,88.91,90,95,0.4516,0.482,1.85,319,590.68,82.4,91.85,-1.85,-590.68,-100.0,False,3,0,1,0,1,1,28950.7
AAATECH.NS,2025-07-17,2025-08-18,93.45,95,100,0.4737,0.534,1.83,316,577.88,82.2,96.83,-1.83,-577.88,-100.0,False,3,0,1,0,1,1,28372.82
AAATECH.NS,2025-09-09,2025-10-09,79.48,80,85,0.3293,0.247,1.76,323,566.89,96.52,81.76,3.24,1048.11,184.89,True,3,1,0,1,1,0,29420.93
AAATECH.NS,2025-09-24,2025-10-27,81.45,80,85,0.2306,0.104,2.21,266,588.4,90.97,82.21,2.79,741.6,126.04,True,3,1,1,0,1,0,30162.53
AAATECH.NS,2025-09-29,2025-10-30,78.59,80,85,0.2096,0.088,1.18,511,602.08,93.39,81.18,3.82,1952.92,324.36,True,3,1,0,1,1,0,32115.45
AAATECH.NS,2025-10-03,2025-11-04,105.28,105,110,0.7454,1.0,2.13,300,640.19,94.4,107.13,-2.13,-640.19,-100.0,False,3,0,1,0,1,1,31475.26
AAATECH.NS,2025-10-06,2025-11-06,125.44,125,130,0.9369,1.0,2.14,293,627.57,90.38,127.14,-2.14,-627.57,-100.0,False,3,0,1,0,1,1,30847.69
AAATECH.NS,2025-10-07,2025-11-07,112.89,115,120,1.0401,1.0,1.97,313,615.71,91.99,116.97,-1.97,-615.71,-100.0,False,3,0,1,0,1,1,30231.97
AAATECH.NS,2025-11-24,2025-12-23,89.25,90,95,0.2897,0.231,1.71,352,603.65,97.3,91.71,3.29,1156.35,191.56,True,3,1,1,0,1,0,31388.32
AAATECH.NS,2025-11-26,2025-12-26,89.52,90,95,0.2869,0.219,1.78,353,626.88,92.96,91.78,1.18,418.0,66.68,True,3,1,1,1,0,0,31806.32
AAATECH.NS,2025-11-28,2025-12-30,90.26,90,95,0.2719,0.203,1.94,327,635.21,101.68,91.94,3.06,999.79,157.39,True,3,1,1,1,0,0,32806.11
AAATECH.NS,2025-12-08,2026-01-07,97.78,100,105,0.2859,0.235,1.46,448,655.02,94.62,101.46,-1.46,-655.02,-100.0,False,3,1,1,0,0,1,32151.09
AAATECH.NS,2025-12-10,2026-01-09,95.26,95,100,0.2748,0.219,1.98,325,642.01,95.31,96.98,-1.67,-541.26,-84.31,False,3,1,1,0,0,1,31609.83
AAATECH.NS,2025-12-12,2026-01-13,98.2,100,105,0.2759,0.227,1.53,414,631.96,112.79,101.53,3.47,1438.04,227.55,True,3,1,1,0,0,1,33047.87
AAATECH.NS,2025-12-15,2026-01-14,99.31,100,105,0.2741,0.211,1.78,372,660.5,117.39,101.78,3.22,1199.5,181.61,True,3,1,1,0,0,1,34247.37
AAATECH.NS,2025-12-16,2026-01-16,100.43,100,105,0.2676,0.203,2.04,336,683.85,124.76,102.04,2.96,996.15,145.67,True,3,1,1,0,0,1,35243.52
AAATECH.NS,2025-12-17,2026-01-19,99.06,100,105,0.2668,0.203,1.7,414,704.51,118.67,101.7,3.3,1365.49,193.82,True,3,1,1,0,0,1,36609.01
AAATECH.NS,2025-12-22,2026-01-22,96.16,95,100,0.291,0.291,2.21,331,731.42,103.97,97.21,2.79,923.58,126.27,True,3,1,1,0,0,1,37532.6
AAATECH.NS,2026-01-13,2026-02-13,112.79,115,120,0.641,0.876,1.93,388,748.82,113.99,116.93,-1.93,-748.82,-100.0,False,3,0,1,0,1,1,36783.77
AAATECH.NS,2026-01-14,2026-02-16,117.39,115,125,0.6519,0.888,4.26,172,733.56,108.34,119.26,-4.26,-733.56,-100.0,False,3,0,1,0,1,1,36050.21
AAATECH.NS,2026-01-16,2026-02-17,124.76,125,130,0.6727,0.904,2.13,338,719.95,103.09,127.13,-2.13,-719.95,-100.0,False,3,0,1,0,1,1,35330.26
AAATECH.NS,2026-04-17,2026-05-19,104.14,105,110,0.2854,0.211,1.79,394,705.87,95.45,106.79,-1.79,-705.87,-100.0,False,3,1,1,0,1,0,34624.39
AAATECH.NS,2026-04-20,2026-05-20,103.25,105,110,0.2896,0.235,1.61,429,691.77,93.71,106.61,-1.61,-691.77,-100.0,False,4,1,1,0,1,1,33932.62
AAATECH.NS,2026-04-21,2026-05-21,100.46,100,105,0.3114,0.315,2.08,326,678.17,92.18,102.08,-2.08,-678.17,-100.0,False,3,0,1,0,1,1,33254.45
AAATECH.NS,2026-04-30,2026-06-01,99.46,100,105,0.2623,0.155,1.79,371,663.69,92.68,101.79,-1.79,-663.69,-100.0,False,3,1,1,0,1,0,32590.76
AAATECH.NS,2026-05-12,2026-06-10,99.24,100,105,0.2487,0.147,1.71,382,651.35,94.71,101.71,-1.71,-651.35,-100.0,False,4,1,1,1,1,0,31939.42
AADHARHFC.NS,2024-07-23,2024-08-22,460.05,460,485,0.395,,10.06,63,633.51,407.45,470.06,-10.06,-633.51,-100.0,False,3,0,1,0,1,1,31305.91
AADHARHFC.NS,2024-09-03,2024-10-03,418.95,420,440,0.4311,,8.16,76,620.12,443.4,428.16,11.84,899.88,145.12,True,3,0,1,1,1,0,32205.79
AADHARHFC.NS,2024-09-24,2024-10-24,510.45,510,535,0.4553,,10.45,61,637.48,414.7,520.45,-10.45,-637.48,-100.0,False,3,0,1,0,1,1,31568.31
AADHARHFC.NS,2024-10-08,2024-11-06,449.05,450,470,0.4979,,8.36,75,626.93,457.2,458.36,-1.16,-86.93,-13.87,False,4,0,1,1,1,1,31481.37
AADHARHFC.NS,2025-06-06,2025-07-07,449.45,450,470,0.2949,,7.98,78,622.77,455.05,457.98,-2.93,-228.87,-36.75,False,3,0,1,1,1,0,31252.5
AADHARHFC.NS,2025-06-25,2025-07-24,441.5,440,465,0.2138,0.016,9.2,67,616.55,511.7,449.2,15.8,1058.45,171.67,True,3,1,0,1,0,1,32310.95
AADHARHFC.NS,2025-06-26,2025-07-25,444.0,445,465,0.1977,0.004,7.18,89,639.32,496.4,452.18,12.82,1140.68,178.42,True,3,1,1,0,0,1,33451.63
AADHARHFC.NS,2025-06-27,2025-07-28,444.2,445,465,0.1608,0.0,6.77,98,663.95,516.55,451.77,13.23,1296.05,195.2,True,3,1,1,0,0,1,34747.69
AADHARHFC.NS,2025-06-30,2025-07-29,454.6,455,475,0.1791,0.004,7.22,96,693.28,509.1,462.22,12.78,1226.72,176.95,True,5,1,1,1,1,1,35974.41
AADHARHFC.NS,2025-07-01,2025-07-30,463.9,465,485,0.1908,0.008,7.21,99,713.83,507.55,472.21,12.79,1266.17,177.38,True,4,1,1,0,1,1,37240.58
AADHARHFC.NS,2025-07-02,2025-07-31,465.05,465,490,0.1905,0.008,8.61,86,740.05,507.05,473.61,16.39,1409.95,190.52,True,3,1,1,0,0,1,38650.53
AADHARHFC.NS,2025-07-03,2025-08-01,463.65,465,485,0.1911,0.016,7.14,108,771.4,499.5,472.14,12.86,1388.6,180.01,True,3,1,1,0,0,1,40039.13
