Date,Ticker,Type,Entry,Exit,PnL_%,PnL_USD,Capital
2021-06-09,SOL-USD,Crypto 1.5x,41.51781463623047,39.44192390441894,-7.86,-959.09,151553.07
2021-06-10,SOL-USD,Crypto 1.5x,42.031776428222656,39.93018760681152,-7.86,-952.97,150600.1
2021-06-11,TCS.NS,Equity 1x2 Spread,2756.44580078125,2837.752197265625,2.83,345.75,150945.85
2021-06-11,SOL-USD,Crypto 1.5x,41.09867477416992,39.04374103546142,-7.86,-946.97,149998.88
2021-06-14,SOL-USD,Crypto 1.5x,38.77043533325195,36.83191356658936,-7.86,-943.19,149055.68
2021-06-16,^NSEI,Equity 1x2 Spread,15574.849609375,15767.5498046875,1.12,136.94,149192.62
2021-06-18,SOL-USD,Crypto 1.5x,38.71305465698242,36.7774019241333,-7.86,-937.26,148255.36
2021-06-24,^NSEBANK,Equity 1x2 Spread,34800.09375,34826.59375,-0.04,-5.32,148250.05
2021-06-28,TCS.NS,Equity 1x2 Spread,2837.752197265625,2892.3173828125,1.8,216.34,148466.38
2021-07-01,^NSEI,Equity 1x2 Spread,15767.5498046875,15680.0,-0.12,-14.32,148452.06
2021-07-09,^NSEBANK,Equity 1x2 Spread,34826.59375,35071.54296875,0.58,69.18,148521.25
2021-07-12,ICICIBANK.NS,Equity 1x2 Spread,627.7046508789062,625.044921875,-0.12,-14.23,148507.01
2021-07-19,^NSEI,Equity 1x2 Spread,15722.2001953125,15752.400390625,0.07,8.56,148515.57
2021-07-23,TCS.NS,Equity 1x2 Spread,2824.489990234375,2790.998046875,-0.12,-14.25,148501.32
2021-07-26,^NSEBANK,Equity 1x2 Spread,35071.54296875,34949.29296875,-0.12,-14.26,148487.06
2021-07-27,ICICIBANK.NS,Equity 1x2 Spread,625.044921875,663.103857743579,2.79,331.59,148818.65
2021-08-03,^NSEI,Equity 1x2 Spread,15752.400390625,16130.75,2.28,271.11,149089.76
2021-08-13,TCS.NS,Equity 1x2 Spread,2796.6875,3023.0711163036794,0.79,93.49,149183.26
2021-08-18,ETH-USD,Crypto 1.5x,2561.85205078125,3005.7888671875,25.63,3051.75,152235.01
2021-09-01,ICICIBANK.NS,Equity 1x2 Spread,667.6643676757812,712.7703952911427,2.12,258.7,152493.71
2021-09-01,ETH-USD,Crypto 1.5x,3227.002685546875,3531.872692871094,13.81,1682.04,154175.75
2021-09-07,BTC-USD,Crypto 1.5x,47054.984375,44702.23515625,-7.86,-957.25,153218.49
2021-09-20,BTC-USD,Crypto 1.5x,48278.36328125,45864.4451171875,-7.86,-963.44,152255.06
2021-09-22,ICICIBANK.NS,Equity 1x2 Spread,695.4070434570312,682.2632446289062,-0.12,-14.71,152240.35
2021-09-29,^NSEBANK,Equity 1x2 Spread,36612.625,37742.5625,2.97,363.58,152603.93
2021-09-30,^NSEI,Equity 1x2 Spread,17519.44921875,17618.150390625,0.44,54.35,152658.28
2021-10-06,SOL-USD,Crypto 1.5x,161.682373046875,153.59825439453124,-7.86,-959.92,151698.36
2021-10-11,SOL-USD,Crypto 1.5x,154.1077423095703,146.4023551940918,-7.86,-953.88,150744.48
2021-10-11,ETH-USD,Crypto 1.5x,3587.974853515625,3408.5761108398438,-7.86,-953.88,149790.6
2021-10-13,SOL-USD,Crypto 1.5x,152.73712158203125,145.1002655029297,-7.86,-941.88,148848.72
2021-10-17,SOL-USD,Crypto 1.5x,162.59620666503906,154.4663963317871,-7.86,-935.96,147912.76
2021-10-22,ETH-USD,Crypto 1.5x,4155.9921875,3948.1925781249997,-7.86,-930.08,146982.68
2021-10-25,^NSEBANK,Equity 1x2 Spread,38521.05078125,41829.113661403244,0.29,35.03,147017.71
2021-10-25,ICICIBANK.NS,Equity 1x2 Spread,705.4952392578125,841.0069364855135,-2.5,-297.7,146720.01
2021-10-27,SOL-USD,Crypto 1.5x,159.74380493164062,183.91006774902343,22.33,2642.57,149362.59
2021-11-16,ETH-USD,Crypto 1.5x,4521.5810546875,4295.502001953125,-7.86,-939.19,148423.4
2021-11-18,BTC-USD,Crypto 1.5x,61527.48046875,58451.1064453125,-7.86,-939.19,147484.21
2021-12-02,^NSEI,Equity 1x2 Spread,17898.650390625,17401.650390625,-0.12,-14.25,147469.96
2021-12-30,ICICIBANK.NS,Equity 1x2 Spread,729.6972045898438,713.6434326171875,-0.12,-14.16,147455.8
2022-01-18,TCS.NS,Equity 1x2 Spread,3322.8369140625,3517.755570912798,3.01,355.54,147811.34
2022-01-19,^NSEI,Equity 1x2 Spread,17805.25,17938.400390625,0.63,74.06,147885.4
2022-01-20,ICICIBANK.NS,Equity 1x2 Spread,764.4238891601562,785.9583129882812,2.7,318.16,148203.56
2022-01-28,RELIANCE.NS,Equity 1x2 Spread,1148.2828369140625,1057.9482421875,-0.12,-14.16,148189.41
2022-02-02,^NSEBANK,Equity 1x2 Spread,38209.85546875,39330.04296875,2.81,332.48,148521.88
2022-02-03,^NSEI,Equity 1x2 Spread,17938.400390625,17560.19921875,-0.12,-14.2,148507.69
2022-02-04,ICICIBANK.NS,Equity 1x2 Spread,785.9583129882812,780.9142456054688,-0.12,-14.23,148493.46
2022-04-01,BTC-USD,Crypto 1.5x,46820.4921875,44479.467578125,-7.86,-933.73,147559.73
2022-04-06,ETH-USD,Crypto 1.5x,3385.157958984375,3215.900061035156,-7.86,-933.73,146626.01
2022-04-18,RELIANCE.NS,Equity 1x2 Spread,1210.6270751953125,1152.1551513671875,-0.12,-14.26,146611.75
2022-04-19,^NSEI,Equity 1x2 Spread,18053.400390625,16958.650390625,-0.12,-14.17,146597.58
2022-04-26,^NSEBANK,Equity 1x2 Spread,37613.36328125,36404.37890625,-0.12,-14.08,146583.51
2022-04-27,RELIANCE.NS,Equity 1x2 Spread,1196.065673828125,1280.8518611647926,1.79,210.07,146793.58
2022-05-04,ICICIBANK.NS,Equity 1x2 Spread,735.0807495117188,702.5366821289062,-0.12,-14.07,146779.51
2022-05-06,^NSEI,Equity 1x2 Spread,17392.599609375,16411.25,-0.12,-14.07,146765.43
2022-06-21,RELIANCE.NS,Equity 1x2 Spread,1253.4730224609375,1170.38525390625,-0.12,-14.09,146751.34
2022-07-26,ICICIBANK.NS,Equity 1x2 Spread,746.4300537109375,772.426513671875,3.36,394.79,147146.14
2022-08-04,^NSEBANK,Equity 1x2 Spread,35971.68359375,38231.40854326938,2.6,305.01,147451.15
2022-08-10,^NSEI,Equity 1x2 Spread,16631.0,17566.099609375,3.26,382.42,147833.57
2022-08-10,ICICIBANK.NS,Equity 1x2 Spread,776.5006713867188,832.3920123947211,1.68,198.02,148031.59
2022-08-25,ICICIBANK.NS,Equity 1x2 Spread,828.2446899414062,851.2745361328125,2.66,315.08,148346.66
2022-08-26,TCS.NS,Equity 1x2 Spread,3012.09033203125,2835.809814453125,-0.12,-14.21,148332.45
2022-08-29,^NSEI,Equity 1x2 Spread,17698.150390625,17312.900390625,-0.12,-14.21,148318.24
2022-08-29,RELIANCE.NS,Equity 1x2 Spread,1192.5328369140625,1180.3609619140625,-0.12,-14.21,148304.03
2022-09-29,ICICIBANK.NS,Equity 1x2 Spread,895.9192504882812,823.5119018554688,-0.12,-14.24,148289.79
2022-09-30,^NSEI,Equity 1x2 Spread,17877.400390625,17094.349609375,-0.12,-14.24,148275.56
2022-09-30,^NSEBANK,Equity 1x2 Spread,41208.71875,38631.5,-0.12,-14.24,148261.32
2022-11-03,^NSEBANK,Equity 1x2 Spread,40372.73046875,41297.87109375,2.17,257.56,148518.88
2022-11-03,ICICIBANK.NS,Equity 1x2 Spread,870.54736328125,886.6975708007812,1.74,205.81,148724.69
2022-11-09,^NSEI,Equity 1x2 Spread,17730.75,18157.0,2.28,270.9,148995.59
2022-11-18,^NSEBANK,Equity 1x2 Spread,41297.87109375,42436.95703125,2.64,313.89,149309.49
2022-11-22,ICICIBANK.NS,Equity 1x2 Spread,895.333740234375,901.3839721679688,0.56,66.12,149375.61
2022-11-24,^NSEI,Equity 1x2 Spread,18157.0,18484.099609375,1.68,200.43,149576.04
2022-12-01,RELIANCE.NS,Equity 1x2 Spread,1177.9527587890625,1251.8601266305577,2.61,310.6,149886.64
2022-12-05,^NSEBANK,Equity 1x2 Spread,42436.95703125,43332.4453125,1.99,237.72,150124.36
2022-12-07,ICICIBANK.NS,Equity 1x2 Spread,901.3839721679688,899.8713989257812,-0.12,-14.34,150110.02
2022-12-09,^NSEI,Equity 1x2 Spread,18484.099609375,18496.599609375,-0.05,-6.27,150103.75
2022-12-20,^NSEBANK,Equity 1x2 Spread,43332.4453125,43358.99609375,-0.06,-7.05,150096.7
2022-12-22,ICICIBANK.NS,Equity 1x2 Spread,899.8713989257812,869.1324462890625,-0.12,-14.41,150082.29
2022-12-26,^NSEI,Equity 1x2 Spread,18496.599609375,18014.599609375,-0.12,-14.41,150067.88
2023-01-04,^NSEBANK,Equity 1x2 Spread,43358.99609375,42958.80078125,-0.12,-14.41,150053.47
2023-01-04,RELIANCE.NS,Equity 1x2 Spread,1191.334716796875,1144.4183349609375,-0.12,-14.41,150039.06
2023-01-18,TCS.NS,Equity 1x2 Spread,2921.81103515625,3076.3014811096996,3.59,431.3,150470.36
2023-02-07,^NSEI,Equity 1x2 Spread,18118.55078125,17721.5,-0.12,-14.45,150455.91
2023-02-08,^NSEBANK,Equity 1x2 Spread,42733.44921875,41537.6484375,-0.12,-14.45,150441.47
2023-02-08,TCS.NS,Equity 1x2 Spread,3100.982421875,3176.605224609375,2.32,279.11,150720.58
2023-03-01,TCS.NS,Equity 1x2 Spread,3158.55712890625,3055.320068359375,-0.12,-14.47,150706.11
2023-04-22,BTC-USD,Crypto 1.5x,28199.30859375,27817.5,-2.39,-288.26,150417.85
2023-04-26,ETH-USD,Crypto 1.5x,1872.922607421875,1866.564208984375,-0.87,-104.8,150313.05
2023-05-01,BTC-USD,Crypto 1.5x,29268.806640625,27805.366308593748,-7.86,-945.17,149367.88
2023-05-03,^NSEBANK,Equity 1x2 Spread,42265.19921875,43312.69921875,2.36,284.34,149652.22
2023-05-10,^NSEI,Equity 1x2 Spread,17769.25,18315.099609375,2.95,355.21,150007.43
2023-05-11,ICICIBANK.NS,Equity 1x2 Spread,892.8453979492188,916.5094604492188,2.53,304.28,150311.71
2023-05-18,^NSEBANK,Equity 1x2 Spread,43312.69921875,43752.30078125,0.89,107.14,150418.86
2023-05-19,RELIANCE.NS,Equity 1x2 Spread,1112.360595703125,1109.611572265625,-0.12,-14.37,150404.49
2023-05-25,^NSEI,Equity 1x2 Spread,18315.099609375,18321.150390625,-0.09,-10.44,150394.05
2023-05-26,ICICIBANK.NS,Equity 1x2 Spread,916.5094604492188,927.731689453125,1.1,132.81,150526.86
2023-06-05,^NSEBANK,Equity 1x2 Spread,43969.3984375,44101.6484375,0.18,21.75,150548.62
2023-06-05,RELIANCE.NS,Equity 1x2 Spread,1109.611572265625,1125.6517333984375,1.33,159.5,150708.11
2023-06-12,ICICIBANK.NS,Equity 1x2 Spread,927.731689453125,913.3380126953125,-0.12,-14.45,150693.66
2023-06-12,TCS.NS,Equity 1x2 Spread,3004.062255859375,2930.063720703125,-0.12,-14.45,150679.21
2023-06-20,^NSEI,Equity 1x2 Spread,18593.849609375,18816.69921875,1.08,130.03,150809.24
2023-06-20,^NSEBANK,Equity 1x2 Spread,44101.6484375,43766.5,-0.12,-14.47,150794.78
2023-06-27,ICICIBANK.NS,Equity 1x2 Spread,913.3380126953125,913.4843139648438,-0.1,-12.53,150782.24
2023-06-30,RELIANCE.NS,Equity 1x2 Spread,1159.549560546875,1158.8226318359375,-0.12,-14.47,150767.78
2023-07-05,^NSEI,Equity 1x2 Spread,18816.69921875,19398.5,2.97,358.52,151126.3
2023-07-05,^NSEBANK,Equity 1x2 Spread,43766.5,45151.80078125,3.05,367.36,151493.66
2023-07-17,ICICIBANK.NS,Equity 1x2 Spread,912.0205688476562,945.2968139648438,3.53,425.6,151919.26
2023-07-21,^NSEI,Equity 1x2 Spread,19497.30078125,19745.0,1.15,139.43,152058.69
2023-07-22,BTC-USD,Crypto 1.5x,30620.76953125,29771.802734375,-4.52,-545.03,151513.66
2023-07-30,ETH-USD,Crypto 1.5x,1880.556396484375,1861.643798828125,-1.87,-226.46,151287.2
2023-07-30,SOL-USD,Crypto 1.5x,25.168973922729492,23.910525226593016,-7.86,-952.72,150334.49
2023-08-12,BTC-USD,Crypto 1.5x,30084.5390625,29415.96484375,-3.69,-447.69,149886.8
2023-08-16,SOL-USD,Crypto 1.5x,24.211763381958008,23.001175212860105,-7.86,-945.3,148941.49
2023-09-05,TCS.NS,Equity 1x2 Spread,3100.584716796875,3125.83349609375,0.69,82.73,149024.22
2023-09-05,ICICIBANK.NS,Equity 1x2 Spread,939.7955322265625,952.7826538085938,1.26,150.36,149174.58
2023-09-06,^NSEI,Equity 1x2 Spread,19396.44921875,19611.05078125,0.99,117.53,149292.12
2023-09-07,^NSEBANK,Equity 1x2 Spread,44479.05078125,44878.3515625,0.78,92.67,149384.78
2023-09-20,TCS.NS,Equity 1x2 Spread,3125.83349609375,3304.167551602088,3.17,378.88,149763.67
2023-09-21,^NSEI,Equity 1x2 Spread,19611.05078125,19742.349609375,0.55,65.63,149829.3
2023-09-21,ICICIBANK.NS,Equity 1x2 Spread,942.0584716796875,943.8294067382812,0.07,8.12,149837.42
2023-09-26,RELIANCE.NS,Equity 1x2 Spread,1222.556884765625,1157.2939453125,-0.12,-14.34,149823.08
2023-10-11,^NSEI,Equity 1x2 Spread,19664.69921875,19811.349609375,0.63,75.0,149898.08
2023-10-20,SOL-USD,Crypto 1.5x,21.922027587890625,25.177752685546874,21.92,2628.26,152526.34
2023-10-26,^NSEBANK,Equity 1x2 Spread,44516.8984375,42280.1484375,-0.12,-14.39,152511.95
2023-10-27,ICICIBANK.NS,Equity 1x2 Spread,938.86083984375,898.0301513671875,-0.12,-14.39,152497.56
2023-10-31,^NSEI,Equity 1x2 Spread,19731.75,19079.599609375,-0.12,-14.39,152483.17
2023-11-06,TCS.NS,Equity 1x2 Spread,3193.504638671875,3089.05126953125,-0.12,-14.64,152468.53
2023-11-24,^NSEI,Equity 1x2 Spread,19395.30078125,19794.69921875,1.94,236.54,152705.07
2023-12-01,TCS.NS,Equity 1x2 Spread,3196.520751953125,3209.131591796875,0.27,33.48,152738.55
2023-12-05,BTC-USD,Crypto 1.5x,37479.12109375,42148.99765625,18.33,2239.26,154977.81
2023-12-08,SOL-USD,Crypto 1.5x,60.99483108520508,68.31650924682617,17.65,2187.75,157165.56
2023-12-10,SOL-USD,Crypto 1.5x,75.00243377685547,71.25231208801269,-7.86,-988.26,156177.3
2023-12-11,^NSEI,Equity 1x2 Spread,19794.69921875,21026.099609375,2.66,324.85,156502.15
2023-12-11,^NSEBANK,Equity 1x2 Spread,44566.44921875,47588.0,2.1,256.56,156758.71
2023-12-15,TCS.NS,Equity 1x2 Spread,3209.131591796875,3560.326085415491,-2.06,-252.15,156506.56
2024-01-03,^NSEBANK,Equity 1x2 Spread,47870.8984375,47704.94921875,-0.12,-15.02,156491.53
2024-01-23,^NSEI,Equity 1x2 Spread,21710.80078125,21238.80078125,-0.12,-15.02,156476.51
2024-01-23,^NSEBANK,Equity 1x2 Spread,48159.0,45015.05078125,-0.12,-15.02,156461.49
2024-01-23,ICICIBANK.NS,Equity 1x2 Spread,977.6746215820312,1042.3151122922168,2.27,283.98,156745.47
2024-02-12,BTC-USD,Crypto 1.5x,42120.0546875,47911.3396484375,20.26,2541.06,159286.53
2024-02-12,SOL-USD,Crypto 1.5x,94.16321563720703,104.69809455871582,16.42,2059.24,161345.77
2024-02-17,SOL-USD,Crypto 1.5x,111.99275207519531,106.39311447143554,-7.86,-1014.54,160331.22
2024-02-21,SOL-USD,Crypto 1.5x,108.98401641845703,103.53481559753418,-7.86,-1008.16,159323.06
2024-02-27,ETH-USD,Crypto 1.5x,2423.7451171875,3244.519287109375,50.44,6324.47,165647.53
2024-02-28,BTC-USD,Crypto 1.5x,49958.22265625,59111.9578125,27.12,3501.1,169148.63
2024-03-04,^NSEI,Equity 1x2 Spread,22040.69921875,22405.599609375,1.54,198.21,169346.83
2024-03-07,RELIANCE.NS,Equity 1x2 Spread,1450.2115478515625,1461.3028564453125,0.64,82.19,169429.02
2024-03-13,ICICIBANK.NS,Equity 1x2 Spread,1043.1021728515625,1066.4691162109375,2.12,280.96,169709.97
2024-03-18,^NSEBANK,Equity 1x2 Spread,47286.8984375,46575.8984375,-0.12,-16.24,169693.74
2024-03-19,^NSEI,Equity 1x2 Spread,22405.599609375,21817.44921875,-0.12,-16.26,169677.48
2024-03-22,RELIANCE.NS,Equity 1x2 Spread,1461.3028564453125,1437.6876220703125,-0.12,-16.27,169661.21
2024-04-02,^NSEBANK,Equity 1x2 Spread,46575.8984375,47545.44921875,1.96,266.3,169927.52
2024-04-02,ICICIBANK.NS,Equity 1x2 Spread,1063.7635498046875,1063.7635498046875,-0.12,-16.29,169911.23
2024-04-03,^NSEI,Equity 1x2 Spread,21817.44921875,22434.650390625,2.71,367.72,170278.94
2024-04-08,RELIANCE.NS,Equity 1x2 Spread,1437.6876220703125,1468.2686767578125,2.01,272.42,170551.37
2024-04-10,BTC-USD,Crypto 1.5x,71631.359375,68049.79140624999,-7.86,-1072.43,169478.94
2024-04-12,BTC-USD,Crypto 1.5x,70587.8828125,67058.48867187499,-7.86,-1065.68,168413.26
2024-04-18,^NSEBANK,Equity 1x2 Spread,47545.44921875,47069.44921875,-0.12,-16.31,168396.94
2024-04-18,ICICIBANK.NS,Equity 1x2 Spread,1063.7635498046875,1038.4288330078125,-0.12,-16.31,168380.63
2024-04-18,^NSEI,Equity 1x2 Spread,22434.650390625,21995.849609375,-0.12,-16.35,168364.29
2024-04-29,RELIANCE.NS,Equity 1x2 Spread,1449.6680908203125,1447.568359375,-0.12,-16.17,168348.12
2024-05-03,^NSEBANK,Equity 1x2 Spread,47069.44921875,49607.75,3.49,469.71,168817.83
2024-05-07,^NSEI,Equity 1x2 Spread,22336.400390625,22302.5,-0.12,-16.16,168801.67
2024-05-14,RELIANCE.NS,Equity 1x2 Spread,1447.568359375,1403.1539306640625,-0.12,-16.16,168785.51
2024-05-22,^NSEI,Equity 1x2 Spread,22302.5,22597.80078125,1.2,162.6,168948.11
2024-05-30,^NSEBANK,Equity 1x2 Spread,47687.44921875,48682.3515625,1.97,265.51,169213.61
2024-05-30,ICICIBANK.NS,Equity 1x2 Spread,1106.2176513671875,1095.7393798828125,-0.12,-16.2,169197.41
2024-06-06,^NSEI,Equity 1x2 Spread,22597.80078125,22821.400390625,0.87,117.52,169314.93
2024-06-07,BTC-USD,Crypto 1.5x,66940.8046875,69342.5859375,5.02,678.1,169993.02
2024-06-14,BTC-USD,Crypto 1.5x,69342.5859375,65875.456640625,-7.86,-1068.92,168924.11
2024-06-18,ETH-USD,Crypto 1.5x,3620.5634765625,3439.535302734375,-7.86,-1062.19,167861.91
2024-06-27,ICICIBANK.NS,Equity 1x2 Spread,1138.144287109375,1215.083142699582,2.12,284.69,168146.6
2024-06-28,RELIANCE.NS,Equity 1x2 Spread,1441.2694091796875,1562.1615299634889,0.49,66.08,168212.69
2024-07-05,^NSEI,Equity 1x2 Spread,23567.0,24323.849609375,3.09,415.15,168627.84
2024-07-05,^NSEBANK,Equity 1x2 Spread,51783.25,52660.3515625,1.57,211.34,168839.18
2024-07-22,^NSEI,Equity 1x2 Spread,24323.849609375,24509.25,0.64,86.75,168925.93
2024-07-22,^NSEBANK,Equity 1x2 Spread,52660.3515625,52280.3984375,-0.12,-16.21,168909.72
2024-07-25,RELIANCE.NS,Equity 1x2 Spread,1565.3480224609375,1474.6171875,-0.12,-16.21,168893.51
2024-07-25,ICICIBANK.NS,Equity 1x2 Spread,1223.15087890625,1178.58154296875,-0.12,-16.21,168877.3
2024-08-06,^NSEI,Equity 1x2 Spread,24509.25,23992.55078125,-0.12,-16.22,168861.09
2024-08-06,^NSEBANK,Equity 1x2 Spread,52280.3984375,49748.30078125,-0.12,-16.22,168844.87
2024-08-12,ICICIBANK.NS,Equity 1x2 Spread,1187.7314453125,1163.8199462890625,-0.12,-16.21,168828.66
2024-08-16,TCS.NS,Equity 1x2 Spread,4085.17236328125,4102.77734375,0.31,42.01,168870.67
2024-09-06,^NSEBANK,Equity 1x2 Spread,50985.69921875,50576.8515625,-0.12,-16.21,168854.46
2024-09-06,^NSEI,Equity 1x2 Spread,24811.5,24852.150390625,0.04,5.92,168860.38
2024-09-06,ICICIBANK.NS,Equity 1x2 Spread,1181.979736328125,1198.899169921875,1.31,177.17,169037.55
2024-09-09,TCS.NS,Equity 1x2 Spread,4147.23388671875,4133.9013671875,-0.12,-16.21,169021.34
2024-09-18,ICICIBANK.NS,Equity 1x2 Spread,1198.899169921875,1285.4315085718288,1.66,224.8,169246.14
2024-09-23,^NSEI,Equity 1x2 Spread,24852.150390625,25939.05078125,4.25,575.2,169821.34
2024-09-24,^NSEBANK,Equity 1x2 Spread,51117.80078125,54247.69921875,2.76,372.81,170194.14
2024-09-24,TCS.NS,Equity 1x2 Spread,4133.9013671875,3968.296630859375,-0.12,-16.23,170177.92
2024-10-01,BTC-USD,Crypto 1.5x,63648.7109375,60466.275390625,-7.86,-1064.22,169113.7
2024-10-08,^NSEI,Equity 1x2 Spread,25939.05078125,25013.150390625,-0.12,-16.3,169097.39
2024-10-09,^NSEBANK,Equity 1x2 Spread,53968.6015625,51007.0,-0.12,-16.34,169081.06
2024-10-10,BTC-USD,Crypto 1.5x,62818.953125,59678.005468749994,-7.86,-1063.39,168017.67
2024-11-10,BTC-USD,Crypto 1.5x,67367.8515625,80474.1875,28.82,3874.13,171891.8
2024-12-10,ICICIBANK.NS,Equity 1x2 Spread,1290.9886474609375,1320.2626953125,2.15,295.32,172187.12
2024-12-18,BTC-USD,Crypto 1.5x,106029.71875,100728.23281249999,-7.86,-1082.71,171104.4
2024-12-24,^NSEBANK,Equity 1x2 Spread,53407.75,51233.0,-0.12,-16.5,171087.9
2024-12-26,ICICIBANK.NS,Equity 1x2 Spread,1320.2626953125,1287.4161376953125,-0.12,-16.53,171071.37
2024-12-27,TCS.NS,Equity 1x2 Spread,4149.01611328125,3878.838134765625,-0.12,-16.53,171054.84
2025-01-09,BTC-USD,Crypto 1.5x,96886.875,92042.53125,-7.86,-1075.59,169979.25
2025-01-10,ICICIBANK.NS,Equity 1x2 Spread,1287.4161376953125,1240.2799072265625,-0.12,-16.42,169962.83
2025-01-27,BTC-USD,Crypto 1.5x,104408.0703125,99187.666796875,-7.86,-1068.73,168894.1
2025-04-07,ICICIBANK.NS,Equity 1x2 Spread,1332.81591796875,1277.6912841796875,-0.12,-16.21,168877.89
2025-05-14,BTC-USD,Crypto 1.5x,93943.796875,103539.4140625,14.96,2021.31,170899.2
2025-05-20,^NSEI,Equity 1x2 Spread,24461.150390625,24683.900390625,0.79,106.82,171006.01
2025-05-21,ICICIBANK.NS,Equity 1x2 Spread,1420.63818359375,1433.637939453125,0.8,107.42,171113.43
2025-05-28,SOL-USD,Crypto 1.5x,163.96078491210938,172.18955993652344,7.17,968.43,172081.86
2025-06-05,BTC-USD,Crypto 1.5x,106446.0078125,101123.70742187499,-7.86,-1074.61,171007.24
2025-06-06,^NSEBANK,Equity 1x2 Spread,54941.30078125,56578.3984375,2.86,391.47,171398.71
2025-06-10,RELIANCE.NS,Equity 1x2 Spread,1422.5152587890625,1426.1834716796875,0.14,18.87,171417.58
2025-06-12,ICICIBANK.NS,Equity 1x2 Spread,1442.6683349609375,1414.2872314453125,-0.12,-16.52,171401.06
2025-06-20,^NSEI,Equity 1x2 Spread,24750.900390625,25112.400390625,1.34,183.4,171584.46
2025-06-23,^NSEBANK,Equity 1x2 Spread,56578.3984375,56059.3515625,-0.12,-16.45,171568.0
2025-06-25,RELIANCE.NS,Equity 1x2 Spread,1426.1834716796875,1454.737060546875,1.88,258.1,171826.1
2025-06-27,ICICIBANK.NS,Equity 1x2 Spread,1414.2872314453125,1451.00390625,2.48,339.53,172165.63
2025-07-07,^NSEI,Equity 1x2 Spread,25112.400390625,25461.30078125,1.27,174.24,172339.87
2025-07-08,^NSEBANK,Equity 1x2 Spread,56059.3515625,57256.30078125,2.02,276.59,172616.46
2025-07-14,ICICIBANK.NS,Equity 1x2 Spread,1451.00390625,1412.1041259765625,-0.12,-16.53,172599.93
2025-07-15,ETH-USD,Crypto 1.5x,2615.505859375,2944.1479248046876,18.49,2553.03,175152.96
2025-07-20,BTC-USD,Crypto 1.5x,107135.3359375,117300.7890625,13.87,1910.71,177063.67
2025-07-21,SOL-USD,Crypto 1.5x,163.950439453125,182.67375640869142,16.77,2349.87,179413.55
2025-07-22,^NSEI,Equity 1x2 Spread,25461.30078125,25060.900390625,-0.12,-16.54,179397.0
2025-07-29,ICICIBANK.NS,Equity 1x2 Spread,1412.1041259765625,1478.3927223132807,4.19,577.96,179974.96
2025-08-02,BTC-USD,Crypto 1.5x,117924.4765625,112028.252734375,-7.86,-1128.05,178846.91
2025-08-05,^NSEBANK,Equity 1x2 Spread,56952.75,55360.25,-0.12,-17.22,178829.69
2025-08-07,^NSEI,Equity 1x2 Spread,25219.900390625,24596.150390625,-0.12,-17.22,178812.47
2025-08-19,ICICIBANK.NS,Equity 1x2 Spread,1451.9962158203125,1436.300048828125,-0.12,-17.17,178795.3
2025-08-24,BTC-USD,Crypto 1.5x,117496.8984375,111622.053515625,-7.86,-1124.37,177670.93
2025-08-26,^NSEBANK,Equity 1x2 Spread,55510.75,54450.44921875,-0.12,-17.17,177653.76
2025-09-03,ICICIBANK.NS,Equity 1x2 Spread,1436.300048828125,1397.0,-0.12,-17.16,177636.6
2025-09-12,SOL-USD,Crypto 1.5x,200.24630737304688,229.05226364135743,21.22,3015.26,180651.86
2025-09-22,ETH-USD,Crypto 1.5x,4349.14599609375,4131.688696289062,-7.86,-1116.98,179534.88
2025-09-22,SOL-USD,Crypto 1.5x,242.30328369140625,230.18811950683593,-7.86,-1135.94,178398.94
2025-09-25,BTC-USD,Crypto 1.5x,115444.875,109672.63124999999,-7.86,-1135.94,177263.0
2025-10-01,ICICIBANK.NS,Equity 1x2 Spread,1421.5999755859375,1372.0,-0.12,-17.34,177245.66
2025-10-07,^NSEBANK,Equity 1x2 Spread,55284.75,56239.3515625,1.61,229.31,177474.96
2025-10-07,^NSEI,Equity 1x2 Spread,25202.349609375,25108.30078125,-0.12,-17.13,177457.84
2025-10-10,ETH-USD,Crypto 1.5x,4489.197265625,4264.73740234375,-7.86,-1114.52,176343.32
2025-10-23,^NSEI,Equity 1x2 Spread,25108.30078125,25891.400390625,3.0,425.74,176769.06
2025-11-27,^NSEBANK,Equity 1x2 Spread,58274.6484375,59737.30078125,2.39,337.97,177107.03
2025-12-09,RELIANCE.NS,Equity 1x2 Spread,1528.831298828125,1522.3612060546875,-0.12,-16.97,177090.06
2025-12-10,^NSEI,Equity 1x2 Spread,25884.80078125,25758.0,-0.12,-16.97,177073.09
2025-12-18,^NSEBANK,Equity 1x2 Spread,59348.25,58912.8515625,-0.12,-17.0,177056.09
2025-12-26,^NSEI,Equity 1x2 Spread,25758.0,26042.30078125,0.98,139.35,177195.44
2025-12-31,RELIANCE.NS,Equity 1x2 Spread,1535.201904296875,1563.172607421875,1.7,241.1,177436.54
2026-01-05,^NSEBANK,Equity 1x2 Spread,59069.19921875,60044.19921875,1.53,216.8,177653.34
2026-01-12,^NSEI,Equity 1x2 Spread,26042.30078125,25790.25,-0.12,-17.01,177636.33
2026-01-15,RELIANCE.NS,Equity 1x2 Spread,1563.172607421875,1452.086181640625,-0.12,-17.03,177619.3
2026-01-20,^NSEBANK,Equity 1x2 Spread,60044.19921875,59404.19921875,-0.12,-17.05,177602.24
