Ticker,Entry_Date,Exit_Date,S_entry,K1_Long,K2_Short,Breakeven,S_expiry,HV,RSI,Debit/unit,Debit_pct,Units,PnL/unit,PnL_Total,Return_%,Win,M1_Breakout,M2_Regime,F1_RSI,F2_Volume,F3_Trend,FlexScore,Capital
ABB.NS,2023-12-04,2024-01-18,4552.68,4555,4690,4615.5,4630.94,0.2844,75.1,60.5,1.329,1998426056984988854970396702933520708450063007856969475768600384793214976,15.45,3.0866025712816625e+73,25.53,True,1,1,1,1,1,3,6.075777782474777e+75
ABREL.NS,2023-12-04,2024-01-18,1316.2,1315,1355,1333.1,1382.12,0.3072,76.1,18.1,1.375,95564516956399223174487559059188459701888935491292095135689547072644579328,21.9,2.093269314187749e+75,121.05,True,1,1,1,1,1,3,8.855883751759874e+76
APOLLOTYRE.NS,2023-12-05,2024-01-19,443.01,445,455,449.47,486.28,0.3247,78.0,4.47,1.009,28501535965502968612178586764152458606044355689735520886826116548112446128128,5.53,1.5756845678563506e+77,123.63,True,1,1,1,0,1,2,6.529913600255366e+78
ADANIPOWER.NS,2023-12-05,2024-01-19,107.63,110,115,111.95,103.35,0.7147,85.8,1.95,1.815,1044190264133394913624756821564727746766334832947850798279287216479617941504,-1.95,-2.0400388223645815e+75,-100.0,False,1,1,0,1,1,2,9.99619022958645e+76
ANANTRAJ.NS,2023-12-05,2024-01-19,270.98,270,280,274.45,315.71,0.2011,73.1,4.45,1.644,1385261956199186212313858521829198424464899000953868202749819761432792662016,5.55,7.682273502862359e+75,124.5,True,1,1,1,0,1,2,3.161995764593375e+77
360ONE.NS,2023-12-05,2024-01-19,589.46,590,605,596.81,609.47,0.2508,77.1,6.81,1.155,69483575207066745471483691301612378046202651163436389709329027563754881024,8.19,5.690314245057814e+74,120.25,True,1,1,1,1,1,3,2.423014160451677e+76
ABREL.NS,2023-12-05,2024-01-19,1324.01,1325,1365,1342.85,1393.96,0.2887,73.9,17.85,1.348,99217906155912307816376606548430193707938515186109293992951260483676012544,22.15,2.1975394958845177e+75,124.07,True,1,1,1,0,1,2,9.075637701348326e+76
ASTERDM.NS,2023-12-05,2024-01-19,306.59,305,315,309.44,328.46,0.6873,73.5,4.44,1.447,54164488393891509965820612747031060219591609895463726970853498023138018983936,5.56,3.0140408940194296e+77,125.46,True,1,1,1,0,1,2,1.231344381625055e+79
ABSLAMC.NS,2023-12-05,2024-01-19,441.15,440,455,446.72,457.66,0.2037,61.6,6.72,1.523,341172718343827844968090563121760875158829553965761321190729824814158053376,8.28,2.8253570005993587e+75,123.26,True,1,1,1,1,1,3,1.174370457285023e+77
ANMOL.NS,2023-12-05,2024-01-19,61.35,60,65,62.2,59.8,0.3705,55.0,2.2,3.586,6785768093572305411458726189220512727084665962312831154881843957767170162688,-2.2,-1.4929535618126366e+76,-100.0,False,1,1,1,0,1,2,7.31547245288192e+77
ASIANENE.NS,2023-12-05,2024-01-19,239.97,240,245,242.28,276.67,0.4957,79.4,2.28,0.95,291796192858329627453337758056315431391185456273804309167009411640457527558144,2.72,7.935829796652534e+77,119.26,True,1,1,1,0,1,2,3.4063482210985e+79
ABB.NS,2023-12-05,2024-01-19,4764.9,4765,4910,4830.11,4739.19,0.3125,80.1,65.11,1.366,1866251546324053071650245861927946792709474502510907451635741686956556288,-65.11,-1.2151555564949555e+74,-100.0,False,1,1,0,1,1,2,5.9542622268252816e+75
ADANIPORTS.NS,2023-12-05,2024-01-19,999.67,1000,1030,1013.27,1137.18,0.5762,87.5,13.27,1.327,150771799088829051181431626374902188297454535035128370847475565860675911680,16.73,2.523125787617146e+75,126.15,True,1,1,0,1,1,2,1.0252453504000343e+77
AHLUCONT.NS,2023-12-05,2024-01-19,857.06,855,885,868.26,815.35,0.5912,79.6,13.26,1.547,64966559423161989348441383111892901024409383334929926594998947196054798336,-13.26,-8.613841833171539e+74,-100.0,False,1,1,1,0,1,2,4.2207824982540534e+76
ASIANENE.NS,2023-12-06,2024-01-23,249.99,250,255,252.28,274.92,0.5062,83.2,2.28,0.913,298427960497021218647744906959502079634908863058316332108381340136405762834432,2.72,8.108701582654061e+77,119.02,True,1,1,0,1,1,2,3.48743523692504e+79
360ONE.NS,2023-12-06,2024-01-23,629.54,630,650,638.89,600.02,0.3221,80.7,8.89,1.412,54515690150967141974085068012883092114942418284784633519261984815537192960,-8.89,-4.846028320903354e+74,-100.0,False,1,1,0,1,1,2,2.3745538772426434e+76
ANGELONE.NS,2023-12-06,2024-01-23,302.56,305,310,307.22,287.32,0.4835,57.2,2.22,0.733,9405421720652883282816841420840120454262465154320650350811249795182196948992,-2.22,-2.0857083717229665e+76,-100.0,False,1,1,1,1,1,3,1.0219971021442536e+78
APOLLOTYRE.NS,2023-12-06,2024-01-23,446.68,445,460,451.85,492.99,0.3207,75.1,6.85,1.534,19062968254074704399034855665923330807571172953588020541796633610988795461632,8.15,1.5534625180601326e+77,118.95,True,1,1,1,0,1,2,6.685259852061379e+78
ANMOL.NS,2023-12-06,2024-01-23,61.55,60,65,62.25,57.6,0.3702,63.0,2.25,3.653,6507054960856869126167093743772238259481177257536842376483629070934834413568,-2.25,-1.463094490576384e+76,-100.0,False,1,1,1,0,1,2,7.169163003824282e+77
ALKEM.NS,2023-12-06,2024-01-23,4608.96,4610,4745,4670.74,4696.63,0.2859,75.6,60.74,1.318,36955931367740874017042005364055881740344949934844147979943443801445498880,25.89,9.568760976445664e+74,42.63,True,1,1,1,0,1,2,1.1319559159588891e+77
AGSTRA.NS,2023-12-06,2024-01-23,97.9,100,105,101.94,113.4,0.798,74.0,1.94,1.985,612818294522709795797533255588330625519314500968794218192593375326839504896,3.06,1.8732070777308074e+75,157.3,True,1,1,1,0,1,2,6.141742682186788e+76
ADVENZYMES.NS,2023-12-06,2024-01-23,348.58,350,360,354.4,359.53,0.4055,66.5,4.4,1.262,287475525164508359682385996785906806169233090367618302810956168468575027200,5.14,1.4768271940642729e+75,116.82,True,1,1,1,1,1,3,6.468421291729184e+76
ADANIPOWER.NS,2023-12-06,2024-01-23,112.09,110,115,112.27,103.51,0.7193,87.2,2.27,2.021,882398097531243144160333859650832203990962278557440116743577114572159451136,-2.27,-1.99923804591729e+75,-100.0,False,1,1,0,1,1,2,9.796266424994721e+76
AAKASH.NS,2023-12-06,2024-01-23,8.9,10,15,10.34,9.35,0.5621,84.6,0.34,3.764,681902642210709487638081162180311793582905407768473703235859794224794828800,-0.34,-2.284433081835466e+74,-100.0,False,1,1,0,1,1,2,1.1193722100993781e+76
ADANIPORTS.NS,2023-12-06,2024-01-23,1004.46,1005,1035,1018.26,1122.03,0.5767,87.7,13.26,1.32,154677480421240288070935197611831839265745812278800110930111815299614375936,16.74,2.5898337118371405e+75,126.3,True,1,1,0,1,1,2,1.0511436875184056e+77
ABSLAMC.NS,2023-12-06,2024-01-23,443.3,445,455,449.44,450.79,0.2037,58.9,4.44,1.001,529432896402172170302066743503823486076333811775101869225637132283064352768,1.35,7.169547487274929e+74,30.53,True,1,1,1,1,1,3,1.181540004772298e+77
ABSLAMC.NS,2023-12-07,2024-01-24,445.59,445,460,451.62,447.4,0.198,60.2,6.62,1.485,357065970484619577708586542560637867222340338565211757272410347405773373440,-4.22,-1.505600813884037e+75,-63.71,False,1,1,1,0,1,2,1.1664839966334576e+77
ABREL.NS,2023-12-07,2024-01-24,1325.3,1325,1365,1342.99,1347.0,0.2787,68.0,17.99,1.358,100879693978705108638608782164919203832915911166017053601432844910247018496,4.0,4.0386860920454936e+74,22.25,True,1,1,1,0,1,2,9.116024562268782e+76
21STCENMGM.NS,2023-12-07,2024-01-24,25.37,25,30,25.63,38.54,0.0713,,0.63,2.498,3850,4.37,16809.88,688.89,True,1,1,0,1,1,2,138831.62
ARVIND.NS,2023-12-07,2024-01-24,222.43,220,230,224.61,291.68,0.3595,58.0,4.61,2.071,28883458707278569494758617992093362257422451145322643934860225602107889156096,5.39,1.5578605741273204e+77,117.09,True,1,1,1,0,1,2,6.808212540415414e+78
AMBIKCO.NS,2023-12-07,2024-01-24,1626.2,1625,1675,1647.56,1644.38,0.3251,61.3,22.56,1.387,72503853517981248169287191307184172038735541976805510108553881683390103552,-3.18,-2.3062818830639205e+74,-14.1,False,1,1,1,0,1,2,8.155083758943368e+76
AAKASH.NS,2023-12-07,2024-01-24,10.65,10,15,11.35,9.2,0.806,91.9,1.35,12.697,165564845807229962877450646820209431317778552696362835050512896996195434496,-1.35,-2.2387444201987563e+74,-100.0,False,1,1,0,1,1,2,1.0969847658973907e+76
ALKEM.NS,2023-12-07,2024-01-24,4768.61,4770,4910,4832.81,4875.99,0.2582,79.6,62.81,1.317,36043385917678061365395294444508656872364713541829611651270653059683844096,43.18,1.5562470926178434e+75,68.74,True,1,1,1,0,1,2,1.1475183868850676e+77
ANANTRAJ.NS,2023-12-07,2024-01-24,277.41,275,285,279.75,313.82,0.2212,73.2,4.75,1.711,1332348695228040249286400572559865937708914004555891975438024286894989246464,5.25,6.9994954230936524e+75,110.68,True,1,1,1,0,1,2,3.2319907188243115e+77
ALEMBICLTD.NS,2023-12-07,2024-01-24,88.89,90,95,91.89,88.21,0.3794,71.2,1.89,2.127,1333724635227313269017426733358366249442166357826880157759758079577332645888,-1.89,-2.5209641110921043e+75,-100.0,False,1,1,1,1,1,3,1.2352724144351312e+77
ADANIPORTS.NS,2023-12-07,2024-01-24,1025.87,1025,1055,1038.36,1105.75,0.5735,88.5,13.36,1.302,157374119941970880717295803154091259344910554889134497607221748965924929536,16.64,2.618936223222315e+75,124.58,True,1,1,0,1,1,2,1.0773330497506287e+77
AMJLAND.NS,2023-12-07,2024-01-24,40.16,40,45,41.86,40.96,0.674,57.1,1.86,4.636,637613692381775890254483686832282462010509244912610430656085157501938434048,-0.9,-5.759641967872591e+74,-48.51,False,1,1,1,0,1,2,5.878413546182395e+76
ALOKINDS.NS,2023-12-08,2024-01-25,23.3,25,30,26.01,32.25,0.5957,67.4,1.01,4.351,2273457736083662473713229141574024610195306918498858370661320724340419854336,3.99,9.062482109172805e+75,393.2,True,1,1,1,1,1,3,1.243028106714482e+77
ASIANENE.NS,2023-12-08,2024-01-25,259.51,260,265,262.27,296.61,0.5006,85.3,2.27,0.874,307497952368195191939000650207982220575488250655577483035633087534312175173632,2.73,8.400027144559679e+77,120.43,True,1,1,0,1,1,2,3.571435508370637e+79
AAKASH.NS,2023-12-08,2024-01-25,12.75,15,20,15.75,9.05,0.9727,94.5,0.75,5.857,293810589361780544765966628137824517004089142484680802175009464361368420352,-0.75,-2.1939695317947815e+74,-100.0,False,1,1,0,1,1,2,1.0750450705794428e+76
ANANTRAJ.NS,2023-12-08,2024-01-25,278.66,280,285,282.26,315.11,0.2212,70.7,2.26,0.811,2860245850606912788614810518191485458027987757159019866293251023598558117888,2.74,7.837247815385941e+75,121.24,True,1,1,1,1,1,3,3.310363196978171e+77
APTUS.NS,2023-12-08,2024-01-25,304.54,305,315,309.4,353.71,0.3309,70.2,4.4,1.446,29642081259943075588967343423042568784355286192078682895766722273595852062720,5.6,1.6589173006440145e+77,127.09,True,1,1,1,1,1,3,6.692345856815866e+78
AMBIKCO.NS,2023-12-11,2024-01-29,1700.26,1700,1750,1722.54,1655.14,0.3793,74.1,22.54,1.326,72354308800800575433016057252839689204351318231876069810510167011229696000,-22.54,-1.6310167517886739e+75,-100.0,False,1,1,1,1,1,3,7.9919820837645e+76
AHLUCONT.NS,2023-12-11,2024-01-29,858.91,860,885,870.96,817.9,0.6348,61.9,10.96,1.276,76994435029441946467706483911391627421873423622311352734160177059762012160,-10.96,-8.441564996508107e+74,-100.0,False,1,1,1,0,1,2,4.1363668482889726e+76
ADVENZYMES.NS,2023-12-11,2024-01-29,354.69,355,365,359.49,358.61,0.4135,74.5,4.49,1.266,288213931109729856981912332750032071082259610605858585735923309118234820608,-0.88,-2.5222469594014284e+74,-19.5,False,1,1,1,1,1,3,6.443198822135171e+76
AKASH.NS,2023-12-11,2024-01-29,38.3,40,45,41.52,39.9,0.7032,83.5,1.52,3.972,1285598365009125885399047486939547708534125012673454684117313274430275715072,-1.52,-1.9555145714855863e+75,-100.0,False,1,1,0,1,1,2,9.582021400279372e+76
ALANKIT.NS,2023-12-11,2024-01-29,15.2,15,20,16.15,19.4,0.5135,59.3,1.15,7.576,1696805320949606423282821134341300411380845892692106360226083897841209573376,3.25,5.512095354755031e+75,282.11,True,1,1,1,0,1,2,1.032044658619238e+77
APTUS.NS,2023-12-11,2024-01-29,316.08,315,325,319.58,354.62,0.3456,80.6,4.58,1.45,29207651411666562296579868120632273803558328359833873635637492238095384313856,5.42,1.582295969803483e+77,118.22,True,1,1,0,1,1,2,6.850575453796214e+78
ANMOL.NS,2023-12-11,2024-01-29,63.9,65,70,66.7,59.55,0.3863,80.7,1.7,2.657,8443855392329059190347885630904533964834274292436267385549147570468544315392,-1.7,-1.4338326007648565e+76,-100.0,False,1,1,0,1,1,2,7.025779743747796e+77
ASHOKA.NS,2023-12-11,2024-01-29,150.05,150,155,152.23,172.4,0.3881,60.1,2.23,1.485,146731860723615838066026398945162312549648434264331440549619317391147407507456,2.77,4.066898476949485e+77,124.38,True,1,1,1,1,1,3,1.675516264385148e+79
AAATECH.NS,2023-12-11,2024-01-29,81.1,80,85,82.18,92.68,0.6593,60.8,2.18,2.684,123442229966061610088404024492439659735842304832903277799442006465100906496,2.82,3.485114288246884e+74,129.7,True,1,1,1,1,1,3,1.3783497479105667e+76
AMDIND.NS,2023-12-11,2024-01-29,87.15,85,90,87.32,70.05,0.585,59.0,2.32,2.659,618930051216641765620486056049492708570705691619440358151075668581354045440,-2.32,-1.4343233752086586e+75,-100.0,False,1,1,1,0,1,2,7.028184538522427e+76
ARVEE.NS,2023-12-11,2024-01-29,190.2,190,195,192.11,164.8,1.0231,82.3,2.11,1.107,41368388092229701215380632589176771916264122435765086359739879885023987367936,-2.11,-8.708286415389926e+76,-100.0,False,1,1,0,1,1,2,4.267060343541064e+78
ALOKINDS.NS,2023-12-11,2024-01-29,23.35,25,30,26.01,32.05,0.5791,67.4,1.01,4.305,2473416991072718118578468223775651887833216654226443890249154884837033639936,3.99,9.881028741934627e+75,397.46,True,1,1,1,1,1,3,1.341838394133828e+77
20MICRONS.NS,2023-12-11,2024-01-29,186.44,185,190,187.35,166.47,0.4703,67.3,2.35,1.258,936,-2.35,-2195.18,-100.0,False,1,1,1,1,1,3,107594.69
AARON.NS,2023-12-11,2024-01-29,150.95,150,155,152.33,137.51,0.329,81.1,2.33,1.543,75898357235026516785489684750222623979055437024660229472587267530616209408,-2.33,-1.7677628744318174e+74,-100.0,False,1,1,0,1,1,2,8.662038084715905e+75
ANANTRAJ.NS,2023-12-11,2024-01-29,287.49,285,295,289.77,310.08,0.2371,81.3,4.77,1.658,1389074232585493176188694373001494188160156592799993051597268242344353726464,5.23,7.27001593189859e+75,109.81,True,1,1,0,1,1,2,3.383063356297157e+77
ALPA.NS,2023-12-11,2024-01-29,101.2,100,105,102.27,103.2,0.4222,62.2,2.27,2.246,1286401736613824210680831785213372808953085117574543002642064937571384819712,0.93,1.193010922397885e+75,40.81,True,1,1,1,1,1,3,1.4736654637138804e+77
AMBIKCO.NS,2023-12-12,2024-01-30,1727.01,1725,1780,1749.77,1650.5,0.3702,78.5,24.77,1.434,64521898220808220312674906522655615080551646175772736697211356498544820224,-24.77,-1.5983964167528998e+75,-100.0,False,1,1,1,1,1,3,7.83214244208921e+76
ALANKIT.NS,2023-12-12,2024-01-30,15.85,15,20,16.48,19.05,0.4988,58.8,1.48,9.333,1395290340903042233343553321149061420472973415194615315406722432286473584640,2.57,3.586835498896795e+75,173.77,True,1,1,1,1,1,3,1.067913013608206e+77
AAATECH.NS,2023-12-12,2024-01-30,82.91,85,90,86.87,92.97,0.6538,63.8,1.87,2.256,147401719045985330267857944713230445772977475229901586210452892478001381376,3.13,4.613386456478133e+74,167.35,True,1,1,1,1,1,3,1.424483612475348e+76
ALEMBICLTD.NS,2023-12-12,2024-01-30,92.69,95,100,96.79,89.17,0.4311,74.6,1.79,1.934,1378025141633824535932600392051684021564243861866347244985896958425139511296,-1.79,-2.4705448288702624e+75,-100.0,False,1,1,1,1,1,3,1.2105669661464286e+77
AMDIND.NS,2023-12-12,2024-01-30,90.4,90,95,92.14,72.7,0.5658,58.1,2.14,2.366,657283988085440501068152063489604184010341524884902888283196521237960458240,-2.14,-1.4056369077044853e+75,-100.0,False,1,1,1,1,1,3,6.887620847751979e+76
ARVEE.NS,2023-12-12,2024-01-30,201.2,200,205,202.13,160.5,1.0272,84.6,2.13,1.061,39994447019223114405602540397012663418812263160094710978421808186991883321344,-2.13,-8.534120687082128e+76,-100.0,False,1,1,0,1,1,2,4.181719136670243e+78
ANMOL.NS,2023-12-12,2024-01-30,64.05,65,70,66.73,60.5,0.3851,80.7,1.73,2.698,8132588253518727311950502347222968950769300639247205393189401746220630671360,-1.73,-1.4051559487495591e+76,-100.0,False,1,1,0,1,1,2,6.88526414887284e+77
ALPA.NS,2023-12-12,2024-01-30,106.0,105,110,107.25,100.85,0.4438,69.6,2.25,2.124,1308936642661097160760738889249321752482631390085362098897471754127104016384,-2.25,-2.9473309274277607e+75,-100.0,False,1,1,1,1,1,3,1.4441921544396027e+77
ALANKIT.NS,2023-12-13,2024-01-31,16.2,15,20,16.68,18.7,0.4969,65.5,1.68,10.347,1274206671997379782621063923180335851491873309700295776422087586714371489792,2.02,2.578739631316435e+75,120.74,True,1,1,1,1,1,3,1.0937004099213703e+77
ALPA.NS,2023-12-13,2024-01-31,108.4,110,115,111.92,100.2,0.3724,66.6,1.92,1.773,1502994786001743974853145932078706556838048271023976782705469562012328525824,-1.92,-2.8883843088792054e+75,-100.0,False,1,1,1,0,1,2,1.4153083113508105e+77
ADVENZYMES.NS,2023-12-13,2024-01-31,354.83,355,365,359.5,369.13,0.4088,73.1,4.5,1.268,286302575533434073127601007021583455305793632749386629648775016870309789696,5.5,1.5743859909073066e+75,122.17,True,1,1,1,0,1,2,6.600637421225901e+76
ARVIND.NS,2023-12-13,2024-01-31,228.19,230,235,232.18,307.64,0.3288,59.3,2.18,0.957,62330283239996242336709370723880231360995262145727535992832329289115671461888,2.82,1.7548716539167292e+77,128.88,True,1,1,1,1,1,3,6.983699705807087e+78
ARIHANTSUP.NS,2023-12-13,2024-01-31,274.62,275,285,279.29,381.95,0.2552,72.8,4.29,1.562,25947301947744830533048443668652094421291596147889868933822145249118963892224,5.71,1.481492980814701e+77,133.08,True,1,1,1,0,1,2,5.71433536788038e+78
ANMOL.NS,2023-12-13,2024-01-31,64.25,65,70,66.54,61.75,0.2502,80.9,1.54,2.39,8967685392206573252837017886981045492863742527715123354542881287808424607744,-1.54,-1.377052829774568e+76,-100.0,False,1,1,0,1,1,2,6.747558865895383e+77
AAATECH.NS,2023-12-13,2024-01-31,84.23,85,90,87.0,92.92,0.6537,71.5,2.0,2.375,142399009133557346267640418865492822469831934297437381259343240080329277440,3.0,4.270983231727171e+74,149.91,True,1,1,1,1,1,3,1.4671934447926197e+76
ARCHIES.NS,2023-12-14,2024-02-01,28.7,30,35,30.98,36.0,0.4002,75.2,0.98,3.422,85818501924233516347901358974763343641249481399436372128728688441819026948096,4.02,3.4480697036601225e+77,409.09,True,1,1,1,1,1,3,4.559083933123779e+78
AHLUCONT.NS,2023-12-14,2024-02-01,864.8,865,890,876.25,881.78,0.3937,59.3,11.25,1.301,73512605370898282106900371874087256410823904990645085957510953483739594752,5.53,4.063914471960784e+74,49.12,True,1,1,1,0,1,2,4.17700599300858e+76
AMBIKCO.NS,2023-12-14,2024-02-01,1736.58,1735,1790,1759.76,1670.12,0.3368,69.6,24.76,1.426,63259402343068872763973525650757556148724715834783001520771355004236726272,-24.76,-1.566428488417842e+75,-100.0,False,1,1,1,0,1,2,7.675499593247425e+76
ANGELONE.NS,2023-12-14,2024-02-01,307.51,310,315,312.23,324.67,0.4227,62.4,2.23,0.724,9179861961838305800263216091379835212931861583724055120502693252380374335488,2.77,2.545936776630646e+76,124.56,True,1,1,1,0,1,2,1.04745646991056e+78
ANMOL.NS,2023-12-14,2024-02-01,65.35,65,70,66.86,60.55,0.2401,95.0,1.86,2.848,7251563794698086834596983792220817284833902826683670871572872002694824329216,-1.86,-1.3495117731790767e+76,-100.0,False,1,1,0,1,1,2,6.612607688577475e+77
ANANTRAJ.NS,2023-12-14,2024-02-01,295.61,295,305,299.49,313.92,0.2592,83.0,4.49,1.52,1505634592762899785896347367935004837693709883197851916504049685849798868992,5.51,8.290219215034684e+75,122.53,True,1,1,0,1,1,2,3.465965548447504e+77
AMJLAND.NS,2023-12-14,2024-02-01,41.21,40,45,42.05,43.19,0.4223,57.6,2.05,4.976,573413420561478004245364103277482624609244397714407830845977477869060751360,1.14,6.550780544899215e+74,55.72,True,1,1,1,1,1,3,5.943921351631387e+76
21STCENMGM.NS,2023-12-14,2024-02-01,27.89,30,35,30.0,42.42,0.0104,,0.0,0.0,1843557729674275962644348019591856655768441850780984891319410973241562365952,5.0,9.21778864837138e+75,3.319772711998429e+74,True,1,1,0,1,1,2,9.21778864837138e+75
ADVENZYMES.NS,2023-12-14,2024-02-01,360.75,360,370,364.58,365.84,0.4106,79.5,4.58,1.268,288549147557825474622740465700982485310387120715301522364173399339288231936,1.26,3.641795394267068e+74,27.59,True,1,1,1,1,1,3,6.637055375168571e+76
AMDIND.NS,2023-12-14,2024-02-01,90.95,90,95,92.2,79.1,0.5575,67.3,2.2,2.418,626256952734759093635943539168273471273794159759780612583010375169705246720,-2.2,-1.3775241695503958e+75,-100.0,False,1,1,1,1,1,3,6.749868430796939e+76
AMBIKCO.NS,2023-12-15,2024-02-02,1746.77,1745,1800,1769.8,1669.79,0.3345,71.1,24.8,1.42,61904859373967068254585739544434402281413953628011499846957186730625597440,-24.8,-1.535099918649485e+75,-100.0,False,1,1,1,0,1,2,7.521989601382477e+76
AAATECH.NS,2023-12-15,2024-02-02,85.3,85,90,87.12,92.44,0.5266,76.3,2.12,2.48,138694932446476216139106037886731260384560736585618965551555229482154459136,2.88,4.000359732738571e+74,136.33,True,1,1,1,0,1,2,1.5071970421200054e+76
ALKEM.NS,2023-12-15,2024-02-02,4797.72,4800,4940,4862.71,4796.11,0.2515,68.6,62.71,1.307,36598266280327642876256692578996137484943937704762630358105478386291834880,-62.71,-2.2950367737701354e+75,-100.0,False,1,1,1,1,1,3,1.1245680191473662e+77
ARVIND.NS,2023-12-15,2024-02-02,242.79,245,250,247.19,304.66,0.4192,70.8,2.19,0.9,63905641508450635091583475056423669561238795188347208442886479984662931308544,2.81,1.798542134261114e+77,128.77,True,1,1,1,1,1,3,7.163553919233198e+78
ANANTRAJ.NS,2023-12-15,2024-02-02,297.26,295,305,299.73,322.09,0.2594,85.8,4.73,1.592,1464644594509349692140389894308488124204771719889290366147121599907828334592,5.27,7.714514848198488e+75,111.29,True,1,1,0,1,1,2,3.543110696929489e+77
AMDIND.NS,2023-12-15,2024-02-02,92.35,90,95,92.36,79.75,0.551,70.4,2.36,2.551,573063905991943022782885054412141873355056893841808496767051334284851806208,-2.36,-1.3499736861593878e+75,-100.0,False,1,1,1,0,1,2,6.614871062181e+76
AFFLE.NS,2023-12-15,2024-02-02,1213.2,1215,1250,1230.39,1230.6,0.2044,82.7,15.39,1.269,81000811727148477151204081295503460137304645610388482850426314764301893632,0.21,1.7008214240463712e+73,1.36,True,1,1,0,1,1,2,6.234713177144908e+76
ASHIMASYN.NS,2023-12-15,2024-02-02,19.05,20,25,21.17,21.85,0.7199,72.1,1.17,6.125,218042838050226097526402008781847797472997891691218372724569591173880341331968,0.68,1.489828230419053e+77,58.56,True,1,1,1,1,1,3,1.2868808349429643e+79
ANGELONE.NS,2023-12-15,2024-02-02,314.04,315,325,319.38,322.69,0.4179,61.5,4.38,1.396,4779697953296813470905607919337146770080020242000376652214155416664822251520,3.3,1.5786338459027242e+76,75.36,True,1,1,1,0,1,2,1.0632428083695874e+78
ALANKIT.NS,2023-12-15,2024-02-02,16.4,15,20,16.75,19.3,0.43,70.1,1.75,10.701,1246406363172084174303846425549501017606549497223873515565364486388020412416,2.55,3.1721455908646322e+75,145.02,True,1,1,1,1,1,3,1.1254218658300166e+77
ARCHIES.NS,2023-12-15,2024-02-02,31.2,30,35,31.96,34.95,0.4775,78.9,1.96,6.291,46454978410915843969875455952908646957936880831778670255898286244571780218880,2.99,1.3877049991389366e+77,152.19,True,1,1,1,1,1,3,4.697854433037673e+78
ANGELONE.NS,2023-12-18,2024-02-05,323.09,325,335,329.32,310.53,0.417,64.1,4.32,1.337,4922425039553000200380295866152407061756944618353641833556465258192875552768,-4.32,-2.1264856167391743e+76,-100.0,False,1,1,1,0,1,2,1.0419779522021956e+78
ADVENZYMES.NS,2023-12-18,2024-02-05,363.46,365,375,369.41,368.65,0.3877,76.9,4.41,1.213,301072427377672845043536851687245596920130418285167262270990149944122277888,-0.76,-2.2877419274518647e+74,-17.23,False,1,1,1,0,1,2,6.614177955894052e+76
ARE&M.NS,2023-12-18,2024-02-05,766.9,765,790,776.34,874.43,0.3576,72.0,11.34,1.478,7230080814167404439894055687632115799695728427700560448718554953650377064448,13.66,9.878571118151838e+76,120.52,True,1,1,1,0,1,2,4.197101169814855e+78
ALLDIGI.NS,2023-12-18,2024-02-05,609.89,610,630,618.88,681.4,0.3004,59.2,8.88,1.456,238808012885759768897940821527538575922676766886924086157879922018821865472,11.12,2.655298844465262e+75,125.2,True,1,1,1,1,1,3,1.0869836950696192e+77
AFFLE.NS,2023-12-18,2024-02-05,1245.8,1245,1285,1262.74,1195.0,0.2143,84.2,17.74,1.424,70275888503087904102438374603626904225094351385357170709386655527730151424,-17.74,-1.2469426354289817e+75,-100.0,False,1,1,0,1,1,2,6.110018913602011e+76
ABSLAMC.NS,2023-12-18,2024-02-05,453.94,455,470,461.35,457.66,0.1993,65.8,6.35,1.398,367546024478369881161820359407387026623735942278963539436116547979607801856,-3.68,-1.3538024124300078e+75,-58.03,False,1,1,1,1,1,3,1.1529459725091575e+77
ABB.NS,2023-12-18,2024-02-05,4805.99,4805,4950,4870.3,4294.56,0.3225,79.6,65.3,1.359,1823634661718401043081189654368477520437486216636527978458559905651490816,-65.3,-1.1908524453650565e+74,-100.0,False,1,1,1,0,1,2,5.835176982288776e+75
ARIHANTSUP.NS,2023-12-18,2024-02-05,284.35,285,295,289.35,378.03,0.3484,71.8,4.35,1.529,26289589919987146073044244386885488335144151962811095001236144519600488316928,5.65,1.4860919184226387e+77,130.03,True,1,1,1,1,1,3,5.862944559722644e+78
ARTEMISMED.NS,2023-12-19,2024-02-07,177.5,175,185,179.54,177.6,0.2724,65.9,4.54,2.555,25806411211364963357165073763644616305244306066814853260545225187707555151872,-1.94,-5.002866602647935e+76,-42.75,False,1,1,1,1,1,3,5.801697871808333e+78
ASTRAMICRO.NS,2023-12-19,2024-02-06,619.58,620,640,628.86,657.16,0.2906,77.5,8.86,1.429,35300736113976482503719262226212541998934985758983927586072996913710911979520,11.14,3.9342418161983276e+77,125.86,True,1,1,1,1,1,3,1.6022951214604674e+79
ALKEM.NS,2023-12-19,2024-02-06,4814.59,4815,4960,4879.79,4939.97,0.2388,68.3,64.79,1.346,34711807621893757792541905585593516246071470126814583498378051812170137600,60.17,2.088653475704911e+75,92.86,True,1,1,1,0,1,2,1.1454545539044153e+77
ARE&M.NS,2023-12-19,2024-02-06,767.58,770,790,778.92,871.05,0.3581,74.3,8.92,1.162,9407370752523741665632836365927624234764326575468856468939680693088006701056,11.08,1.0420539165417773e+77,124.14,True,1,1,1,0,1,2,4.301306561469033e+78
