Ticker,Entry_Date,Exit_Date,S_entry,K1_Long,K2_Short,Breakeven,S_expiry,Move_%,HV,RSI,Debit/unit,Debit_%S,Max_Profit,Units,PnL_Total,Return_%,Win,M1_Breakout,M2_Regime,F1_RSI,F2_Volume,F3_Trend,FlexScore
MARUTI.NS,2022-09-20,2022-11-07,9030.19,9030,9300,9149.06,9061.69,0.35,0.1751,61.5,119.06,1.319,2414.97,16,-1397.95,-73.38,False,1,1,1,0,1,2
ABFRL.NS,2022-09-21,2022-11-09,341.85,340,350,344.74,312.25,-8.66,0.2488,76.1,4.74,1.386,2220.8,422,-1999.2,-100.0,False,1,1,1,0,1,2
ABFRL.NS,2022-09-22,2022-11-10,344.75,345,355,349.47,313.7,-9.01,0.2483,76.6,4.47,1.297,2471.79,447,-1998.21,-100.0,False,1,1,1,0,1,2
MARUTI.NS,2022-09-22,2022-11-10,9128.25,9130,9400,9249.26,8832.51,-3.24,0.1815,74.2,119.26,1.306,2411.91,16,-1908.09,-100.0,False,1,1,1,0,1,2
TITAN.NS,2022-09-22,2022-11-10,2702.83,2705,2785,2740.48,2607.46,-3.53,0.2241,65.0,35.48,1.313,2493.05,56,-1986.95,-100.0,False,1,1,1,0,1,2
ANANTRAJ.NS,2022-09-30,2022-11-18,96.5,95,100,97.21,106.1,9.94,0.7209,55.7,2.21,2.294,2515.76,903,2515.76,125.84,True,1,1,1,1,1,3
ABFRL.NS,2022-09-30,2022-11-18,349.1,350,360,354.44,305.5,-12.49,0.3653,61.9,4.44,1.272,2501.99,450,-1998.01,-100.0,False,1,1,1,0,1,2
ANANTRAJ.NS,2022-10-04,2022-11-22,101.08,100,105,102.17,101.18,0.1,0.7727,59.6,2.17,2.147,2605.98,921,-915.84,-45.81,False,1,1,1,1,1,3
APOLLO.NS,2022-10-04,2022-11-22,18.34,20,25,20.89,24.51,33.63,0.6643,64.6,0.89,4.873,9185.44,2237,8093.8,404.78,True,1,1,1,0,1,2
APARINDS.NS,2022-10-04,2022-11-22,1402.86,1405,1445,1422.65,1452.46,3.54,0.5789,69.6,17.65,1.258,2525.82,113,2525.82,126.66,True,1,1,1,1,1,3
APOLLO.NS,2022-10-06,2022-11-23,18.93,20,25,21.08,24.25,28.1,0.6689,66.1,1.08,5.699,7265.65,1853,5880.46,294.12,True,1,1,1,0,1,2
ANANTRAJ.NS,2022-10-06,2022-11-23,103.26,105,110,106.98,100.33,-2.84,0.7734,63.3,1.98,1.921,3040.7,1008,-1999.3,-100.0,False,1,1,1,1,1,3
APLAPOLLO.NS,2022-10-06,2022-11-23,1125.64,1125,1160,1140.75,1122.97,-0.24,0.3328,63.6,15.75,1.399,2425.32,126,-1984.68,-100.0,False,1,1,1,1,1,3
APARINDS.NS,2022-10-06,2022-11-23,1439.17,1440,1480,1457.74,1435.16,-0.28,0.5804,68.3,17.74,1.233,2492.71,112,-1987.29,-100.0,False,1,1,1,1,1,3
APOLLO.NS,2022-10-07,2022-11-24,19.1,20,25,21.13,24.57,28.65,0.6689,71.7,1.13,5.925,6835.6,1767,6070.33,303.61,True,1,1,1,0,1,2
APLAPOLLO.NS,2022-10-07,2022-11-24,1136.43,1135,1170,1150.85,1086.45,-4.4,0.3225,64.5,15.85,1.395,2412.82,126,-1997.18,-100.0,False,1,1,1,0,1,2
APOLLO.NS,2022-10-12,2022-11-29,19.86,20,25,21.47,27.2,37.0,0.8016,66.0,1.47,7.4,4805.37,1361,4805.37,240.31,True,1,1,1,1,1,3
APOLLO.NS,2022-10-13,2022-11-30,21.58,20,25,21.99,27.46,27.27,0.8408,70.9,1.99,9.229,3020.66,1004,3020.66,151.08,True,1,1,1,1,1,3
APOLLO.NS,2022-10-14,2022-12-01,23.61,25,30,26.35,26.86,13.74,0.8817,80.8,1.35,5.706,5420.51,1484,757.62,37.89,True,1,1,0,1,1,2
ANANTRAJ.NS,2022-10-17,2022-12-02,107.49,105,110,107.28,101.33,-5.74,0.7526,75.8,2.28,2.12,2386.12,877,-1998.88,-100.0,False,1,1,1,1,1,3
APARINDS.NS,2022-10-17,2022-12-02,1444.74,1445,1490,1464.81,1540.55,6.63,0.5997,70.2,19.81,1.372,2518.52,100,2518.52,127.1,True,1,1,1,1,1,3
APARINDS.NS,2022-10-18,2022-12-05,1466.58,1465,1510,1484.94,1529.61,4.3,0.6,74.5,19.94,1.359,2506.31,100,2506.31,125.71,True,1,1,1,0,1,2
APARINDS.NS,2022-10-19,2022-12-06,1497.9,1500,1545,1519.8,1576.52,5.25,0.5761,80.1,19.8,1.322,2519.57,100,2519.57,127.22,True,1,1,0,1,1,2
ANANTRAJ.NS,2022-10-20,2022-12-07,107.94,110,115,111.97,100.53,-6.86,0.8023,73.8,1.97,1.828,3065.76,1013,-1999.24,-100.0,False,1,1,1,1,1,3
ARVINDFASN.NS,2022-10-24,2022-12-09,340.1,340,350,344.47,324.63,-4.55,0.513,68.5,4.47,1.314,2472.86,447,-1997.14,-100.0,False,1,1,1,0,1,2
ICICIBANK.NS,2022-10-24,2022-12-09,903.92,905,930,916.19,907.43,0.39,0.2434,74.6,11.19,1.238,2458.05,178,-1558.67,-78.25,False,1,1,1,0,1,2
APARINDS.NS,2022-10-25,2022-12-12,1502.49,1500,1550,1522.18,1573.29,4.71,0.5616,61.2,22.18,1.476,2504.11,90,2504.11,125.46,True,1,1,1,0,1,2
ARVINDFASN.NS,2022-10-27,2022-12-13,369.24,370,380,374.47,331.57,-10.2,0.4339,77.6,4.47,1.21,2473.06,447,-1996.94,-100.0,False,1,1,1,1,1,3
ANANTRAJ.NS,2022-10-27,2022-12-13,109.48,110,115,112.07,106.69,-2.54,0.7814,58.4,2.07,1.894,2820.66,964,-1999.34,-100.0,False,1,1,1,0,1,2
APARINDS.NS,2022-10-27,2022-12-13,1504.93,1505,1550,1524.97,1672.33,11.12,0.553,58.0,19.97,1.327,2502.63,100,2502.63,125.3,True,1,1,1,0,1,2
ANANTRAJ.NS,2022-10-28,2022-12-14,114.1,115,120,117.06,109.08,-4.4,0.7611,64.5,2.06,1.807,2847.02,969,-1997.98,-100.0,False,1,1,1,0,1,2
MARUTI.NS,2022-10-28,2022-12-14,9216.31,9215,9495,9340.73,8390.12,-8.96,0.2766,75.2,125.73,1.364,2314.07,15,-1885.93,-100.0,False,1,1,1,1,1,3
ABFRL.NS,2022-10-31,2022-12-15,353.9,355,365,359.41,308.55,-12.81,0.2799,65.9,4.41,1.245,2540.08,454,-1999.92,-100.0,False,1,1,1,1,1,3
MARUTI.NS,2022-10-31,2022-12-15,9250.34,9250,9530,9375.61,8334.34,-9.9,0.2701,74.3,125.61,1.358,2315.81,15,-1884.19,-100.0,False,1,1,1,1,1,3
TITAN.NS,2022-10-31,2022-12-15,2726.43,2725,2810,2763.1,2490.66,-8.65,0.2564,63.7,38.1,1.397,2438.9,52,-1981.1,-100.0,False,1,1,1,0,1,2
ABFRL.NS,2022-11-01,2022-12-16,358.15,360,370,364.31,303.35,-15.3,0.2602,79.1,4.31,1.204,2633.34,463,-1996.66,-100.0,False,1,1,1,1,1,3
ARVINDFASN.NS,2022-11-01,2022-12-16,371.37,370,385,376.67,320.67,-13.65,0.4312,72.1,6.67,1.796,2490.61,299,-1994.39,-100.0,False,1,1,1,0,1,2
TITAN.NS,2022-11-03,2022-12-20,2728.55,2730,2810,2765.73,2476.29,-9.25,0.2398,79.0,35.73,1.31,2434.61,55,-1965.39,-100.0,False,1,1,1,0,1,2
TITAN.NS,2022-11-04,2022-12-21,2734.52,2735,2815,2770.88,2457.98,-10.11,0.2398,78.0,35.88,1.312,2426.78,55,-1973.22,-100.0,False,1,1,1,0,1,2
ANANTRAJ.NS,2022-11-04,2022-12-21,114.2,115,120,117.08,104.71,-8.32,0.5097,64.6,2.08,1.823,2801.91,960,-1998.09,-100.0,False,1,1,1,0,1,2
APOLLOTYRE.NS,2022-11-07,2022-12-22,287.41,285,295,289.76,302.27,5.17,0.2311,75.0,4.76,1.655,2201.98,420,2201.98,110.21,True,1,1,1,1,1,3
ANANTRAJ.NS,2022-11-09,2022-12-23,114.75,115,120,117.13,89.39,-22.1,0.4994,62.6,2.13,1.859,2686.24,937,-1998.76,-100.0,False,1,1,1,0,1,2
ANANTRAJ.NS,2022-11-11,2022-12-27,115.94,115,120,117.25,97.55,-15.87,0.5017,64.0,2.25,1.939,2446.68,889,-1998.32,-100.0,False,1,1,1,0,1,2
APOLLO.NS,2022-11-14,2022-12-28,23.8,25,30,26.06,26.63,11.87,0.5222,62.0,1.06,4.444,7450.8,1890,1078.26,53.93,True,1,1,1,0,1,2
APARINDS.NS,2022-11-15,2022-12-29,1563.42,1565,1610,1584.93,1719.73,10.0,0.5566,59.9,19.93,1.275,2506.99,100,2506.99,125.79,True,1,1,1,1,1,3
APOLLO.NS,2022-11-15,2022-12-29,24.31,25,30,26.06,27.75,14.14,0.4203,59.5,1.06,4.353,7445.92,1889,3198.17,159.98,True,1,1,1,0,1,2
ANANTRAJ.NS,2022-11-15,2022-12-29,117.68,120,125,121.96,104.66,-11.07,0.5079,67.4,1.96,1.662,3111.4,1022,-1998.6,-100.0,False,1,1,1,0,1,2
APOLLO.NS,2022-11-21,2023-01-04,24.68,25,30,26.2,31.71,28.52,0.423,72.6,1.2,4.883,6295.93,1659,6295.93,314.94,True,1,1,1,1,1,3
ICICIBANK.NS,2022-11-23,2023-01-06,905.04,905,930,915.96,849.08,-6.18,0.1274,65.2,10.96,1.211,2554.91,182,-1995.09,-100.0,False,1,1,1,0,1,2
ICICIBANK.NS,2022-11-24,2023-01-09,916.17,915,945,927.9,852.25,-6.98,0.1343,68.3,12.9,1.408,2632.79,154,-1987.21,-100.0,False,1,1,1,0,1,2
APOLLO.NS,2022-11-25,2023-01-10,24.69,25,30,26.12,30.76,24.59,0.3755,61.0,1.12,4.531,6940.01,1788,6940.01,347.0,True,1,1,1,0,1,2
APOLLOTYRE.NS,2022-11-28,2023-01-11,298.83,300,310,304.34,305.04,2.08,0.461,56.2,4.34,1.453,2603.17,460,323.37,16.19,True,1,1,1,1,1,3
APOLLO.NS,2022-11-28,2023-01-11,25.92,25,30,26.7,32.29,24.59,0.3904,74.3,1.7,6.576,3865.6,1173,3865.6,193.34,True,1,1,1,1,1,3
ABCAPITAL.NS,2022-11-28,2023-01-11,137.05,135,140,137.47,147.0,7.26,0.2863,66.9,2.47,1.806,2040.26,808,2040.26,102.03,True,1,1,1,1,1,3
ICICIBANK.NS,2022-11-29,2023-01-12,923.88,925,950,935.74,839.86,-9.09,0.1261,71.4,10.74,1.163,2652.22,186,-1997.78,-100.0,False,1,1,1,0,1,2
ABCAPITAL.NS,2022-11-29,2023-01-12,144.1,145,150,147.1,146.3,1.53,0.3222,72.4,2.1,1.461,2750.35,950,-764.65,-38.24,False,1,1,1,1,1,3
APOLLOTYRE.NS,2022-11-29,2023-01-12,301.17,300,310,304.53,302.94,0.59,0.4612,60.3,4.53,1.504,2412.43,441,-700.37,-35.06,False,1,1,1,0,1,2
APOLLO.NS,2022-11-29,2023-01-12,27.2,25,30,27.33,31.88,17.21,0.3996,77.8,2.33,8.565,2290.95,858,2290.95,114.6,True,1,1,1,1,1,3
ABCAPITAL.NS,2022-11-30,2023-01-13,145.35,145,150,147.25,148.95,2.48,0.3222,76.7,2.25,1.55,2436.03,887,1504.68,75.27,True,1,1,1,0,1,2
APOLLO.NS,2022-11-30,2023-01-13,27.46,25,30,27.46,33.38,21.54,0.3903,78.3,2.46,8.959,2062.19,812,2062.19,103.22,True,1,1,1,0,1,2
APOLLOTYRE.NS,2022-11-30,2023-01-13,302.42,300,310,304.63,306.57,1.37,0.461,62.2,4.63,1.531,2314.57,431,837.51,41.97,True,1,1,1,0,1,2
ICICIBANK.NS,2022-11-30,2023-01-13,929.88,930,960,942.53,852.35,-8.34,0.1268,73.2,12.53,1.347,2778.06,159,-1991.94,-100.0,False,1,1,1,1,1,3
ABCAPITAL.NS,2022-12-01,2023-01-16,145.7,145,150,147.3,147.65,1.34,0.3201,79.1,2.3,1.576,2355.56,871,308.7,15.44,True,1,1,1,0,1,2
ABCAPITAL.NS,2022-12-02,2023-01-17,151.7,150,155,152.41,146.95,-3.13,0.3369,81.6,2.41,1.589,2147.06,829,-1997.94,-100.0,False,1,1,0,1,1,2
APLAPOLLO.NS,2022-12-02,2023-01-17,1173.34,1175,1210,1190.6,1130.49,-3.65,0.3402,68.5,15.6,1.329,2483.47,128,-1996.53,-100.0,False,1,1,1,1,1,3
APOLLOTYRE.NS,2022-12-02,2023-01-17,305.04,305,315,309.45,305.09,0.02,0.4549,69.0,4.45,1.458,2493.45,449,-1955.39,-97.94,False,1,1,1,0,1,2
ABCAPITAL.NS,2022-12-05,2023-01-18,158.65,160,165,162.1,148.15,-6.62,0.3465,89.8,2.1,1.326,2751.22,950,-1998.78,-100.0,False,1,1,0,1,1,2
APOLLO.NS,2022-12-05,2023-01-18,27.78,30,35,30.65,34.11,22.76,0.3776,71.7,0.65,2.349,13320.57,3064,10578.84,529.09,True,1,1,1,0,1,2
APARINDS.NS,2022-12-06,2023-01-19,1576.52,1575,1625,1597.36,1657.58,5.14,0.4754,59.4,22.36,1.418,2459.9,89,2459.9,123.61,True,1,1,1,0,1,2
APARINDS.NS,2022-12-07,2023-01-20,1599.77,1600,1650,1622.27,1662.9,3.95,0.4705,59.0,22.27,1.392,2468.22,89,2468.22,124.55,True,1,1,1,1,1,3
HDFCBANK.NS,2022-12-12,2023-01-25,778.05,780,800,788.37,780.37,0.3,0.1137,68.3,8.37,1.076,2767.72,238,-1904.15,-95.58,False,1,1,1,0,1,2
APARINDS.NS,2022-12-13,2023-01-27,1672.33,1670,1725,1694.68,1463.45,-12.49,0.414,79.0,24.68,1.476,2455.92,81,-1999.08,-100.0,False,1,1,1,1,1,3
HDFCBANK.NS,2022-12-13,2023-01-27,780.2,780,805,790.39,764.82,-1.97,0.1138,68.4,10.39,1.332,2804.81,192,-1995.19,-100.0,False,1,1,1,0,1,2
APOLLO.NS,2022-12-14,2023-01-30,27.83,30,35,30.72,32.28,16.02,0.3992,69.7,0.72,2.575,11955.14,2791,4373.03,218.67,True,1,1,1,1,1,3
HDFCBANK.NS,2022-12-14,2023-01-30,786.81,785,810,795.9,764.04,-2.89,0.1137,65.3,10.9,1.385,2580.67,183,-1994.33,-100.0,False,1,1,1,0,1,2
APOLLO.NS,2022-12-15,2023-01-31,27.94,30,35,30.73,31.82,13.88,0.3897,69.6,0.73,2.598,11770.48,2754,3010.52,150.56,True,1,1,1,0,1,2
APOLLOTYRE.NS,2022-12-19,2023-02-02,310.11,310,320,314.47,316.75,2.14,0.2862,64.3,4.47,1.44,2473.91,447,1021.45,51.17,True,1,1,1,0,1,2
APARINDS.NS,2022-12-19,2023-02-02,1685.53,1685,1735,1707.54,1970.05,16.88,0.3868,77.7,22.54,1.337,2416.62,88,2416.62,121.84,True,1,1,1,0,1,2
APOLLOTYRE.NS,2022-12-20,2023-02-03,312.88,315,320,317.25,315.56,0.86,0.2852,66.0,2.25,0.719,2441.43,888,-1504.79,-75.29,False,1,1,1,0,1,2
APARINDS.NS,2022-12-28,2023-02-13,1716.06,1715,1770,1739.62,2254.96,31.4,0.4192,61.8,24.62,1.435,2460.72,81,2460.72,123.39,True,1,1,1,0,1,2
APARINDS.NS,2022-12-29,2023-02-14,1719.73,1720,1770,1742.53,2274.35,32.25,0.3734,67.2,22.53,1.31,2417.74,88,2417.74,121.97,True,1,1,1,0,1,2
APARINDS.NS,2022-12-30,2023-02-15,1752.27,1750,1805,1774.83,2263.36,29.17,0.3757,68.3,24.83,1.417,2413.95,80,2413.95,121.54,True,1,1,1,0,1,2
APOLLO.NS,2022-12-30,2023-02-15,29.13,30,35,31.3,33.17,13.86,0.5044,62.3,1.3,4.472,5671.3,1534,2866.86,143.44,True,1,1,1,1,1,3
APOLLO.NS,2023-01-02,2023-02-16,30.51,30,35,31.75,32.64,6.99,0.5196,63.6,1.75,5.741,3706.41,1141,1016.78,50.87,True,1,1,1,1,1,3
APOLLOTYRE.NS,2023-01-02,2023-02-16,313.69,315,325,319.26,319.33,1.8,0.2482,58.8,4.26,1.357,2693.54,469,34.72,1.74,True,1,1,1,0,1,2
APARINDS.NS,2023-01-02,2023-02-16,1782.66,1785,1835,1807.43,2354.1,32.06,0.374,63.1,22.43,1.258,2453.7,89,2453.7,122.91,True,1,1,1,0,1,2
APOLLO.NS,2023-01-03,2023-02-17,30.62,30,35,31.78,32.45,5.98,0.5182,63.3,1.78,5.829,3601.27,1120,743.13,37.18,True,1,1,1,0,1,2
APOLLO.NS,2023-01-04,2023-02-20,31.71,30,35,32.14,32.68,3.05,0.5202,66.5,2.14,6.758,2665.39,933,503.32,25.17,True,1,1,1,1,1,3
ANANDRATHI.NS,2023-01-05,2023-02-21,179.33,180,185,182.13,191.76,6.93,0.1859,77.4,2.13,1.189,2686.43,937,2686.43,134.42,True,1,1,1,1,1,3
APARINDS.NS,2023-01-05,2023-02-21,1800.25,1800,1855,1824.69,2236.88,24.25,0.3938,67.0,24.69,1.371,2455.15,81,2455.15,122.77,True,1,1,1,1,1,3
APOLLOTYRE.NS,2023-01-05,2023-02-21,323.25,325,335,329.3,314.65,-2.66,0.3179,59.7,4.3,1.329,2651.87,465,-1998.13,-100.0,False,1,1,1,1,1,3
APOLLO.NS,2023-01-05,2023-02-21,33.3,35,40,36.26,32.07,-3.67,0.54,76.8,1.26,3.784,5935.65,1587,-1999.35,-100.0,False,1,1,1,1,1,3
ANANDRATHI.NS,2023-01-09,2023-02-23,184.34,185,190,187.15,188.64,2.33,0.1924,82.8,2.15,1.169,2640.31,928,1380.6,69.04,True,1,1,0,1,1,2
ANANDRATHI.NS,2023-01-13,2023-03-01,188.83,190,195,192.11,185.22,-1.91,0.2086,86.1,2.11,1.117,2741.21,948,-1998.79,-100.0,False,1,1,0,1,1,2
APOLLO.NS,2023-01-13,2023-03-01,33.38,35,40,36.3,30.66,-8.15,0.5567,79.1,1.3,3.897,5685.97,1537,-1999.03,-100.0,False,1,1,1,0,1,2
ANANDRATHI.NS,2023-01-16,2023-03-02,193.74,195,200,197.12,189.03,-2.43,0.2159,87.3,2.12,1.093,2721.91,944,-1998.09,-100.0,False,1,1,0,1,1,2
ANANTRAJ.NS,2023-01-17,2023-03-03,118.93,120,125,122.07,114.75,-3.51,0.6569,75.3,2.07,1.741,2826.85,965,-1998.15,-100.0,False,1,1,1,0,1,2
ANANDRATHI.NS,2023-01-17,2023-03-03,198.2,200,205,202.07,191.59,-3.33,0.2211,90.9,2.07,1.042,2840.58,968,-1999.42,-100.0,False,1,1,0,1,1,2
APOLLO.NS,2023-01-17,2023-03-03,34.02,35,40,36.49,31.71,-6.79,0.5845,74.6,1.49,4.37,4725.54,1345,-1999.46,-100.0,False,1,1,1,0,1,2
ANANTRAJ.NS,2023-01-18,2023-03-06,119.32,120,125,122.1,115.3,-3.37,0.6554,72.1,2.1,1.759,2761.92,952,-1998.08,-100.0,False,1,1,1,0,1,2
APOLLO.NS,2023-01-18,2023-03-06,34.11,35,40,36.51,31.3,-8.22,0.5829,72.7,1.51,4.415,4640.26,1328,-1999.74,-100.0,False,1,1,1,0,1,2
ANANDRATHI.NS,2023-01-18,2023-03-06,199.63,200,205,202.24,191.99,-3.83,0.2188,90.8,2.24,1.124,2455.1,891,-1999.9,-100.0,False,1,1,0,1,1,2
APLAPOLLO.NS,2023-01-18,2023-03-06,1176.71,1175,1210,1190.9,1234.02,4.87,0.3779,65.0,15.9,1.351,2388.01,125,2388.01,120.18,True,1,1,1,1,1,3
ANANTRAJ.NS,2023-01-19,2023-03-08,121.21,120,125,122.24,114.5,-5.54,0.6356,67.3,2.24,1.846,2466.31,893,-1998.69,-100.0,False,1,1,1,0,1,2
ANANDRATHI.NS,2023-01-19,2023-03-08,206.29,205,210,207.46,194.75,-5.59,0.2146,92.2,2.46,1.194,2060.48,812,-1999.52,-100.0,False,1,1,0,1,1,2
APOLLO.NS,2023-01-19,2023-03-08,35.79,35,40,36.92,30.95,-13.53,0.5492,73.3,1.92,5.364,3206.53,1041,-1998.47,-100.0,False,1,1,1,1,1,3
APLAPOLLO.NS,2023-01-20,2023-03-09,1184.43,1185,1220,1200.72,1198.29,1.17,0.3251,69.3,15.72,1.327,2448.88,127,-308.75,-15.47,False,1,1,1,0,1,2
APOLLO.NS,2023-01-20,2023-03-09,36.24,35,40,37.03,31.52,-13.0,0.4881,71.4,2.03,5.605,2921.44,984,-1998.56,-100.0,False,1,1,1,0,1,2
HDFCBANK.NS,2023-01-23,2023-03-10,791.94,790,815,801.22,751.97,-5.05,0.1575,57.9,11.22,1.416,2453.36,178,-1996.64,-100.0,False,1,1,1,0,1,2
HDFCBANK.NS,2023-01-24,2023-03-13,802.55,805,825,813.69,742.46,-7.49,0.1631,70.8,8.69,1.083,2601.09,230,-1998.91,-100.0,False,1,1,1,1,1,3
APARINDS.NS,2023-02-01,2023-03-20,1901.84,1900,1960,1925.18,2242.64,17.92,0.9977,55.2,25.18,1.324,2750.71,79,2750.71,138.28,True,1,1,1,1,1,3
APARINDS.NS,2023-02-02,2023-03-21,1970.05,1970,2030,1995.14,2224.56,12.92,1.0026,59.0,25.14,1.276,2754.16,79,2754.16,138.69,True,1,1,1,1,1,3
APOLLOTYRE.NS,2023-02-06,2023-03-23,323.3,325,335,329.28,296.16,-8.39,0.2871,63.9,4.28,1.323,2672.59,467,-1997.41,-100.0,False,1,1,1,0,1,2
APARINDS.NS,2023-02-07,2023-03-24,2171.35,2170,2235,2196.81,2275.72,4.81,1.1222,68.4,26.81,1.235,2826.02,74,2826.02,142.44,True,1,1,1,1,1,3
APARINDS.NS,2023-02-08,2023-03-27,2172.72,2175,2240,2201.71,2238.34,3.02,1.1222,68.9,26.71,1.229,2833.75,74,2711.21,137.19,True,1,1,1,0,1,2
APLAPOLLO.NS,2023-02-09,2023-03-28,1188.09,1190,1225,1205.47,1190.42,0.2,0.2473,56.4,15.47,1.302,2519.02,129,-1942.07,-97.3,False,1,1,1,0,1,2
APLAPOLLO.NS,2023-02-13,2023-03-31,1189.48,1190,1225,1205.66,1192.99,0.3,0.2501,62.5,15.66,1.317,2455.97,127,-1609.14,-80.9,False,1,1,1,0,1,2
APARINDS.NS,2023-02-13,2023-03-31,2254.96,2255,2325,2283.84,2447.86,8.55,1.1108,75.7,28.84,1.279,2839.96,69,2839.96,142.71,True,1,1,1,0,1,2
APLAPOLLO.NS,2023-02-14,2023-04-03,1205.12,1205,1240,1220.77,1167.75,-3.1,0.2471,70.2,15.77,1.308,2423.18,126,-1986.82,-100.0,False,1,1,1,1,1,3
APARINDS.NS,2023-02-14,2023-04-03,2274.35,2275,2345,2303.88,2540.31,11.69,1.099,75.1,28.88,1.27,2837.09,69,2837.09,142.36,True,1,1,1,0,1,2
APLAPOLLO.NS,2023-02-15,2023-04-05,1218.72,1220,1255,1235.61,1177.65,-3.37,0.2438,73.1,15.61,1.281,2482.12,128,-1997.88,-100.0,False,1,1,1,1,1,3
APLAPOLLO.NS,2023-02-16,2023-04-06,1307.6,1310,1345,1325.72,1185.82,-9.31,0.3166,87.6,15.72,1.202,2448.73,127,-1996.27,-100.0,False,1,1,0,1,1,2
APARINDS.NS,2023-04-05,2023-05-24,2637.2,2635,2715,2670.9,2710.25,2.77,0.4685,75.0,35.9,1.361,2425.43,55,2164.09,109.6,True,1,1,1,1,1,3
ANANTRAJ.NS,2023-04-05,2023-05-24,132.55,135,140,136.99,140.11,5.7,0.4985,74.2,1.99,1.501,3025.6,1005,3025.6,151.32,True,1,1,1,1,1,3
APTECHT.NS,2023-04-05,2023-05-24,246.77,245,255,249.53,312.82,26.76,0.4392,87.8,4.53,1.836,2411.89,441,2411.89,120.71,True,1,1,0,1,1,2
ANANTRAJ.NS,2023-04-06,2023-05-25,134.84,135,140,137.18,142.99,6.05,0.4996,73.8,2.18,1.616,2590.17,918,2590.17,129.52,True,1,1,1,0,1,2
APTECHT.NS,2023-04-06,2023-05-25,266.3,265,275,269.48,323.89,21.63,0.5044,90.1,4.48,1.684,2460.45,446,2460.45,123.05,True,1,1,0,1,1,2
APARINDS.NS,2023-04-06,2023-05-25,2661.73,2660,2740,2695.89,2672.58,0.41,0.4686,74.7,35.89,1.348,2425.92,55,-1282.41,-64.96,False,1,1,1,1,1,3
APTECHT.NS,2023-04-10,2023-05-26,268.72,270,275,272.24,361.71,34.6,0.5018,88.6,2.24,0.834,2462.06,892,2462.06,123.23,True,1,1,0,1,1,2
ANANTRAJ.NS,2023-04-11,2023-05-29,137.02,135,140,137.36,150.05,9.51,0.4933,73.7,2.36,1.723,2232.25,846,2232.25,111.74,True,1,1,1,0,1,2
ANANTRAJ.NS,2023-04-13,2023-05-31,140.85,140,145,142.29,151.19,7.34,0.4281,78.5,2.29,1.622,2375.6,875,2375.6,118.82,True,1,1,1,0,1,2
ANANDRATHI.NS,2023-04-13,2023-05-31,208.15,210,215,212.03,211.93,1.81,0.1808,76.5,2.03,0.975,2925.28,985,-102.7,-5.14,False,1,1,1,1,1,3
APARINDS.NS,2023-04-13,2023-05-31,2709.66,2710,2790,2745.78,2716.06,0.24,0.4759,83.4,35.78,1.32,2432.34,55,-1634.2,-83.05,False,1,1,0,1,1,2
ANANDRATHI.NS,2023-04-17,2023-06-01,208.74,210,215,212.11,209.77,0.49,0.1785,73.5,2.11,1.012,2731.49,946,-1998.51,-100.0,False,1,1,1,0,1,2
ABCAPITAL.NS,2023-04-17,2023-06-01,164.65,165,170,167.21,171.85,4.37,0.3914,60.8,2.21,1.345,2515.56,903,2515.56,125.81,True,1,1,1,1,1,3
APTECHT.NS,2023-04-18,2023-06-02,277.01,275,285,279.57,363.28,31.14,0.4733,88.6,4.57,1.649,2373.24,437,2373.24,118.85,True,1,1,0,1,1,2
APTECHT.NS,2023-04-19,2023-06-05,292.26,290,300,294.6,348.39,19.21,0.472,90.4,4.6,1.575,2342.28,434,2342.28,117.25,True,1,1,0,1,1,2
APARINDS.NS,2023-04-20,2023-06-06,2744.06,2745,2825,2780.78,2703.46,-1.48,0.473,78.4,35.78,1.304,2432.23,55,-1967.77,-100.0,False,1,1,1,0,1,2
APARINDS.NS,2023-04-21,2023-06-07,2773.13,2775,2855,2810.76,2740.1,-1.19,0.4683,79.2,35.76,1.289,2433.37,55,-1966.63,-100.0,False,1,1,1,0,1,2
APARINDS.NS,2023-04-24,2023-06-08,2774.45,2775,2860,2812.92,2779.39,0.18,0.4648,80.0,37.92,1.367,2448.2,52,-1743.67,-88.43,False,1,1,1,0,1,2
APOLLOTYRE.NS,2023-04-27,2023-06-13,326.31,325,335,329.64,390.43,19.65,0.1917,71.6,4.64,1.422,2304.08,430,2304.08,115.44,True,1,1,1,0,1,2
ABCAPITAL.NS,2023-04-28,2023-06-14,167.2,165,170,167.52,175.55,4.99,0.2706,65.8,2.52,1.505,1972.12,794,1972.12,98.71,True,1,1,1,1,1,3
APOLLOTYRE.NS,2023-04-28,2023-06-14,331.52,330,340,334.69,390.1,17.67,0.1949,78.9,4.69,1.414,2262.94,426,2262.94,113.31,True,1,1,1,1,1,3
APARINDS.NS,2023-05-02,2023-06-15,2777.73,2780,2860,2815.72,3039.48,9.42,0.4753,60.6,35.72,1.286,2435.66,55,2435.66,123.99,True,1,1,1,0,1,2
ABCAPITAL.NS,2023-05-02,2023-06-15,167.95,170,175,172.0,174.2,3.72,0.2707,64.5,2.0,1.193,2990.39,998,2191.99,109.62,True,1,1,1,0,1,2
ABB.NS,2023-05-03,2023-06-16,3391.07,3390,3495,3436.92,4258.38,25.58,0.2393,68.8,46.92,1.384,2439.54,42,2439.54,123.81,True,1,1,1,0,1,2
