Ticker,Entry_Date,Exit_Date,S_entry,K1_Long,K2_Short,Breakeven,S_expiry,Move_%,HV20,VolPotential,VectorScore,Debit/unit,Debit_%S,Units,PnL_Total,Return_%,Win,CumPnL,SqueezeBucket
ANGELONE.NS,2022-01-07,2022-02-08,112.27,110,120,114.12,123.31,9.83,0.3798,0.811,4,4.12,3.668,485,2852.62,142.82,True,149797.09999999998,0.80-0.88
ABB.NS,2022-01-10,2022-02-09,2204.46,2205,2380,2263.13,2165.9,-1.75,0.2911,0.672,5,58.13,2.637,34,-1976.34,-100.0,False,147820.75999999998,<0.70
ABREL.NS,2022-01-11,2022-02-10,981.03,980,1060,1010.56,854.33,-12.92,0.5199,0.879,5,30.56,3.115,65,-1986.27,-100.0,False,145834.49,0.80-0.88
ABB.NS,2022-01-11,2022-02-10,2261.05,2260,2440,2320.8,2163.0,-4.34,0.2995,0.695,4,60.8,2.689,32,-1945.64,-100.0,False,143888.84999999998,<0.70
BHARTIARTL.NS,2022-01-12,2022-02-11,704.8,705,750,719.78,690.27,-2.06,0.214,0.832,5,14.78,2.098,135,-1995.87,-100.0,False,141892.97999999998,0.80-0.88
ANANTRAJ.NS,2022-01-12,2022-02-11,78.34,80,85,81.73,70.91,-9.48,0.4962,0.834,4,1.73,2.203,1158,-1998.92,-100.0,False,139894.06,0.80-0.88
RELIANCE.NS,2022-01-12,2022-02-11,1141.85,1140,1225,1168.28,1076.31,-5.74,0.2508,0.833,4,28.28,2.477,70,-1979.87,-100.0,False,137914.19,0.80-0.88
BHARTIARTL.NS,2022-01-13,2022-02-14,706.34,705,750,720.28,665.71,-5.75,0.2114,0.824,4,15.28,2.163,130,-1986.24,-100.0,False,135927.94999999998,0.80-0.88
RELIANCE.NS,2022-01-13,2022-02-14,1148.28,1150,1230,1176.18,1059.17,-7.76,0.2483,0.793,4,26.18,2.28,76,-1989.46,-100.0,False,133938.49,0.70-0.80
ABB.NS,2022-01-14,2022-02-15,2263.08,2265,2445,2324.28,1977.29,-12.63,0.2908,0.727,4,59.28,2.619,33,-1956.14,-100.0,False,131982.34999999998,0.70-0.80
RELIANCE.NS,2022-01-14,2022-02-15,1149.96,1150,1225,1174.86,1095.13,-4.77,0.2229,0.827,5,24.86,2.162,80,-1988.82,-100.0,False,129993.53,0.80-0.88
BAJFINANCE.NS,2022-01-17,2022-02-16,765.75,765,820,783.14,689.3,-9.98,0.2392,0.855,4,18.14,2.369,110,-1995.25,-100.0,False,127998.28,0.80-0.88
ABB.NS,2022-01-20,2022-02-21,2309.18,2310,2445,2355.75,2030.69,-12.06,0.2086,0.776,4,45.75,1.981,43,-1967.39,-100.0,False,126030.88999999998,0.70-0.80
ABREL.NS,2022-02-10,2022-03-14,854.33,855,925,879.66,752.0,-11.98,0.3749,0.77,4,24.66,2.887,81,-1997.78,-100.0,False,124033.10999999999,0.70-0.80
ABREL.NS,2022-02-15,2022-03-17,799.76,800,865,823.76,809.02,1.16,0.425,0.857,4,23.76,2.971,84,-1238.11,-62.03,False,122795.0,0.80-0.88
APOLLO.NS,2022-02-21,2022-03-24,13.03,15,20,15.11,12.16,-6.65,0.4157,0.819,4,0.11,0.814,18862,-1999.92,-100.0,False,120795.07999999999,0.80-0.88
APARINDS.NS,2022-02-28,2022-03-31,607.18,605,655,624.03,626.68,3.21,0.4601,0.82,4,19.03,3.134,105,278.63,13.95,True,121073.70999999999,0.80-0.88
ABB.NS,2022-03-02,2022-04-01,2106.17,2105,2275,2163.65,2043.44,-2.98,0.3253,0.855,4,58.65,2.785,34,-1994.13,-100.0,False,119079.57999999999,0.80-0.88
APARINDS.NS,2022-03-02,2022-04-01,602.74,605,650,621.68,653.03,8.34,0.4601,0.755,4,16.68,2.767,119,3370.34,169.82,True,122449.92,0.70-0.80
APARINDS.NS,2022-03-03,2022-04-04,617.27,615,665,634.19,661.29,7.13,0.4698,0.81,4,19.19,3.109,104,2818.12,141.21,True,125268.04,0.80-0.88
ANANDRATHI.NS,2022-03-08,2022-04-07,140.31,140,150,143.69,146.59,4.48,0.328,0.736,4,3.69,2.626,542,1576.18,78.91,True,126844.22,0.70-0.80
APARINDS.NS,2022-03-09,2022-04-08,622.1,620,670,639.34,644.73,3.64,0.4967,0.807,4,19.34,3.109,103,555.58,27.89,True,127399.79999999999,0.80-0.88
APOLLO.NS,2022-03-09,2022-04-08,11.98,10,15,12.06,14.53,21.25,0.4985,0.818,4,2.06,17.16,972,2405.49,120.33,True,129805.29,0.80-0.88
APARINDS.NS,2022-03-10,2022-04-11,623.64,625,675,643.65,646.32,3.64,0.4965,0.787,4,18.65,2.99,107,286.62,14.37,True,130091.90999999999,0.70-0.80
ABB.NS,2022-03-10,2022-04-11,2085.63,2085,2250,2141.24,2140.58,2.63,0.3073,0.879,4,56.24,2.697,35,-23.3,-1.18,False,130068.60999999999,0.80-0.88
APOLLO.NS,2022-03-11,2022-04-12,12.14,10,15,12.19,14.62,20.44,0.4845,0.848,4,2.19,18.023,914,2223.97,111.21,True,132292.58,0.80-0.88
ABB.NS,2022-03-11,2022-04-12,2048.9,2050,2215,2105.59,2132.55,4.08,0.3124,0.837,4,55.59,2.713,35,943.7,48.5,True,133236.28,0.80-0.88
APARINDS.NS,2022-03-14,2022-04-13,624.12,625,675,643.8,658.29,5.47,0.5054,0.747,4,18.8,3.013,106,1536.14,77.08,True,134772.41999999998,0.70-0.80
ANGELONE.NS,2022-03-15,2022-04-18,123.59,125,135,128.49,152.15,23.1,0.4934,0.852,5,3.49,2.821,573,3732.05,186.79,True,138504.47,0.80-0.88
ABCAPITAL.NS,2022-03-15,2022-04-18,104.7,105,115,108.47,114.65,9.5,0.4612,0.738,4,3.47,3.312,576,3560.83,178.26,True,142065.3,0.70-0.80
AJMERA.NS,2022-03-15,2022-04-18,64.63,65,70,66.83,74.57,15.38,0.4824,0.792,4,1.83,2.827,1094,3471.23,173.67,True,145536.53,0.70-0.80
ABB.NS,2022-03-16,2022-04-19,2117.53,2120,2285,2175.44,2080.07,-1.77,0.3037,0.805,4,55.44,2.618,36,-1995.88,-100.0,False,143540.65,0.80-0.88
AJMERA.NS,2022-03-17,2022-04-20,68.8,70,75,71.73,71.55,4.0,0.5058,0.762,4,1.73,2.512,1157,-202.86,-10.14,False,143337.79,0.70-0.80
APARINDS.NS,2022-03-17,2022-04-20,643.28,645,695,663.69,649.75,1.01,0.4894,0.81,4,18.69,2.905,107,-1491.06,-74.57,False,141846.73,0.80-0.88
APOLLO.NS,2022-03-23,2022-04-25,12.29,10,15,12.33,13.94,13.46,0.4268,0.837,4,2.33,18.923,860,1391.4,69.57,True,143238.13,0.80-0.88
ABCAPITAL.NS,2022-03-23,2022-04-25,109.4,110,120,113.42,115.75,5.8,0.4461,0.667,4,3.42,3.125,584,1361.28,68.18,True,144599.41,<0.70
APARINDS.NS,2022-03-23,2022-04-25,632.67,635,685,653.26,654.38,3.43,0.4603,0.764,4,18.26,2.886,109,122.92,6.18,True,144722.33000000002,0.70-0.80
ANANDRATHI.NS,2022-03-23,2022-04-25,141.44,140,150,143.72,154.3,9.09,0.2207,0.722,4,3.72,2.63,537,3372.59,168.85,True,148094.91999999998,0.70-0.80
TCS.NS,2022-03-24,2022-04-26,3269.47,3270,3530,3355.56,3092.0,-5.43,0.2834,0.817,4,85.56,2.617,23,-1967.95,-100.0,False,146126.97,0.80-0.88
BHARTIARTL.NS,2022-03-28,2022-04-28,707.55,710,760,726.32,721.35,1.95,0.2695,0.801,4,16.32,2.306,122,-605.73,-30.43,False,145521.24,0.80-0.88
APOLLO.NS,2022-03-28,2022-04-28,12.06,10,15,12.12,13.54,12.27,0.3675,0.782,4,2.12,17.585,942,1340.54,67.07,True,146861.78,0.70-0.80
BHARTIARTL.NS,2022-03-29,2022-04-29,728.69,730,785,747.91,713.29,-2.11,0.2733,0.851,5,17.91,2.458,111,-1988.1,-100.0,False,144873.68,0.80-0.88
APARINDS.NS,2022-03-29,2022-04-29,621.33,620,670,638.07,646.47,4.05,0.3632,0.775,4,18.07,2.909,110,923.74,46.47,True,145797.41999999998,0.70-0.80
BAJFINANCE.NS,2022-03-29,2022-04-29,686.44,685,740,705.07,650.6,-5.22,0.3764,0.712,4,20.07,2.924,99,-1986.99,-100.0,False,143810.43,0.70-0.80
BAJFINANCE.NS,2022-03-30,2022-05-02,707.17,705,765,726.83,646.15,-8.63,0.3904,0.743,4,21.83,3.087,91,-1986.4,-100.0,False,141824.03,0.70-0.80
ANANTRAJ.NS,2022-03-30,2022-05-02,63.48,65,70,66.39,59.47,-6.32,0.355,0.611,4,1.39,2.186,1441,-1999.49,-100.0,False,139824.54,<0.70
APARINDS.NS,2022-03-30,2022-05-02,640.15,640,690,658.0,636.33,-0.6,0.3681,0.786,4,18.0,2.812,111,-1997.83,-100.0,False,137826.71,0.70-0.80
ANANDRATHI.NS,2022-03-30,2022-05-02,145.8,145,155,148.46,155.63,6.74,0.2091,0.669,5,3.46,2.373,578,3780.55,189.08,True,141607.26,<0.70
ANANTRAJ.NS,2022-03-31,2022-05-04,65.27,65,70,66.85,58.28,-10.7,0.3402,0.666,4,1.85,2.828,1083,-1999.3,-100.0,False,139607.96,<0.70
ABB.NS,2022-03-31,2022-05-04,2085.63,2085,2250,2142.6,1951.8,-6.42,0.3326,0.856,4,57.6,2.762,34,-1958.37,-100.0,False,137649.59,0.80-0.88
ANANDRATHI.NS,2022-03-31,2022-05-04,145.75,145,155,148.43,154.51,6.01,0.2065,0.661,4,3.43,2.351,583,3549.39,177.7,True,141198.97999999998,<0.70
APARINDS.NS,2022-03-31,2022-05-04,626.68,625,675,643.37,624.8,-0.3,0.3763,0.782,4,18.37,2.931,108,-1983.57,-100.0,False,139215.41,0.70-0.80
BAJFINANCE.NS,2022-03-31,2022-05-04,707.96,710,765,729.4,618.22,-12.68,0.3777,0.725,4,19.4,2.74,103,-1998.26,-100.0,False,137217.15,0.70-0.80
BAJFINANCE.NS,2022-04-01,2022-05-05,722.4,720,780,741.88,615.27,-14.83,0.3779,0.73,4,21.88,3.029,91,-1991.24,-100.0,False,135225.91,0.70-0.80
ANANTRAJ.NS,2022-04-01,2022-05-05,65.22,65,70,66.83,57.44,-11.92,0.3397,0.682,4,1.83,2.808,1092,-1999.72,-100.0,False,133226.19,<0.70
APOLLO.NS,2022-04-01,2022-05-05,12.41,10,15,12.44,12.56,1.2,0.3964,0.685,5,2.44,19.664,819,96.59,4.83,True,133322.78,<0.70
APARINDS.NS,2022-04-01,2022-05-05,653.03,655,705,672.9,630.54,-3.44,0.3943,0.788,4,17.9,2.74,111,-1986.43,-100.0,False,131336.34999999998,0.70-0.80
ABCAPITAL.NS,2022-04-01,2022-05-05,111.9,110,120,113.87,110.9,-0.89,0.3002,0.681,4,3.87,3.455,517,-1533.27,-76.72,False,129803.07999999999,<0.70
TCS.NS,2022-04-01,2022-05-05,3277.23,3275,3455,3336.87,3063.31,-6.53,0.1894,0.738,4,61.87,1.888,32,-1979.98,-100.0,False,127823.09999999999,0.70-0.80
TITAN.NS,2022-04-01,2022-05-05,2480.06,2480,2680,2549.86,2225.4,-10.27,0.3455,0.839,4,69.86,2.817,28,-1956.09,-100.0,False,125867.01,0.80-0.88
APARINDS.NS,2022-04-04,2022-05-06,661.29,660,715,679.63,622.97,-5.79,0.3649,0.766,4,19.63,2.969,101,-1982.8,-100.0,False,123884.20999999999,0.70-0.80
APOLLO.NS,2022-04-04,2022-05-06,13.03,15,20,15.09,12.44,-4.48,0.391,0.714,5,0.09,0.657,23357,-1999.97,-100.0,False,121884.23999999999,0.70-0.80
BAJFINANCE.NS,2022-04-04,2022-05-06,730.45,730,790,751.06,585.12,-19.9,0.353,0.761,4,21.06,2.883,94,-1979.68,-100.0,False,119904.56,0.70-0.80
ABCAPITAL.NS,2022-04-04,2022-05-06,113.9,115,125,117.87,106.7,-6.32,0.3036,0.675,4,2.87,2.522,696,-1999.03,-100.0,False,117905.53,<0.70
TCS.NS,2022-04-04,2022-05-06,3287.35,3285,3465,3346.7,2992.87,-8.96,0.1866,0.677,4,61.7,1.877,32,-1974.31,-100.0,False,115931.21999999999,<0.70
AJMERA.NS,2022-04-04,2022-05-06,69.72,70,75,71.86,60.84,-12.73,0.4534,0.684,4,1.86,2.674,1072,-1998.31,-100.0,False,113932.90999999999,<0.70
AJMERA.NS,2022-04-05,2022-05-09,73.21,75,80,76.59,57.78,-21.08,0.4384,0.716,5,1.59,2.175,1255,-1998.52,-100.0,False,111934.38999999998,0.70-0.80
APOLLO.NS,2022-04-05,2022-05-09,13.48,15,20,15.13,12.26,-9.06,0.3621,0.759,5,0.13,0.948,15651,-1999.91,-100.0,False,109934.48,0.70-0.80
TCS.NS,2022-04-05,2022-05-09,3326.1,3325,3500,3384.99,3003.76,-9.69,0.1805,0.658,4,59.99,1.804,33,-1979.79,-100.0,False,107954.68999999999,<0.70
ANANDRATHI.NS,2022-04-05,2022-05-09,147.19,145,155,149.0,150.39,2.17,0.2014,0.648,4,4.0,2.721,499,691.86,34.62,True,108646.54999999999,<0.70
RELIANCE.NS,2022-04-08,2022-05-12,1184.67,1185,1265,1211.35,1086.73,-8.27,0.2315,0.827,4,26.35,2.224,75,-1976.2,-100.0,False,106670.34999999999,0.80-0.88
RELIANCE.NS,2022-04-11,2022-05-13,1182.21,1180,1260,1207.24,1099.05,-7.03,0.2326,0.851,4,27.24,2.304,73,-1988.56,-100.0,False,104681.79,0.80-0.88
APARINDS.NS,2022-04-12,2022-05-16,655.06,655,705,671.99,580.16,-11.43,0.2925,0.792,5,16.99,2.594,117,-1987.81,-100.0,False,102693.98,0.70-0.80
ABCAPITAL.NS,2022-04-12,2022-05-16,117.85,120,125,121.53,95.05,-19.35,0.2441,0.839,5,1.53,1.297,1308,-1999.02,-100.0,False,100694.95999999999,0.80-0.88
BAJFINANCE.NS,2022-04-13,2022-05-17,714.64,715,760,729.72,569.23,-20.35,0.2099,0.703,4,14.72,2.06,135,-1987.16,-100.0,False,98707.79999999999,0.70-0.80
APARINDS.NS,2022-04-13,2022-05-17,658.29,660,710,676.14,590.58,-10.29,0.2765,0.813,5,16.14,2.452,123,-1985.24,-100.0,False,96722.56,0.80-0.88
ABCAPITAL.NS,2022-04-13,2022-05-17,117.4,115,125,118.99,102.1,-13.03,0.2467,0.866,5,3.99,3.397,501,-1997.75,-100.0,False,94724.81,0.80-0.88
APARINDS.NS,2022-04-18,2022-05-18,667.17,665,715,681.9,579.72,-13.11,0.2476,0.824,4,16.9,2.533,118,-1993.78,-100.0,False,92731.03,0.80-0.88
BAJFINANCE.NS,2022-04-18,2022-05-18,708.1,710,750,723.02,567.07,-19.92,0.1999,0.68,4,13.02,1.838,153,-1991.79,-100.0,False,90739.23999999999,<0.70
ABB.NS,2022-04-21,2022-05-23,2071.67,2070,2235,2124.71,2225.61,7.43,0.2803,0.866,4,54.71,2.641,36,3632.6,184.45,True,94371.84,0.80-0.88
ABB.NS,2022-04-22,2022-05-24,2088.68,2090,2255,2143.61,2212.1,5.91,0.2759,0.876,4,53.61,2.567,37,2534.1,127.76,True,96905.93999999999,0.80-0.88
ANANTRAJ.NS,2022-04-27,2022-05-27,60.86,60,65,61.99,51.85,-14.81,0.3502,0.792,4,1.99,3.271,1004,-1998.8,-100.0,False,94907.14,0.70-0.80
ANANTRAJ.NS,2022-04-28,2022-05-30,62.94,65,70,66.27,52.49,-16.6,0.3621,0.865,4,1.27,2.017,1575,-1999.31,-100.0,False,92907.82999999999,0.80-0.88
ABREL.NS,2022-05-26,2022-06-24,714.28,715,770,734.71,767.07,7.39,0.3715,0.864,4,19.71,2.76,101,3267.78,164.13,True,96175.60999999999,0.80-0.88
ABREL.NS,2022-05-27,2022-06-27,720.58,720,780,741.32,795.43,10.39,0.3745,0.848,4,21.32,2.959,93,3596.94,181.38,True,99772.54999999999,0.80-0.88
BAJFINANCE.NS,2022-05-27,2022-06-27,584.46,585,630,600.94,550.1,-5.88,0.3534,0.876,4,15.94,2.727,125,-1991.92,-100.0,False,97780.62999999999,0.80-0.88
BAJFINANCE.NS,2022-05-30,2022-06-28,595.93,595,645,612.72,543.77,-8.75,0.3643,0.832,4,17.72,2.973,112,-1984.64,-100.0,False,95795.98999999999,0.80-0.88
ANANTRAJ.NS,2022-06-02,2022-07-01,54.03,55,60,56.74,53.11,-1.69,0.6796,0.807,4,1.74,3.223,1148,-1998.89,-100.0,False,93797.09999999999,0.80-0.88
ABCAPITAL.NS,2022-06-08,2022-07-07,102.75,105,110,106.77,93.25,-9.25,0.4494,0.764,4,1.77,1.72,1131,-1998.64,-100.0,False,91798.45999999999,0.70-0.80
BAJFINANCE.NS,2022-06-09,2022-07-08,575.2,575,615,588.42,574.81,-0.07,0.2466,0.853,4,13.42,2.332,149,-1999.05,-100.0,False,89799.40999999999,0.80-0.88
TITAN.NS,2022-06-15,2022-07-14,2070.99,2070,2235,2125.65,2100.43,1.42,0.2984,0.805,4,55.65,2.687,35,-882.89,-45.32,False,88916.51999999999,0.80-0.88
ANANDRATHI.NS,2022-06-15,2022-07-14,154.92,155,165,158.56,156.12,0.78,0.279,0.725,4,3.56,2.296,562,-1366.55,-68.37,False,87549.97,0.70-0.80
AJMERA.NS,2022-06-16,2022-07-15,46.62,45,50,47.15,49.15,5.43,0.3399,0.628,4,2.15,4.603,931,1867.93,93.49,True,89417.9,<0.70
ABCAPITAL.NS,2022-06-20,2022-07-19,87.35,85,95,88.97,95.55,9.39,0.4011,0.802,4,3.97,4.541,504,3040.99,152.12,True,92458.89,0.80-0.88
ANANDRATHI.NS,2022-06-21,2022-07-20,155.66,155,170,159.78,151.32,-2.79,0.2892,0.772,4,4.78,3.068,418,-1995.99,-100.0,False,90462.9,0.70-0.80
BAJFINANCE.NS,2022-06-27,2022-07-26,550.1,550,595,565.75,613.1,11.45,0.3527,0.864,4,15.75,2.863,126,3685.64,185.73,True,94148.54,0.80-0.88
ANANDRATHI.NS,2022-06-27,2022-07-26,156.33,155,170,160.09,152.6,-2.38,0.2975,0.868,5,5.09,3.254,393,-1999.38,-100.0,False,92149.15999999999,0.80-0.88
AJMERA.NS,2022-06-27,2022-07-26,45.67,45,50,46.85,49.23,7.8,0.4249,0.764,4,1.85,4.053,1080,2569.9,128.57,True,94719.06,0.70-0.80
ANANDRATHI.NS,2022-06-30,2022-07-29,157.87,160,170,163.1,154.11,-2.38,0.2942,0.812,5,3.1,1.965,644,-1998.03,-100.0,False,92721.03,0.80-0.88
BAJFINANCE.NS,2022-07-04,2022-08-02,551.04,550,595,566.39,718.55,30.4,0.3873,0.75,4,16.39,2.974,122,3490.48,174.57,True,96211.51,0.70-0.80
ABB.NS,2022-07-05,2022-08-03,2291.21,2290,2475,2350.64,2588.51,12.98,0.279,0.78,4,60.64,2.647,32,3979.51,205.08,True,100191.01999999999,0.70-0.80
AJMERA.NS,2022-07-05,2022-08-03,46.68,45,50,47.19,55.31,18.5,0.4938,0.73,4,2.19,4.694,912,2561.53,128.17,True,102752.54999999999,0.70-0.80
BHARTIARTL.NS,2022-07-05,2022-08-03,660.64,660,715,678.15,672.01,1.72,0.2917,0.831,4,18.15,2.748,110,-675.83,-33.84,False,102076.72,0.80-0.88
TITAN.NS,2022-07-05,2022-08-03,1922.63,1925,2075,1978.37,2385.71,24.09,0.3704,0.853,4,53.37,2.776,37,3575.27,181.05,True,105651.98999999999,0.80-0.88
BAJFINANCE.NS,2022-07-05,2022-08-03,554.05,555,600,570.83,714.1,28.89,0.3804,0.762,4,15.83,2.858,126,3675.07,184.22,True,109327.06,0.70-0.80
ANANDRATHI.NS,2022-07-05,2022-08-03,158.47,160,170,163.35,159.52,0.67,0.3176,0.821,5,3.35,2.115,596,-1997.1,-100.0,False,107329.95999999999,0.80-0.88
BHARTIARTL.NS,2022-07-06,2022-08-04,669.81,670,720,686.59,673.13,0.5,0.2685,0.828,4,16.59,2.476,120,-1615.35,-81.16,False,105714.60999999999,0.80-0.88
ABREL.NS,2022-07-06,2022-08-04,799.9,800,865,823.16,838.95,4.88,0.3781,0.757,4,23.16,2.895,86,1358.03,68.18,True,107072.64,0.70-0.80
BAJFINANCE.NS,2022-07-06,2022-08-04,579.07,580,625,596.38,716.08,23.66,0.4113,0.834,5,16.38,2.829,122,3491.12,174.65,True,110563.76,0.80-0.88
ABCAPITAL.NS,2022-07-06,2022-08-04,92.45,90,100,94.02,105.15,13.74,0.3745,0.689,4,4.02,4.345,497,2973.53,148.94,True,113537.29,<0.70
APOLLO.NS,2022-07-06,2022-08-04,12.89,15,20,15.1,13.7,6.26,0.4309,0.838,4,0.1,0.771,20127,-1999.96,-100.0,False,111537.32999999999,0.80-0.88
TITAN.NS,2022-07-06,2022-08-04,1980.97,1980,2140,2037.69,2392.87,20.79,0.3848,0.875,4,57.69,2.912,34,3478.52,177.34,True,115015.84999999999,0.80-0.88
TCS.NS,2022-07-07,2022-08-05,2885.97,2885,3115,2960.68,2961.53,2.62,0.2792,0.854,4,75.68,2.622,26,22.1,1.12,True,115037.95,0.80-0.88
ABCAPITAL.NS,2022-07-07,2022-08-05,93.25,95,100,96.69,105.15,12.76,0.3777,0.692,4,1.69,1.815,1181,3906.09,195.41,True,118944.04,<0.70
ABREL.NS,2022-07-07,2022-08-05,800.59,800,865,823.32,835.78,4.4,0.3761,0.758,5,23.32,2.913,85,1059.54,53.46,True,120003.57999999999,0.70-0.80
ABB.NS,2022-07-07,2022-08-05,2482.76,2485,2680,2553.06,2604.6,4.91,0.3439,0.852,5,68.06,2.741,29,1494.56,75.72,True,121498.14,0.80-0.88
BAJFINANCE.NS,2022-07-07,2022-08-05,573.59,575,620,591.22,714.91,24.64,0.4114,0.877,4,16.22,2.828,123,3539.72,177.41,True,125037.86,0.80-0.88
BHARTIARTL.NS,2022-07-08,2022-08-08,670.97,670,720,686.93,682.87,1.77,0.2662,0.74,4,16.93,2.523,118,-479.32,-23.99,False,124558.54,0.70-0.80
ABREL.NS,2022-07-12,2022-08-11,803.42,805,870,826.34,839.25,4.46,0.3058,0.668,4,21.34,2.656,93,1200.19,60.47,True,125758.73,<0.70
ABCAPITAL.NS,2022-07-12,2022-08-11,93.2,95,100,96.62,108.8,16.74,0.3372,0.711,4,1.62,1.735,1236,4180.87,209.13,True,129939.59999999999,0.70-0.80
ANGELONE.NS,2022-07-13,2022-08-12,120.71,120,130,123.94,118.79,-1.59,0.5376,0.62,4,3.94,3.261,508,-1999.69,-100.0,False,127939.91,<0.70
RELIANCE.NS,2022-07-15,2022-08-17,1087.82,1090,1175,1119.34,1207.09,10.96,0.3416,0.702,4,29.34,2.697,68,3785.06,189.73,True,131724.97,0.70-0.80
BAJFINANCE.NS,2022-07-15,2022-08-17,578.92,580,625,594.34,736.68,27.25,0.2684,0.811,4,14.34,2.478,139,4261.31,213.74,True,135986.28,0.80-0.88
BAJFINANCE.NS,2022-07-18,2022-08-18,593.07,595,640,609.42,732.88,23.57,0.277,0.851,4,14.42,2.431,138,4220.21,212.09,True,140206.49,0.80-0.88
ABCAPITAL.NS,2022-07-18,2022-08-18,95.2,95,105,97.88,112.5,18.17,0.2737,0.791,4,2.88,3.024,694,4942.34,247.41,True,145148.83000000002,0.70-0.80
ABCAPITAL.NS,2022-07-19,2022-08-19,95.55,95,100,97.02,111.45,16.64,0.2497,0.78,4,2.02,2.115,989,2945.99,147.37,True,148094.82,0.70-0.80
BAJFINANCE.NS,2022-07-19,2022-08-19,593.68,595,640,609.58,714.62,20.37,0.2752,0.843,4,14.58,2.456,137,4167.12,208.58,True,152261.94,0.80-0.88
ANGELONE.NS,2022-07-20,2022-08-22,123.63,125,135,128.19,119.79,-3.11,0.3689,0.692,5,3.19,2.583,626,-1999.43,-100.0,False,150262.51,<0.70
TITAN.NS,2022-07-20,2022-08-22,2242.35,2240,2420,2301.38,2386.89,6.45,0.3054,0.845,4,61.38,2.737,32,2736.49,139.32,True,152999.0,0.80-0.88
RELIANCE.NS,2022-07-20,2022-08-22,1133.65,1135,1225,1165.9,1184.43,4.48,0.333,0.718,4,30.9,2.726,64,1185.76,59.96,True,154184.76,0.70-0.80
ABCAPITAL.NS,2022-07-20,2022-08-22,96.0,95,105,98.07,109.65,14.22,0.2407,0.71,4,3.07,3.2,650,4502.99,225.49,True,158687.75,0.70-0.80
ABB.NS,2022-07-20,2022-08-22,2517.74,2520,2720,2586.55,2780.31,10.43,0.2995,0.774,4,66.55,2.643,30,4003.64,200.55,True,162691.39,0.70-0.80
ABCAPITAL.NS,2022-07-21,2022-08-23,100.0,100,110,102.89,110.7,10.7,0.2744,0.802,5,2.89,2.885,693,4930.35,246.56,True,167621.74,0.80-0.88
ABREL.NS,2022-07-21,2022-08-23,775.9,775,825,792.19,840.58,8.34,0.2311,0.634,4,17.19,2.216,116,3805.82,190.85,True,171427.56,<0.70
RELIANCE.NS,2022-07-21,2022-08-23,1126.09,1125,1215,1156.4,1202.69,6.8,0.3284,0.696,4,31.4,2.788,63,2916.66,147.45,True,174344.22000000003,<0.70
APOLLO.NS,2022-07-21,2022-08-23,13.92,15,20,15.16,13.29,-4.58,0.3119,0.858,5,0.16,1.165,12324,-1999.85,-100.0,False,172344.37,0.80-0.88
BAJFINANCE.NS,2022-07-21,2022-08-23,613.34,615,660,629.69,705.42,15.01,0.2746,0.799,5,14.69,2.396,136,4121.65,206.25,True,176466.02000000002,0.70-0.80
ANGELONE.NS,2022-07-21,2022-08-23,128.61,130,140,133.29,118.48,-7.88,0.3818,0.728,4,3.29,2.556,608,-1998.59,-100.0,False,174467.43,0.70-0.80
BAJFINANCE.NS,2022-07-22,2022-08-24,612.5,610,660,626.82,702.4,14.68,0.2675,0.801,4,16.82,2.746,118,3915.52,197.31,True,178382.95,0.80-0.88
ABREL.NS,2022-07-22,2022-08-24,805.44,805,860,823.2,840.93,4.41,0.2298,0.71,5,18.2,2.26,109,1932.49,97.41,True,180315.44,0.70-0.80
APOLLO.NS,2022-07-22,2022-08-24,13.55,15,20,15.1,13.53,-0.18,0.3173,0.874,4,0.1,0.715,20636,-1999.96,-100.0,False,178315.48,0.80-0.88
ANGELONE.NS,2022-07-22,2022-08-24,134.27,135,145,138.53,117.16,-12.74,0.3935,0.801,5,3.53,2.632,566,-1999.98,-100.0,False,176315.5,0.80-0.88
ABREL.NS,2022-07-25,2022-08-25,793.22,795,840,809.73,844.0,6.4,0.2,0.78,4,14.73,1.858,135,4085.78,205.4,True,180401.28000000003,0.70-0.80
ABREL.NS,2022-07-28,2022-08-30,802.77,805,850,819.77,854.19,6.41,0.2032,0.848,4,14.77,1.84,135,4081.25,204.7,True,184482.53000000003,0.80-0.88
RELIANCE.NS,2022-07-29,2022-09-01,1136.57,1135,1205,1159.06,1163.43,2.36,0.2144,0.774,4,24.06,2.117,83,362.95,18.17,True,184845.48,0.70-0.80
TITAN.NS,2022-08-01,2022-09-02,2346.07,2345,2520,2402.82,2579.42,9.95,0.258,0.69,4,57.82,2.465,34,3984.07,202.66,True,188829.55000000002,<0.70
ANANDRATHI.NS,2022-08-01,2022-09-02,157.19,155,165,158.89,157.63,0.28,0.1538,0.717,4,3.89,2.477,513,-647.96,-32.43,False,188181.59000000003,0.70-0.80
RELIANCE.NS,2022-08-01,2022-09-02,1166.2,1165,1245,1191.63,1149.85,-1.4,0.2303,0.84,4,26.63,2.283,75,-1997.17,-100.0,False,186184.42,0.80-0.88
BHARTIARTL.NS,2022-08-01,2022-09-02,673.27,675,725,691.59,712.58,5.84,0.2898,0.814,5,16.59,2.464,120,2519.35,126.55,True,188703.77000000002,0.80-0.88
BHARTIARTL.NS,2022-08-02,2022-09-05,665.85,665,720,683.31,717.82,7.8,0.2928,0.841,4,18.31,2.751,109,3761.06,188.4,True,192464.83000000002,0.80-0.88
