Stock,Entry Date,Exit Date,Entry,Exit,Invested,Profit,Return %,Exit Reason,Cumulative Profit,Equity
APOLLOHOSP.NS,2016-05-30 00:00:00+05:30,2016-05-31 00:00:00+05:30,1357.098388671875,1328.0465087890625,10000.0,-214.07349773102396,-2.1407349773102435,Drawdown,-214.07349773102396,99785.92650226898
ALKEM.NS,2016-05-30 00:00:00+05:30,2016-05-31 00:00:00+05:30,1163.7296142578125,1151.5164794921875,10000.0,-104.94821663032235,-1.0494821663032172,Drawdown,-319.0217143613463,99680.97828563866
SILINV.NS,2016-05-30 00:00:00+05:30,2016-05-31 00:00:00+05:30,78.56478881835938,78.56478881835938,10000.0,0.0,0.0,ATR Stop,-319.0217143613463,99680.97828563866
ELGIEQUIP.NS,2016-05-30 00:00:00+05:30,2016-05-31 00:00:00+05:30,84.13707733154297,83.2303237915039,10000.0,-107.7709814504251,-1.0777098145042463,Drawdown,-426.7926958117714,99573.20730418822
WABAG.NS,2016-05-30 00:00:00+05:30,2016-05-31 00:00:00+05:30,579.8456420898438,562.7025756835938,10000.0,-295.6487927453254,-2.956487927453244,Drawdown,-722.4414885570968,99277.5585114429
JBMA.NS,2016-05-30 00:00:00+05:30,2016-05-31 00:00:00+05:30,29.64095687866211,27.46538543701172,10000.0,-733.9747669268181,-7.339747669268193,Stop Loss,-1456.416255483915,98543.58374451609
KALYANIFRG.NS,2016-05-30 00:00:00+05:30,2016-05-31 00:00:00+05:30,218.630859375,207.69931030273438,10000.0,-500.0002791699044,-5.000002791699054,Stop Loss,-1956.4165346538193,98043.58346534618
KPRMILL.NS,2016-05-31 00:00:00+05:30,2016-06-01 00:00:00+05:30,94.0019760131836,91.46099853515625,9720.511923620881,-262.75619854366596,-2.7031107065993765,Drawdown,-2219.1727331974853,97780.82726680252
FIEMIND.NS,2016-05-31 00:00:00+05:30,2016-06-01 00:00:00+05:30,350.4639892578125,340.8821716308594,9720.511923620881,-265.7624616155408,-2.734037710192372,Drawdown,-2484.935194813026,97515.06480518698
SEAMECLTD.NS,2016-05-31 00:00:00+05:30,2016-06-01 00:00:00+05:30,90.5379409790039,88.84843444824219,9720.511923620883,-181.39211251902816,-1.866075716426463,Drawdown,-2666.3273073320543,97333.67269266794
TNPL.NS,2016-05-30 00:00:00+05:30,2016-06-01 00:00:00+05:30,219.52513122558594,221.21409606933594,10000.0,76.9371977741539,0.7693719777415398,Drawdown,-2589.3901095579004,97410.6098904421
KAMDHENU.NS,2016-05-30 00:00:00+05:30,2016-06-01 00:00:00+05:30,2.634544849395752,2.668259382247925,10000.0,127.9709960523378,1.2797099605233786,Drawdown,-2461.4191135055626,97538.58088649444
PREMIERPOL.NS,2016-05-31 00:00:00+05:30,2016-06-01 00:00:00+05:30,3.436715602874756,3.436715602874756,9720.511923620883,0.0,0.0,ATR Stop,-2461.4191135055626,97538.58088649444
SPCENET.NS,2016-06-01 00:00:00+05:30,2016-06-02 00:00:00+05:30,1.2999999523162842,1.2999999523162842,9729.507519271963,0.0,0.0,ATR Stop,-2461.4191135055626,97538.58088649444
