Stock,Entry Date,Exit Date,Entry,Exit,Invested,Profit,Return %,Exit Reason,Market Cap Cr,Cumulative Profit,Equity
ELGIEQUIP.NS,2016-06-07 00:00:00+05:30,2016-06-09 00:00:00+05:30,83.58824920654297,81.631591796875,5000.072103123464,-117.0431038132665,-2.3408283200586633,Drawdown,17250.0140032,-615.0351102465265,99384.96488975348
AVANTIFEED.NS,2016-06-01 00:00:00+05:30,2016-06-09 00:00:00+05:30,143.44088745117188,141.7207489013672,4961.058486661811,-59.49285522684477,-1.19919681226891,ATR Stop,18786.910208,-674.5279654733713,99325.47203452663
BEL.NS,2016-06-06 00:00:00+05:30,2016-06-09 00:00:00+05:30,29.896711349487305,31.79430389404297,5015.369676992075,318.3336118811585,6.347161473290952,Drawdown,315636.2395648,-356.1943535922128,99643.80564640778
GODREJPROP.NS,2016-06-07 00:00:00+05:30,2016-06-10 00:00:00+05:30,340.1499938964844,332.1499938964844,5000.072103123464,-117.59687650372507,-2.351903614155171,Drawdown,55181.2595712,-473.79123009593786,99526.20876990406
AXISCADES.NS,2016-06-07 00:00:00+05:30,2016-06-10 00:00:00+05:30,273.1000061035156,268.20001220703125,5000.072103123464,-89.7119086039138,-1.7942122984160869,Drawdown,8584.2608128,-563.5031386998517,99436.49686130015
BUTTERFLY.NS,2016-06-08 00:00:00+05:30,2016-06-10 00:00:00+05:30,168.0848846435547,163.8090362548828,4986.909028194781,-126.86010986578913,-2.543862523830953,Drawdown,1065.6212992,-690.3632485656408,99309.63675143436
CENTURYPLY.NS,2016-06-08 00:00:00+05:30,2016-06-10 00:00:00+05:30,173.55543518066406,172.58587646484375,4986.909028194781,-27.859116646252915,-0.5586449740459298,Drawdown,17773.8399744,-718.2223652118937,99281.7776347881
BHARATWIRE.NS,2016-06-02 00:00:00+05:30,2016-06-13 00:00:00+05:30,41.900001525878906,43.599998474121094,4961.05848666181,201.28362721340454,4.057271805091012,Drawdown,1510.3903744,-516.9387379984892,99483.06126200152
ECLERX.NS,2016-06-08 00:00:00+05:30,2016-06-13 00:00:00+05:30,483.336181640625,494.7634582519531,4986.909028194781,117.9030063656246,2.364250193838102,Drawdown,13326.188544,-399.03573163286455,99600.96426836714
ADANIENT.NS,2016-06-08 00:00:00+05:30,2016-06-13 00:00:00+05:30,39.97925567626953,38.85834503173828,4986.909028194781,-139.81949684797382,-2.803730648733882,Drawdown,330466.1188608,-538.8552284808384,99461.14477151916
BHARATFORG.NS,2016-06-08 00:00:00+05:30,2016-06-13 00:00:00+05:30,357.3059387207031,347.6124572753906,4986.909028194782,-135.29165036367885,-2.712936001013311,Drawdown,90358.7561472,-674.1468788445172,99325.85312115548
ALKEM.NS,2016-05-30 00:00:00+05:30,2016-06-14 00:00:00+05:30,1163.729248046875,1246.5797119140625,5000.0,355.96967252579725,7.119393450515932,Drawdown,64917.8185728,-318.17720631872,99681.82279368128
BAJAJCON.NS,2016-06-01 00:00:00+05:30,2016-06-14 00:00:00+05:30,315.0055236816406,320.7604675292969,4961.058486661811,90.63527738177618,1.8269342646424436,Drawdown,5879.1305216,-227.5419289369438,99772.45807106305
BALRAMCHIN.NS,2016-06-03 00:00:00+05:30,2016-06-15 00:00:00+05:30,99.30018615722656,105.55014038085938,4960.500558217988,312.2139304560724,6.294000510469311,Drawdown,10562.0078592,84.67200151912857,100084.67200151912
CCL.NS,2016-06-09 00:00:00+05:30,2016-06-15 00:00:00+05:30,223.27001953125,220.4796600341797,4976.437878531996,-62.193978058924586,-1.2497690029895647,ATR Stop,15051.4139136,22.478023460203985,100022.47802346021
GENUSPOWER.NS,2016-06-15 00:00:00+05:30,2016-06-16 00:00:00+05:30,45.97981643676758,44.96316909790039,5027.826275293356,-111.16891277921877,-2.2110730699964942,Drawdown,8805.343232,-88.69088931901479,99911.30911068099
AURUM.NS,2016-06-10 00:00:00+05:30,2016-06-16 00:00:00+05:30,4.696522235870361,4.522107124328613,4939.7107206431,-183.44642121454126,-3.7137077774193727,ATR Stop,1401.3908992,-272.13731053355605,99727.86268946645
BANARISUG.NS,2016-06-10 00:00:00+05:30,2016-06-16 00:00:00+05:30,1802.3167724609375,1901.703369140625,4939.7107206431,272.39442289411727,5.514380057839774,Drawdown,4653.6081408,0.2571123605612229,100000.25711236056
ELECTHERM.NS,2016-06-09 00:00:00+05:30,2016-06-16 00:00:00+05:30,63.95000076293945,84.3499984741211,4976.437878531996,1587.4795953203993,31.89991785426831,Drawdown,1027.3256448,1587.7367076809605,101587.73670768096
DALMIASUG.NS,2016-06-10 00:00:00+05:30,2016-06-17 00:00:00+05:30,90.85739135742188,106.3976058959961,4939.710720643099,844.8862905969645,17.103962931800364,Drawdown,3222.5982464,2432.622998277925,102432.62299827792
ANDHRSUGAR.NS,2016-06-10 00:00:00+05:30,2016-06-17 00:00:00+05:30,31.625041961669922,31.993141174316406,4939.7107206431,57.495690572488456,1.1639485351280454,Drawdown,1328.2468864,2490.1186888504135,102490.11868885042
ADOR.NS,2016-06-15 00:00:00+05:30,2016-06-17 00:00:00+05:30,249.4546661376953,247.227783203125,5027.826275293355,-44.883427934174506,-0.8927004529717286,UT Sell,1881.2444672,2445.235260916239,102445.23526091623
GLENMARK.NS,2016-06-15 00:00:00+05:30,2016-06-17 00:00:00+05:30,752.4675903320312,731.7985229492188,5027.826275293356,-138.10625388830067,-2.746838222453163,Drawdown,67728.1923072,2307.1290070279383,102307.12900702794
GANDHITUBE.NS,2016-06-08 00:00:00+05:30,2016-06-20 00:00:00+05:30,189.91018676757812,187.20814514160156,4986.909028194781,-70.95372822539412,-1.42279973073981,ATR Stop,1006.1855744,2236.175278802544,102236.17527880255
BAYERCROP.NS,2016-06-15 00:00:00+05:30,2016-06-20 00:00:00+05:30,3391.699951171875,3311.20751953125,5027.826275293356,-119.32127505122025,-2.3732179378902263,ATR Stop,21563.2150528,2116.854003751324,102116.85400375133
DHANBANK.NS,2016-05-31 00:00:00+05:30,2016-06-21 00:00:00+05:30,19.25,23.5,4994.053440063785,1102.5832270270703,22.077922077922075,Drawdown,1206.9891072,3219.437230778394,103219.43723077839
ASTRAZEN.NS,2016-06-16 00:00:00+05:30,2016-06-21 00:00:00+05:30,1057.006103515625,1065.07958984375,5250.7661383198365,40.10571792245173,0.7638069734197783,Drawdown,20625.0000384,3259.542948700846,103259.54294870085
GLOBUSSPR.NS,2016-06-17 00:00:00+05:30,2016-06-21 00:00:00+05:30,62.3973503112793,60.82883834838867,5207.191355562405,-130.89565331725134,-2.5137477073398973,Drawdown,3215.6172288,3128.6472953835946,103128.64729538359
EKC.NS,2016-06-20 00:00:00+05:30,2016-06-21 00:00:00+05:30,15.251580238342285,14.909398078918457,5133.451054198244,-115.17333545582915,-2.243584953666544,Drawdown,1338.1888,3013.4739599277655,103013.47395992777
CENTRALBK.NS,2016-06-08 00:00:00+05:30,2016-06-22 00:00:00+05:30,85.37332916259766,102.90841674804688,4986.909028194781,1024.2764039752738,20.539303969337762,Drawdown,32974.2548992,4037.750363903039,104037.75036390303
GLAXO.NS,2016-06-15 00:00:00+05:30,2016-06-22 00:00:00+05:30,1421.5322265625,1396.5897216796875,5027.826275293356,-88.21930243867337,-1.7546211346279206,UT Sell,39776.5378048,3949.531061464366,103949.53106146437
BSOFT.NS,2016-06-21 00:00:00+05:30,2016-06-23 00:00:00+05:30,100.4001235961914,98.09388732910156,5228.2788269510165,-120.09593029654116,-2.2970452470412406,Drawdown,10313.0431488,3829.4351311678247,103829.43513116782
BFINVEST.NS,2016-06-17 00:00:00+05:30,2016-06-23 00:00:00+05:30,117.05000305175781,115.3499984741211,5207.191355562405,-75.62792746935793,-1.452374654689248,Drawdown,1578.0852736,3753.8072036984668,103753.80720369847
CESC.NS,2016-06-15 00:00:00+05:30,2016-06-23 00:00:00+05:30,36.45652770996094,35.95158386230469,5027.826275293356,-69.63828165401901,-1.3850574351826905,ATR Stop,24920.7242752,3684.1689220444478,103684.16892204445
BFUTILITIE.NS,2016-06-15 00:00:00+05:30,2016-06-23 00:00:00+05:30,526.5999755859375,515.9000244140625,5027.826275293356,-102.1600800236447,-2.0318935943681726,ATR Stop,2090.553344,3582.008842020803,103582.0088420208
ASHOKA.NS,2016-06-14 00:00:00+05:30,2016-06-24 00:00:00+05:30,87.45153045654297,91.73515319824219,5013.236737675531,245.56248229069388,4.898282190530523,Drawdown,3758.8840448,3827.571324311497,103827.5713243115
BAJAJ-AUTO.NS,2016-06-15 00:00:00+05:30,2016-06-28 00:00:00+05:30,2042.9803466796875,2059.3408203125,5027.826275293355,40.26353916766038,0.8008140489164317,Drawdown,280335.613952,3867.8348634791573,103867.83486347916
GPPL.NS,2016-06-21 00:00:00+05:30,2016-06-28 00:00:00+05:30,102.48186492919922,103.18708801269531,5228.2788269510165,35.97810127935281,0.6881442721434761,ATR Stop,7525.7012224,3903.81296475851,103903.81296475852
GODFRYPHLP.NS,2016-06-28 00:00:00+05:30,2016-06-29 00:00:00+05:30,258.5580749511719,250.1966094970703,5202.168414706701,-168.2320364359257,-3.2338829315930684,Drawdown,35189.4863872,3735.5809283225844,103735.58092832258
DLINKINDIA.NS,2016-06-28 00:00:00+05:30,2016-06-29 00:00:00+05:30,103.79972076416016,101.656494140625,5202.168414706701,-107.41286936450706,-2.0647710877803926,Drawdown,1601.2686336,3628.1680589580774,103628.16805895808
APARINDS.NS,2016-06-27 00:00:00+05:30,2016-07-01 00:00:00+05:30,466.4493713378906,470.0356750488281,5209.3674233789025,40.05230764598309,0.768851654929037,Drawdown,49611.8857728,3668.2203666040605,103668.22036660406
ADANIENT.NS,2016-06-28 00:00:00+05:30,2016-07-01 00:00:00+05:30,43.47543716430664,45.183502197265625,5202.168414706701,204.3830388902752,3.9288047328970954,Drawdown,330466.1188608,3872.6034054943357,103872.60340549433
ACE.NS,2016-06-28 00:00:00+05:30,2016-07-01 00:00:00+05:30,44.45272445678711,43.874794006347656,5202.168414706702,-67.6334594091295,-1.3001013042547305,Drawdown,10527.326208,3804.969946085206,103804.96994608521
BOSCHLTD.NS,2016-06-28 00:00:00+05:30,2016-07-04 00:00:00+05:30,19475.904296875,20132.478515625,5202.168414706701,175.3761782060119,3.371213006295948,UT Sell,106604.7635456,3980.346124291218,103980.34612429122
ANDHRSUGAR.NS,2016-06-27 00:00:00+05:30,2016-07-05 00:00:00+05:30,37.63717269897461,37.207733154296875,5209.3674233789025,-59.43879983354327,-1.1409984169438836,Drawdown,1328.2468864,3920.907324457675,103920.90732445767
BAJAJHLDNG.NS,2016-06-29 00:00:00+05:30,2016-07-05 00:00:00+05:30,1427.5948486328125,1412.6005859375,5162.790571020926,-54.225635611466714,-1.0503163912136793,Drawdown,113975.689216,3866.681688846208,103866.6816888462
EMAMILTD.NS,2016-06-16 00:00:00+05:30,2016-07-05 00:00:00+05:30,426.2181396484375,476.6504211425781,5250.766138319837,621.297151186649,11.832504720643588,ATR Stop,19424.2494464,4487.978840032857,104487.97884003285
APOLLOTYRE.NS,2016-06-29 00:00:00+05:30,2016-07-07 00:00:00+05:30,130.6376495361328,129.77476501464844,5162.790571020925,-34.10113460566572,-0.66051748829552,Drawdown,25872.5756928,4453.877705427191,104453.87770542719
CEATLTD.NS,2016-06-29 00:00:00+05:30,2016-07-07 00:00:00+05:30,778.7294311523438,781.4762573242188,5162.790571020925,18.21080299919413,0.35273177845742687,ATR Stop,13917.8246144,4472.0885084263855,104472.08850842639
COALINDIA.NS,2016-07-04 00:00:00+05:30,2016-07-07 00:00:00+05:30,147.3355255126953,146.22335815429688,5377.544592912713,-40.59258311094982,-0.7548534913954685,UT Sell,296796.9988608,4431.495925315436,104431.49592531544
GESHIP.NS,2016-07-05 00:00:00+05:30,2016-07-07 00:00:00+05:30,244.01028442382812,238.82089233398438,5376.852282820436,-114.35007655768186,-2.126710397513476,Drawdown,22557.212672,4317.145848757754,104317.14584875775
GABRIEL.NS,2016-06-29 00:00:00+05:30,2016-07-08 00:00:00+05:30,84.43379211425781,88.58333587646484,5162.790571020925,253.72809716482698,4.914553353936513,Drawdown,14722.78528,4570.873945922581,104570.87394592258
CHENNPETRO.NS,2016-06-29 00:00:00+05:30,2016-07-08 00:00:00+05:30,151.6230926513672,152.23863220214844,5162.790571020925,20.959220217008806,0.4059668880363576,Drawdown,16723.4945024,4591.83316613959,104591.8331661396
BANKBARODA.NS,2016-07-01 00:00:00+05:30,2016-07-08 00:00:00+05:30,137.830810546875,136.20252990722656,5263.502046639811,-62.181006157391494,-1.181361869082731,Drawdown,136575.6870656,4529.652159982198,104529.6521599822
ANDHRSUGAR.NS,2016-07-07 00:00:00+05:30,2016-07-08 00:00:00+05:30,40.77360534667969,39.66166687011719,5277.141598690128,-143.91312075447604,-2.727103642437767,Drawdown,1328.2468864,4385.739039227722,104385.73903922772
GLOBUSSPR.NS,2016-06-29 00:00:00+05:30,2016-07-11 00:00:00+05:30,61.662109375,72.1025161743164,5162.790571020925,874.1451489005849,16.931640686864526,Drawdown,3215.6172288,5259.884188128307,105259.8841881283
AXISCADES.NS,2016-07-07 00:00:00+05:30,2016-07-11 00:00:00+05:30,254.5,248.35000610351562,5277.1415986901275,-127.52215568891188,-2.416500548716849,Drawdown,8584.2608128,5132.362032439395,105132.3620324394
AJANTPHARM.NS,2016-06-24 00:00:00+05:30,2016-07-12 00:00:00+05:30,899.3111572265625,978.129638671875,5209.367423378903,456.56547936941115,8.764317090025365,Drawdown,35356.7801344,5588.927511808806,105588.92751180881
ESABINDIA.NS,2016-07-11 00:00:00+05:30,2016-07-13 00:00:00+05:30,517.4554443359375,492.98992919921875,5322.9939535525,-251.67343501512096,-4.728042849779257,Drawdown,9689.9063808,5337.254076793685,105337.25407679369
COSMOFIRST.NS,2016-07-11 00:00:00+05:30,2016-07-13 00:00:00+05:30,191.4521942138672,186.0815887451172,5322.9939535525,-149.3203071109101,-2.8051940019818256,Drawdown,1856.008192,5187.933769682775,105187.93376968277
BAJAJHLDNG.NS,2016-07-11 00:00:00+05:30,2016-07-13 00:00:00+05:30,1446.337890625,1416.61083984375,5322.993953552501,-109.40521754371184,-2.0553323655514655,Drawdown,113975.689216,5078.528552139063,105078.52855213906
DCBBANK.NS,2016-07-01 00:00:00+05:30,2016-07-13 00:00:00+05:30,94.71773529052734,94.71773529052734,5263.502046639812,0.0,0.0,Drawdown,6019.862528,5078.528552139063,105078.52855213906
GODREJPROP.NS,2016-06-28 00:00:00+05:30,2016-07-13 00:00:00+05:30,359.5,368.3999938964844,5202.1684147067,128.78794753650527,2.4756589419984376,Drawdown,55181.2595712,5207.316499675569,105207.31649967557
GARFIBRES.NS,2016-06-20 00:00:00+05:30,2016-07-13 00:00:00+05:30,66.80995178222656,78.32010650634766,5133.451054198244,884.401415153292,17.22820390836315,Drawdown,6104.8496128,6091.717914828861,106091.71791482886
ABBOTINDIA.NS,2016-06-21 00:00:00+05:30,2016-07-14 00:00:00+05:30,4010.365234375,4216.31689453125,5228.2788269510165,268.497416380118,5.13548388039391,ATR Stop,53994.4779776,6360.215331208979,106360.21533120898
EICHERMOT.NS,2016-06-28 00:00:00+05:30,2016-07-14 00:00:00+05:30,1786.3995361328125,1819.0911865234375,5202.1684147067,95.20125125810591,1.8300301656703155,ATR Stop,195037.4035456,6455.4165824670845,106455.41658246708
BRITANNIA.NS,2016-07-11 00:00:00+05:30,2016-07-15 00:00:00+05:30,1248.990966796875,1232.10791015625,5322.9939535525,-71.9528089510568,-1.351735688202993,UT Sell,137993.4404608,6383.463773516028,106383.46377351602
CARBORUNIV.NS,2016-07-13 00:00:00+05:30,2016-07-15 00:00:00+05:30,229.08160400390625,232.5986328125,5345.148963203718,82.06264737648598,1.535273346756294,Drawdown,18249.1807744,6465.526420892514,106465.52642089251
DEEPAKNTR.NS,2016-07-01 00:00:00+05:30,2016-07-18 00:00:00+05:30,83.86995697021484,93.42950439453125,5263.502046639811,599.9370841540904,11.39805929280653,Drawdown,23699.6542464,7065.463505046604,107065.4635050466
GRANULES.NS,2016-07-14 00:00:00+05:30,2016-07-18 00:00:00+05:30,140.83926391601562,137.05581665039062,5359.984389330647,-143.98838589286152,-2.6863583069286157,ATR Stop,17370.5641984,6921.4751191537425,106921.47511915374
BAJFINANCE.NS,2016-06-15 00:00:00+05:30,2016-07-19 00:00:00+05:30,74.26509094238281,83.9608383178711,5027.826275293355,656.4124919864062,13.055592139529647,UT Sell,584293.8626048,7577.887611140149,107577.88761114015
ATUL.NS,2016-06-27 00:00:00+05:30,2016-07-22 00:00:00+05:30,1832.33642578125,2020.8553466796875,5209.3674233789025,535.9628894569087,10.288444755337922,Drawdown,20093.9978752,8113.850500597057,108113.85050059705
BOSCHLTD.NS,2016-07-11 00:00:00+05:30,2016-07-22 00:00:00+05:30,21159.0078125,22002.572265625,5322.993953552499,212.21640084482078,3.9867864344123483,Drawdown,106604.7635456,8326.066901441878,108326.06690144188
CGCL.NS,2016-07-20 00:00:00+05:30,2016-07-22 00:00:00+05:30,26.2862548828125,25.42070770263672,5418.348453879725,-178.4140131933318,-3.2927748134319645,Drawdown,17929.740288,8147.652888248546,108147.65288824854
CRISIL.NS,2016-07-12 00:00:00+05:30,2016-07-25 00:00:00+05:30,1745.27783203125,1750.9075927734375,5494.463428150407,17.72354747162808,0.32257103361217343,ATR Stop,31226.5179136,8165.376435720174,108165.37643572017
ALKEM.NS,2016-07-11 00:00:00+05:30,2016-07-25 00:00:00+05:30,1266.3580322265625,1384.4810791015625,5322.9939535525,496.51697883993984,9.327776495191586,Drawdown,64917.8185728,8661.893414560114,108661.89341456011
AARTIDRUGS.NS,2016-06-29 00:00:00+05:30,2016-07-25 00:00:00+05:30,112.3202133178711,125.36824798583984,5162.790571020925,599.7519802023471,11.61681791953355,Drawdown,3440.8787968,9261.645394762461,109261.64539476245
COALINDIA.NS,2016-07-11 00:00:00+05:30,2016-07-26 00:00:00+05:30,148.70252990722656,151.73776245117188,5322.9939535525,108.64996371700272,2.041143849966076,UT Sell,296796.9988608,9370.295358479463,109370.29535847946
EDELWEISS.NS,2016-07-20 00:00:00+05:30,2016-07-26 00:00:00+05:30,36.385311126708984,39.940589904785156,5418.348453879726,529.4372556885937,9.771192461966848,Drawdown,10790.4606208,9899.732614168057,109899.73261416805
GLENMARK.NS,2016-07-20 00:00:00+05:30,2016-07-26 00:00:00+05:30,821.6534423828125,812.40283203125,5418.348453879725,-61.002641394010425,-1.1258530512250453,Drawdown,67728.1923072,9838.729972774046,109838.72997277405
AUROPHARMA.NS,2016-07-20 00:00:00+05:30,2016-07-26 00:00:00+05:30,758.126220703125,744.8740234375,5418.348453879725,-94.71380965838762,-1.7480199079955572,UT Sell,80475.8683648,9744.016163115659,109744.01616311565
ASHOKLEY.NS,2016-07-21 00:00:00+05:30,2016-07-26 00:00:00+05:30,40.821102142333984,39.7884521484375,5418.348453879725,-137.06777142661394,-2.5296965042635677,ATR Stop,95479.5032576,9606.948391689046,109606.94839168905
BIL.NS,2016-07-21 00:00:00+05:30,2016-07-27 00:00:00+05:30,520.6875610351562,514.0241088867188,5418.348453879726,-69.3408261457389,-1.2797409900075496,Drawdown,1032.5346304,9537.607565543307,109537.60756554331
GODREJPROP.NS,2016-07-20 00:00:00+05:30,2016-07-29 00:00:00+05:30,371.6000061035156,361.29998779296875,5418.348453879725,-150.1859186523743,-2.7718025138238622,ATR Stop,55181.2595712,9387.421646890933,109387.42164689093
COFORGE.NS,2016-07-22 00:00:00+05:30,2016-07-29 00:00:00+05:30,82.29475402832031,79.88084411621094,5506.825035973175,-161.5288810999191,-2.933248832943436,Drawdown,40204.6779392,9225.892765791014,109225.89276579101
BANKBARODA.NS,2016-07-25 00:00:00+05:30,2016-07-29 00:00:00+05:30,137.1707000732422,133.51808166503906,5650.2663738027295,-150.4568173610187,-2.662826978540467,ATR Stop,136575.6870656,9075.435948429995,109075.43594843
BLS.NS,2016-07-26 00:00:00+05:30,2016-07-29 00:00:00+05:30,22.948144912719727,22.007980346679688,5468.3381531995965,-224.03282645794388,-4.096908789864417,ATR Stop,11424.4272128,8851.403121972051,108851.40312197205
ELGIEQUIP.NS,2016-07-29 00:00:00+05:30,2016-08-01 00:00:00+05:30,88.14703369140625,83.1313247680664,5339.393393320992,-303.82012833079443,-5.690161895747203,Drawdown,17250.0140032,8547.582993641256,108547.58299364126
BALAJITELE.NS,2016-07-27 00:00:00+05:30,2016-08-01 00:00:00+05:30,92.89984893798828,94.36207580566406,5438.505521833194,85.60109607213599,1.5739819648703968,Drawdown,1189.7663488,8633.184089713392,108633.1840897134
GANDHITUBE.NS,2016-07-27 00:00:00+05:30,2016-08-01 00:00:00+05:30,230.3200225830078,248.6698760986328,5438.505521833194,433.2918108914746,7.967111721262388,Drawdown,1006.1855744,9066.475900604866,109066.47590060487
FILATEX.NS,2016-07-25 00:00:00+05:30,2016-08-01 00:00:00+05:30,7.709009647369385,6.957271099090576,5650.2663738027295,-550.9816741091317,-9.751428298385012,Drawdown,2024.9061376,8515.494226495735,108515.49422649574
EKC.NS,2016-07-22 00:00:00+05:30,2016-08-01 00:00:00+05:30,19.015592575073242,21.215341567993164,5506.825035973174,637.036830655883,11.568132753346227,Drawdown,1338.1888,9152.531057151618,109152.53105715162
ADANIPORTS.NS,2016-07-11 00:00:00+05:30,2016-08-02 00:00:00+05:30,206.93679809570312,213.7886962890625,5322.9939535525,176.25000961279784,3.311106703308786,Drawdown,386028.3260928,9328.781066764415,109328.78106676441
FINCABLES.NS,2016-07-21 00:00:00+05:30,2016-08-02 00:00:00+05:30,349.2524108886719,357.6188049316406,5418.348453879725,129.79735232727853,2.3955150435985395,Drawdown,15144.0539648,9458.578419091693,109458.57841909169
BAJFINANCE.NS,2016-07-26 00:00:00+05:30,2016-08-02 00:00:00+05:30,95.66944122314453,106.31385040283203,5468.3381531995965,608.4202864714925,11.126237431302544,Drawdown,584293.8626048,10066.998705563186,110066.9987055632
CARERATING.NS,2016-07-28 00:00:00+05:30,2016-08-02 00:00:00+05:30,751.2915649414062,799.8544311523438,5438.505521833193,351.54050487020777,6.463917402656438,Drawdown,5000.1309696,10418.539210433395,110418.5392104334
EICHERMOT.NS,2016-07-28 00:00:00+05:30,2016-08-02 00:00:00+05:30,1966.606689453125,2036.1983642578125,5438.505521833193,192.45063577209748,3.538667654183536,Drawdown,195037.4035456,10610.989846205492,110610.98984620548
BRITANNIA.NS,2016-07-29 00:00:00+05:30,2016-08-02 00:00:00+05:30,1290.564697265625,1267.2061767578125,5339.393393320992,-96.64012222046495,-1.8099457204511449,ATR Stop,137993.4404608,10514.349723985026,110514.34972398503
BIRLACORPN.NS,2016-07-29 00:00:00+05:30,2016-08-02 00:00:00+05:30,521.2347412109375,510.7487487792969,5339.393393320992,-107.41578464597751,-2.011760077096836,Drawdown,7069.0906112,10406.933939339047,110406.93393933904
APOLLOTYRE.NS,2016-07-11 00:00:00+05:30,2016-08-03 00:00:00+05:30,131.88877868652344,136.2758026123047,5322.993953552501,177.0590497810863,3.3263056716966277,Drawdown,25872.5756928,10583.992989120134,110583.99298912013
CGPOWER.NS,2016-07-20 00:00:00+05:30,2016-08-03 00:00:00+05:30,72.65586853027344,74.08824920654297,5418.348453879726,106.82051952071015,1.9714590235373697,Drawdown,128192.3743744,10690.813508640844,110690.81350864084
APOLLOHOSP.NS,2016-07-25 00:00:00+05:30,2016-08-03 00:00:00+05:30,1312.380615234375,1300.012939453125,5650.2663738027295,-53.24725295215558,-0.9423848262983703,ATR Stop,109995.2553984,10637.56625568869,110637.5662556887
CAPLIPOINT.NS,2016-08-01 00:00:00+05:30,2016-08-05 00:00:00+05:30,233.67771911621094,229.77537536621094,5534.924756388571,-92.43148688502697,-1.669968264308208,Drawdown,12959.993856,10545.134768803662,110545.13476880366
BANCOINDIA.NS,2016-07-21 00:00:00+05:30,2016-08-08 00:00:00+05:30,43.22903060913086,52.80278778076172,5418.348453879726,1199.9795423996666,22.14659231708214,Drawdown,8779.6293632,11745.114311203328,111745.11431120333
GABRIEL.NS,2016-08-02 00:00:00+05:30,2016-08-09 00:00:00+05:30,94.60147094726562,96.19181823730469,5565.525642878307,93.56216700613913,1.6811020739049498,Drawdown,14722.78528,11838.676478209467,111838.67647820947
BEL.NS,2016-08-05 00:00:00+05:30,2016-08-09 00:00:00+05:30,31.73634910583496,31.29029655456543,5548.197424550823,-77.9795939323385,-1.405494216685188,ATR Stop,315636.2395648,11760.696884277128,111760.69688427713
GRASIM.NS,2016-07-12 00:00:00+05:30,2016-08-09 00:00:00+05:30,676.09619140625,755.7784423828125,5494.463428150407,647.5575804572964,11.785638196071924,UT Sell,189481.484288,12408.254464734424,112408.25446473442
GARFIBRES.NS,2016-07-20 00:00:00+05:30,2016-08-10 00:00:00+05:30,79.086181640625,89.5103988647461,5418.348453879725,714.1834402359009,13.18083261560119,Drawdown,6104.8496128,13122.437904970324,113122.43790497033
