Entry Date,Exit Date,Entry Price,Exit Price,Profit,Return %,Stock
2024-06-27,2024-06-28,149.44837951660156,139.70339965820312,-1115895.7406727802,-6.894176221086479,SOL-USD
2024-07-15,2024-08-02,159.93397521972656,152.6382293701172,-744932.6976672206,-4.943094926085023,SOL-USD
2024-08-06,2024-08-27,144.09036254882812,146.8970947265625,220682.1700228732,1.540513430559834,SOL-USD
2024-09-19,2024-10-01,142.83627319335938,145.28988647460938,190742.93900752813,1.3113159934955212,SOL-USD
2024-10-14,2024-10-25,157.44512939453125,164.75689697265625,622749.5296694636,4.225852551557808,SOL-USD
2024-11-05,2024-11-25,166.72239685058594,234.4466094970703,6152829.526910927,40.05902341650471,SOL-USD
2025-01-02,2025-01-07,207.7670440673828,202.23025512695312,-656952.2593513578,-3.053853448412743,SOL-USD
2025-01-15,2025-02-01,205.91134643554688,213.78501892089844,710943.5404855236,3.4089367445036904,SOL-USD
2025-03-02,2025-03-03,178.49549865722656,142.02108764648438,-4475489.566925362,-20.75230331052266,SOL-USD
2025-03-19,2025-03-28,135.572509765625,129.42315673828125,-840405.6437583715,-4.917315444845624,SOL-USD
2025-04-09,2025-05-30,119.05754089355469,156.23471069335938,4989151.966299571,30.701840153539433,SOL-USD
2025-06-09,2025-06-12,161.08865356445312,152.7896728515625,-1174718.4390601665,-5.530822965157311,SOL-USD
2025-06-23,2025-07-23,144.8467254638672,189.54293823242188,6086584.59584086,30.33468588721304,SOL-USD
2025-08-12,2025-08-25,191.85682678222656,187.2784423828125,-726071.0991679095,-2.7764188246593378,SOL-USD
2025-09-12,2025-09-22,242.30328369140625,220.49644470214844,-2380683.173824284,-9.363448334931622,SOL-USD
2025-09-26,2025-10-07,205.35255432128906,220.4827117919922,1599030.486267738,6.938851382432063,SOL-USD
2025-10-12,2025-10-30,197.508544921875,184.62442016601562,-1699636.1488351524,-6.896858029221444,SOL-USD
2025-12-02,2026-01-07,138.67420959472656,136.31301879882812,-480788.0010481812,-2.0954852582257386,SOL-USD
2026-01-13,2026-01-18,145.36087036132812,137.99542236328125,-1223427.255390741,-5.446360967797797,SOL-USD
2026-01-26,2026-01-29,124.13972473144531,117.60576629638672,-1198339.3575868085,-5.641957956915649,SOL-USD
2026-02-06,2026-02-23,87.46477508544922,77.7533187866211,-2296449.947030749,-11.458508354829991,SOL-USD
2026-02-25,2026-03-18,87.91560363769531,90.06571960449219,361338.7700070329,2.0362862531603554,SOL-USD
2026-03-23,2026-03-26,91.42407989501953,86.44393157958984,-1054718.465148393,-5.8251373950243615,SOL-USD
2026-04-07,2026-05-12,85.64801025390625,94.28429412841797,1644383.4761018343,9.64356767972651,SOL-USD
