Stock,Entry Date,Exit Date,Entry,Exit,Invested,Profit,Return %,Exit Reason,Cumulative Profit,Equity
NAGREEKCAP.NS,2025-10-31 00:00:00+05:30,2025-11-17 00:00:00+05:30,31.25,29.73999977,13213279.34,-638465.7546,-4.832000732,Stop Loss,253433009.8,253533009.8
REPRO.NS,2025-10-31 00:00:00+05:30,2025-11-17 00:00:00+05:30,559.8499756,537.8499756,13213279.34,-519232.2197,-3.929624178,UT Sell,252913777.6,253013777.6
NILKAMAL.NS,2025-11-06 00:00:00+05:30,2025-11-17 00:00:00+05:30,1546.300049,1482.900024,12957336.68,-531265.2368,-4.100111389,Stop Loss,252382512.4,252482512.4
CHENNPETRO.NS,2025-10-30 00:00:00+05:30,2025-11-19 00:00:00+05:30,878.0441895,1052.065552,12212304.52,2420381.451,19.81920322,UT Sell,254802893.8,254902893.8
SPIC.NS,2025-11-17 00:00:00+05:30,2025-11-20 00:00:00+05:30,92.26999664,88.05999756,12564977.38,-573301.6712,-4.562695608,Stop Loss,254229592.1,254329592.1
GARUDA.NS,2025-10-31 00:00:00+05:30,2025-11-20 00:00:00+05:30,216.6399994,217.6799927,13213279.34,63431.13849,0.480055986,UT Sell,254293023.3,254393023.3
NAZARA.NS,2025-11-13 00:00:00+05:30,2025-11-20 00:00:00+05:30,272.8500061,263.6499939,12942125.41,-436385.2265,-3.371820415,UT Sell,253856638.1,253956638.1
TMB.NS,2025-10-17 00:00:00+05:30,2025-11-20 00:00:00+05:30,438.8500061,493.7999878,12578814.3,1575038.41,12.52135831,UT Sell,255431676.5,255531676.5
MANAKSIA.NS,2025-10-20 00:00:00+05:30,2025-11-20 00:00:00+05:30,67.5,64.16999817,11696486.48,-577026.9836,-4.933336046,Stop Loss,254854649.5,254954649.5
INDIANB.NS,2025-09-24 00:00:00+05:30,2025-11-21 00:00:00+05:30,708.2000122,851.7999878,12300551.11,2494152.512,20.27675418,UT Sell,257348802,257448802
ORICONENT.NS,2025-08-26 00:00:00+05:30,2025-11-24 00:00:00+05:30,53.7358284,56.65000153,13142067.58,712713.6831,5.423147299,UT Sell,258061515.7,258161515.7
HMAAGRO.NS,2025-11-17 00:00:00+05:30,2025-11-24 00:00:00+05:30,31.98999977,30.62000084,12564977.38,-538105.8367,-4.282585001,Stop Loss,257523409.8,257623409.8
KIRIINDUS.NS,2025-11-19 00:00:00+05:30,2025-11-24 00:00:00+05:30,547,523.9000244,14632685.97,-617942.7582,-4.223030272,Stop Loss,256905467.1,257005467.1
ARIES.NS,2025-11-20 00:00:00+05:30,2025-11-24 00:00:00+05:30,369.3999939,344.8500061,12609487.72,-838015.091,-6.645909095,Stop Loss,256067452,256167452
RAMCOIND.NS,2025-11-20 00:00:00+05:30,2025-11-24 00:00:00+05:30,324.6000061,317.3999939,12609487.72,-279693.3573,-2.218118322,UT Sell,255787758.6,255887758.6
LAGNAM.NS,2025-11-20 00:00:00+05:30,2025-11-25 00:00:00+05:30,80.83000183,76.41000366,12609487.72,-689520.1207,-5.468264343,Stop Loss,255098238.5,255198238.5
BCG.NS,2025-11-11 00:00:00+05:30,2025-11-27 00:00:00+05:30,13.43000031,12.81000042,13232647.05,-610889.0151,-4.616529199,Stop Loss,254487349.5,254587349.5
